team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5798.666666666667,5130.666666666667,1261.0,257.6666666666667,36.0,168.0,511.6666666666667,61.666666666666664,54.0,1158.0,701.6666666666666,0.24566666666666667,0.31833333333333336,0.4076666666666667,0.726
athletics,5795.666666666667,5199.0,1291.6666666666667,248.66666666666666,14.666666666666666,193.0,488.6666666666667,58.0,28.333333333333332,1310.0,675.6666666666666,0.24833333333333332,0.31866666666666665,0.41300000000000003,0.7316666666666666
atlanta braves,5742.0,5163.333333333333,1268.3333333333333,237.66666666666666,13.666666666666666,186.66666666666666,473.0,52.333333333333336,40.0,1253.0,692.6666666666666,0.24566666666666667,0.31266666666666665,0.4056666666666667,0.7183333333333333
baltimore orioles,5732.666666666667,5092.666666666667,1195.6666666666667,228.33333333333334,19.0,182.33333333333334,525.3333333333334,63.666666666666664,37.0,1401.0,671.0,0.235,0.31233333333333335,0.3946666666666667,0.707
boston red sox,5811.333333333333,5168.0,1292.0,285.3333333333333,24.0,164.66666666666666,490.0,82.0,44.333333333333336,1276.3333333333333,698.0,0.25,0.32266666666666666,0.4096666666666667,0.7323333333333334
chicago cubs,5950.0,5226.333333333333,1312.3333333333333,257.6666666666667,25.0,210.33333333333334,599.3333333333334,66.66666666666667,47.0,1255.6666666666667,792.3333333333334,0.251,0.3333333333333333,0.4306666666666667,0.7639999999999999
chicago white sox,5729.666666666667,5079.666666666667,1190.6666666666667,236.33333333333334,12.666666666666666,183.0,518.0,72.33333333333333,32.0,1351.3333333333333,674.3333333333334,0.23399999999999999,0.31266666666666665,0.39433333333333337,0.707
cincinnati reds,5702.0,5075.333333333333,1190.3333333333333,218.66666666666666,15.666666666666666,186.33333333333334,523.6666666666666,48.333333333333336,38.666666666666664,1407.6666666666667,646.0,0.23433333333333337,0.3096666666666667,0.39433333333333337,0.7040000000000001
cleveland guardians,5700.333333333333,5058.666666666667,1177.6666666666667,231.66666666666666,15.333333333333334,148.66666666666666,514.0,55.333333333333336,43.333333333333336,1237.3333333333333,616.3333333333334,0.2333333333333333,0.308,0.373,0.681
colorado rockies,5705.333333333333,5134.666666666667,1268.3333333333333,257.0,33.666666666666664,161.33333333333334,443.0,63.333333333333336,43.666666666666664,1368.3333333333333,657.6666666666666,0.24766666666666667,0.31233333333333335,0.4046666666666667,0.717
detroit tigers,5746.333333333333,5117.333333333333,1232.0,232.0,32.0,176.66666666666666,511.6666666666667,61.666666666666664,43.333333333333336,1338.0,684.0,0.24033333333333332,0.31466666666666665,0.40166666666666667,0.7163333333333334
houston astros,5751.666666666667,5147.333333333333,1257.3333333333333,229.0,16.0,189.33333333333334,478.3333333333333,70.33333333333333,36.666666666666664,1241.6666666666667,670.6666666666666,0.244,0.315,0.4056666666666667,0.7206666666666667
kansas city royals,5710.666666666667,5120.333333333333,1264.6666666666667,276.6666666666667,20.0,155.66666666666666,461.0,57.666666666666664,43.0,1131.3333333333333,638.3333333333334,0.247,0.31433333333333335,0.4003333333333334,0.7146666666666667
los angeles angels,5668.666666666667,5063.333333333333,1171.0,218.66666666666666,14.333333333333334,170.0,460.0,89.0,29.666666666666668,1471.0,620.3333333333334,0.23166666666666666,0.3053333333333333,0.38033333333333336,0.6856666666666666
los angeles dodgers,5815.666666666667,5123.666666666667,1307.3333333333333,246.33333333333334,18.333333333333332,202.0,568.0,58.666666666666664,48.666666666666664,1224.3333333333333,764.3333333333334,0.25566666666666665,0.3336666666666667,0.4283333333333333,0.762
miami marlins,5773.333333333333,5134.333333333333,1282.0,243.33333333333334,31.666666666666668,152.0,499.3333333333333,74.0,44.666666666666664,1227.6666666666667,673.6666666666666,0.24933333333333332,0.32266666666666666,0.3983333333333334,0.721
milwaukee brewers,5919.666666666667,5194.0,1343.0,261.0,22.666666666666668,149.33333333333334,595.3333333333334,49.666666666666664,44.0,1251.3333333333333,776.6666666666666,0.25866666666666666,0.338,0.4036666666666667,0.7416666666666667
minnesota twins,5725.666666666667,5109.333333333333,1238.3333333333333,243.0,20.0,178.33333333333334,480.3333333333333,86.0,39.333333333333336,1233.3333333333333,677.3333333333334,0.24266666666666667,0.316,0.4023333333333334,0.7183333333333333
new york mets,5746.0,5120.333333333333,1238.3333333333333,213.33333333333334,18.333333333333332,196.0,504.3333333333333,60.333333333333336,40.333333333333336,1269.0,676.0,0.24166666666666667,0.31466666666666665,0.405,0.7196666666666666
new york yankees,5728.333333333333,5061.666666666667,1219.0,225.66666666666666,18.0,225.33333333333334,565.0,43.0,43.333333333333336,1385.6666666666667,731.6666666666666,0.24033333333333332,0.3193333333333333,0.425,0.7443333333333334
philadelphia phillies,5754.666666666667,5145.0,1273.3333333333333,234.0,22.666666666666668,186.0,488.0,58.666666666666664,47.333333333333336,1265.0,702.0,0.24666666666666667,0.31666666666666665,0.4096666666666667,0.7263333333333333
pittsburgh pirates,5826.0,5182.333333333333,1272.6666666666667,229.66666666666666,17.0,151.66666666666666,525.3333333333334,70.66666666666667,32.0,1394.0,668.3333333333334,0.24566666666666667,0.3216666666666667,0.38466666666666666,0.7063333333333333
san diego padres,5677.0,5036.666666666667,1225.6666666666667,226.66666666666666,17.333333333333332,158.0,509.3333333333333,55.333333333333336,41.666666666666664,1177.6666666666667,651.3333333333334,0.24266666666666667,0.317,0.38933333333333336,0.7063333333333333
san francisco giants,5723.333333333333,5132.333333333333,1247.0,243.66666666666666,26.0,169.0,460.0,56.0,44.666666666666664,1252.0,649.6666666666666,0.243,0.3096666666666667,0.39999999999999997,0.7096666666666667
seattle mariners,5754.0,5101.333333333333,1196.3333333333333,198.0,13.666666666666666,190.0,512.6666666666666,87.66666666666667,34.666666666666664,1342.6666666666667,646.0,0.23399999999999999,0.31266666666666665,0.3893333333333333,0.702
st. louis cardinals,5781.0,5146.333333333333,1257.0,230.66666666666666,12.333333333333334,153.33333333333334,474.0,89.33333333333333,47.333333333333336,1214.3333333333333,679.6666666666666,0.24433333333333332,0.316,0.38366666666666666,0.6996666666666665
tampa bay rays,5717.666666666667,5118.0,1314.0,215.33333333333334,19.333333333333332,165.33333333333334,468.0,52.666666666666664,41.666666666666664,1147.0,681.3333333333334,0.257,0.323,0.403,0.726
texas rangers,5704.0,5089.666666666667,1218.3333333333333,223.0,19.666666666666668,172.33333333333334,486.0,67.0,34.666666666666664,1283.0,635.3333333333334,0.23933333333333331,0.312,0.393,0.7050000000000001
toronto blue jays,5747.333333333333,5167.0,1313.0,254.66666666666666,9.666666666666666,158.33333333333334,446.6666666666667,57.0,45.0,1074.3333333333333,661.3333333333334,0.25366666666666665,0.317,0.39766666666666667,0.7146666666666667
washington nationals,5803.333333333333,5190.666666666667,1272.3333333333333,259.3333333333333,28.666666666666668,185.66666666666666,493.0,63.0,36.0,1283.0,735.6666666666666,0.24533333333333332,0.31666666666666665,0.4136666666666667,0.7303333333333333
