team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5380.0,4758.0,1177.0,244.33333333333334,36.0,157.33333333333334,477.0,58.333333333333336,49.333333333333336,1072.6666666666667,662.3333333333334,0.247,0.32033333333333336,0.4116666666666667,0.7319999999999999
athletics,5369.0,4809.666666666667,1190.3333333333333,233.33333333333334,12.666666666666666,177.0,458.6666666666667,53.333333333333336,26.333333333333332,1215.3333333333333,623.0,0.247,0.318,0.4103333333333334,0.7283333333333334
atlanta braves,5334.0,4790.0,1177.6666666666667,220.33333333333334,12.333333333333334,175.33333333333334,446.3333333333333,49.0,36.666666666666664,1165.0,650.6666666666666,0.24566666666666667,0.314,0.40700000000000003,0.721
baltimore orioles,5298.0,4704.0,1104.3333333333333,209.0,18.333333333333332,169.66666666666666,488.6666666666667,57.0,35.0,1287.0,614.3333333333334,0.235,0.313,0.3953333333333333,0.7083333333333334
boston red sox,5350.666666666667,4757.333333333333,1200.6666666666667,266.6666666666667,22.0,150.66666666666666,449.3333333333333,75.33333333333333,43.666666666666664,1173.6666666666667,654.6666666666666,0.252,0.324,0.4116666666666666,0.7356666666666666
chicago cubs,5504.0,4835.666666666667,1207.0,235.0,23.0,190.33333333333334,556.6666666666666,60.666666666666664,42.333333333333336,1178.3333333333333,720.3333333333334,0.24966666666666668,0.33266666666666667,0.42533333333333334,0.758
chicago white sox,5300.333333333333,4705.0,1107.3333333333333,217.66666666666666,11.333333333333334,171.0,468.6666666666667,67.0,32.0,1246.0,627.6666666666666,0.2353333333333333,0.31266666666666665,0.39699999999999996,0.7096666666666667
cincinnati reds,5300.666666666667,4715.333333333333,1101.6666666666667,208.66666666666666,15.666666666666666,168.33333333333334,489.6666666666667,45.666666666666664,34.666666666666664,1303.0,596.6666666666666,0.233,0.3096666666666667,0.39166666666666666,0.7013333333333334
cleveland guardians,5271.666666666667,4676.666666666667,1082.3333333333333,211.0,14.666666666666666,138.0,481.3333333333333,48.0,39.333333333333336,1154.6666666666667,565.6666666666666,0.23199999999999998,0.308,0.371,0.6789999999999999
colorado rockies,5264.666666666667,4742.666666666667,1169.0,243.0,29.666666666666668,149.33333333333334,404.3333333333333,58.0,41.666666666666664,1260.3333333333333,610.3333333333334,0.247,0.31233333333333335,0.40599999999999997,0.7183333333333334
detroit tigers,5332.333333333333,4744.666666666667,1155.3333333333333,214.66666666666666,29.333333333333332,168.66666666666666,480.3333333333333,55.0,41.333333333333336,1224.0,644.0,0.24366666666666667,0.318,0.40700000000000003,0.725
houston astros,5330.333333333333,4764.666666666667,1168.0,211.66666666666666,12.666666666666666,176.0,447.6666666666667,64.33333333333333,35.333333333333336,1148.3333333333333,626.0,0.24466666666666667,0.31633333333333336,0.40633333333333327,0.7226666666666667
kansas city royals,5293.333333333333,4753.0,1171.3333333333333,254.0,19.333333333333332,143.66666666666666,418.3333333333333,54.333333333333336,41.0,1054.6666666666667,590.3333333333334,0.24633333333333332,0.31233333333333335,0.399,0.7113333333333333
los angeles angels,5273.333333333333,4714.0,1093.6666666666667,204.0,13.666666666666666,161.33333333333334,432.6666666666667,77.0,28.333333333333332,1366.3333333333333,582.3333333333334,0.2323333333333333,0.306,0.383,0.6890000000000001
los angeles dodgers,5397.0,4769.666666666667,1221.3333333333333,227.66666666666666,16.333333333333332,192.66666666666666,516.6666666666666,49.333333333333336,46.0,1137.6666666666667,710.3333333333334,0.25633333333333336,0.33233333333333337,0.431,0.7633333333333333
miami marlins,5326.666666666667,4743.0,1184.6666666666667,228.0,28.333333333333332,140.0,458.0,64.66666666666667,41.333333333333336,1127.0,618.3333333333334,0.24933333333333332,0.322,0.399,0.721
milwaukee brewers,5459.666666666667,4788.666666666667,1223.0,241.0,20.0,135.33333333333334,550.0,46.333333333333336,40.0,1152.0,702.0,0.25533333333333336,0.3353333333333333,0.3983333333333334,0.7336666666666667
