team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,4644.0,4117.333333333333,1013.0,210.33333333333334,28.666666666666668,138.66666666666666,407.0,48.333333333333336,42.666666666666664,941.3333333333334,574.3333333333334,0.245,0.317,0.4083333333333334,0.7253333333333334
athletics,4661.0,4169.0,1042.3333333333333,202.66666666666666,12.0,157.66666666666666,405.3333333333333,46.0,23.666666666666668,1060.6666666666667,549.6666666666666,0.24966666666666668,0.322,0.41566666666666663,0.7376666666666667
atlanta braves,4637.333333333333,4150.0,1028.3333333333333,189.0,11.666666666666666,154.0,398.3333333333333,45.666666666666664,33.333333333333336,1005.6666666666666,580.0,0.24833333333333332,0.318,0.4123333333333334,0.7303333333333333
baltimore orioles,4609.333333333333,4091.3333333333335,969.6666666666666,189.0,15.0,144.33333333333334,424.6666666666667,50.333333333333336,31.666666666666668,1116.3333333333333,540.3333333333334,0.23766666666666666,0.31633333333333336,0.39666666666666667,0.713
boston red sox,4586.666666666667,4100.666666666667,1020.0,226.0,20.0,126.0,372.6666666666667,62.0,33.0,1021.0,546.0,0.24733333333333332,0.3173333333333333,0.4023333333333334,0.7196666666666666
chicago cubs,4734.666666666667,4152.333333333333,1025.6666666666667,197.66666666666666,21.666666666666668,159.66666666666666,483.3333333333333,53.333333333333336,37.666666666666664,1004.3333333333334,611.0,0.24633333333333332,0.332,0.4186666666666667,0.7506666666666666
chicago white sox,4542.333333333333,4041.0,956.0,185.66666666666666,10.0,142.33333333333334,394.0,53.0,28.666666666666668,1058.6666666666667,537.6666666666666,0.2373333333333333,0.31266666666666665,0.39699999999999996,0.7096666666666667
cincinnati reds,4571.333333333333,4071.3333333333335,962.3333333333334,185.33333333333334,14.333333333333334,145.0,419.0,37.666666666666664,28.666666666666668,1096.3333333333333,520.6666666666666,0.23500000000000001,0.311,0.397,0.7079999999999999
cleveland guardians,4575.666666666667,4062.0,933.0,187.0,13.333333333333334,124.66666666666667,415.3333333333333,41.333333333333336,32.666666666666664,1027.3333333333333,492.3333333333333,0.2306666666666667,0.30666666666666664,0.37433333333333335,0.681
colorado rockies,4609.333333333333,4156.0,1026.3333333333333,210.33333333333334,25.666666666666668,132.0,350.3333333333333,53.333333333333336,33.666666666666664,1107.6666666666667,529.0,0.249,0.31433333333333335,0.4086666666666667,0.723
detroit tigers,4611.666666666667,4109.333333333333,988.0,181.33333333333334,24.666666666666668,150.0,410.3333333333333,45.666666666666664,35.333333333333336,1084.0,544.0,0.239,0.3133333333333333,0.4043333333333334,0.7176666666666667
houston astros,4639.666666666667,4155.333333333333,1019.3333333333334,186.33333333333334,9.333333333333334,155.33333333333334,384.3333333333333,53.0,30.0,994.3333333333334,544.0,0.24466666666666667,0.315,0.4083333333333334,0.7233333333333333
kansas city royals,4616.666666666667,4145.666666666667,1026.0,224.66666666666666,14.666666666666666,123.0,364.3333333333333,49.666666666666664,36.333333333333336,922.0,511.0,0.24766666666666667,0.31433333333333335,0.3983333333333334,0.7126666666666667
los angeles angels,4588.0,4098.0,955.6666666666666,175.33333333333334,11.666666666666666,150.0,381.3333333333333,69.0,24.333333333333332,1193.6666666666667,519.0,0.235,0.3093333333333333,0.39033333333333337,0.6996666666666665
los angeles dodgers,4703.666666666667,4136.333333333333,1062.0,200.33333333333334,13.666666666666666,170.66666666666666,465.3333333333333,44.0,42.666666666666664,995.0,631.6666666666666,0.25766666666666665,0.3363333333333334,0.435,0.7713333333333333
miami marlins,4634.666666666667,4134.333333333333,1036.6666666666667,206.0,25.666666666666668,120.66666666666667,391.3333333333333,54.666666666666664,38.0,977.6666666666666,541.0,0.25066666666666665,0.322,0.40166666666666667,0.7236666666666666
milwaukee brewers,4719.666666666667,4144.666666666667,1057.0,211.66666666666666,16.666666666666668,118.0,471.3333333333333,39.666666666666664,32.666666666666664,981.3333333333334,611.3333333333334,0.254,0.33466666666666667,0.399,0.7336666666666667
minnesota twins,4653.666666666667,4156.0,1009.6666666666666,195.66666666666666,16.0,147.66666666666666,393.0,65.33333333333333,32.0,1029.3333333333333,558.0,0.24333333333333332,0.31666666666666665,0.4056666666666667,0.7223333333333333
new york mets,4638.0,4130.333333333333,994.3333333333334,172.66666666666666,14.333333333333334,155.33333333333334,403.6666666666667,52.333333333333336,33.666666666666664,1015.6666666666666,534.6666666666666,0.23900000000000002,0.3113333333333333,0.39766666666666667,0.7090000000000001
new york yankees,4618.333333333333,4073.0,987.0,187.0,16.0,189.33333333333334,467.6666666666667,31.666666666666668,34.666666666666664,1099.0,603.0,0.241,0.32066666666666666,0.43166666666666664,0.7523333333333334
philadelphia phillies,4616.666666666667,4146.333333333333,1020.0,182.66666666666666,18.0,160.66666666666666,377.3333333333333,48.0,33.333333333333336,1054.3333333333333,558.0,0.24333333333333332,0.3113333333333333,0.4116666666666667,0.723
pittsburgh pirates,4700.666666666667,4177.0,1036.6666666666667,191.0,15.0,127.0,431.3333333333333,54.0,27.333333333333332,1130.6666666666667,556.3333333333334,0.251,0.3276666666666667,0.3993333333333333,0.727
san diego padres,4571.0,4066.6666666666665,975.6666666666666,186.0,12.666666666666666,127.33333333333333,403.3333333333333,43.333333333333336,31.0,960.3333333333334,518.0,0.2373333333333333,0.3116666666666667,0.38533333333333336,0.697
san francisco giants,4570.666666666667,4114.333333333333,1006.3333333333334,202.33333333333334,24.0,133.66666666666666,354.6666666666667,44.0,36.666666666666664,996.0,513.0,0.24633333333333332,0.30833333333333335,0.40599999999999997,0.7143333333333333
