team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,4692.666666666667,4158.666666666667,1022.3333333333334,211.66666666666666,28.666666666666668,138.66666666666666,411.6666666666667,49.0,43.333333333333336,948.6666666666666,578.3333333333334,0.245,0.317,0.4063333333333334,0.7233333333333333
athletics,4705.666666666667,4208.333333333333,1047.6666666666667,205.33333333333334,12.0,157.66666666666666,409.3333333333333,46.0,24.333333333333332,1070.6666666666667,551.0,0.24833333333333332,0.3213333333333333,0.41300000000000003,0.7343333333333333
atlanta braves,4688.0,4198.666666666667,1039.6666666666667,191.66666666666666,11.666666666666666,156.0,399.6666666666667,45.666666666666664,34.0,1019.6666666666666,586.0,0.24833333333333332,0.31666666666666665,0.4123333333333334,0.729
baltimore orioles,4664.0,4136.666666666667,980.3333333333334,191.0,15.0,145.66666666666666,432.0,50.333333333333336,33.0,1133.0,546.3333333333334,0.237,0.31633333333333336,0.3960000000000001,0.7123333333333334
boston red sox,4634.0,4142.0,1028.0,228.66666666666666,20.0,127.33333333333333,377.3333333333333,62.666666666666664,33.666666666666664,1037.6666666666667,550.0,0.24666666666666667,0.3173333333333333,0.40166666666666667,0.719
chicago cubs,4793.333333333333,4205.0,1040.3333333333333,201.0,21.666666666666668,161.0,488.0,54.666666666666664,37.666666666666664,1022.3333333333334,620.3333333333334,0.247,0.33266666666666667,0.4186666666666667,0.7513333333333333
chicago white sox,4593.0,4085.0,964.6666666666666,187.66666666666666,10.0,142.33333333333334,397.3333333333333,55.666666666666664,29.333333333333332,1070.6666666666667,541.6666666666666,0.23666666666666666,0.312,0.395,0.707
cincinnati reds,4620.666666666667,4116.0,971.6666666666666,186.0,14.333333333333334,145.66666666666666,423.0,38.333333333333336,28.666666666666668,1111.6666666666667,523.3333333333334,0.23433333333333337,0.31033333333333335,0.395,0.7053333333333333
cleveland guardians,4621.0,4105.333333333333,941.0,188.33333333333334,13.333333333333334,125.33333333333333,417.3333333333333,41.333333333333336,32.666666666666664,1037.3333333333333,494.3333333333333,0.23,0.306,0.373,0.6789999999999999
colorado rockies,4660.0,4200.666666666667,1037.0,213.0,26.333333333333332,132.0,355.0,53.333333333333336,34.333333333333336,1117.6666666666667,535.6666666666666,0.24833333333333332,0.31433333333333335,0.4073333333333333,0.7216666666666667
detroit tigers,4656.333333333333,4149.333333333333,996.6666666666666,184.0,24.666666666666668,150.66666666666666,413.6666666666667,46.333333333333336,36.0,1092.6666666666667,546.6666666666666,0.239,0.3133333333333333,0.4036666666666667,0.717
houston astros,4694.333333333333,4203.333333333333,1032.0,187.66666666666666,9.333333333333334,156.0,388.3333333333333,55.666666666666664,30.0,1008.3333333333334,552.6666666666666,0.24466666666666667,0.3156666666666667,0.4076666666666666,0.7233333333333333
kansas city royals,4662.0,4187.666666666667,1033.3333333333333,227.33333333333334,14.666666666666666,124.33333333333333,365.6666666666667,49.666666666666664,37.0,934.0,513.6666666666666,0.24633333333333332,0.313,0.397,0.71
