team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,4809.333333333333,4262.0,1047.6666666666667,219.66666666666666,29.333333333333332,140.66666666666666,421.0,50.333333333333336,44.666666666666664,966.6666666666666,591.6666666666666,0.245,0.317,0.4063333333333334,0.7233333333333333
athletics,4829.0,4320.333333333333,1073.6666666666667,211.33333333333334,12.0,161.66666666666666,416.0,47.333333333333336,25.666666666666668,1101.3333333333333,564.3333333333334,0.24766666666666667,0.32,0.41300000000000003,0.733
atlanta braves,4808.0,4305.333333333333,1061.0,194.33333333333334,11.666666666666666,158.66666666666666,410.3333333333333,47.0,34.0,1043.6666666666667,595.3333333333334,0.247,0.316,0.409,0.725
baltimore orioles,4775.333333333333,4234.666666666667,1000.3333333333334,192.33333333333334,15.666666666666666,148.33333333333334,443.3333333333333,51.0,33.666666666666664,1153.0,559.6666666666666,0.2363333333333333,0.3156666666666667,0.39399999999999996,0.7096666666666667
boston red sox,4761.333333333333,4251.333333333333,1056.6666666666667,234.0,20.0,131.33333333333334,389.3333333333333,65.33333333333333,33.666666666666664,1067.6666666666667,564.6666666666666,0.24733333333333332,0.318,0.4023333333333334,0.7203333333333334
chicago cubs,4934.0,4332.333333333333,1079.0,211.66666666666666,22.333333333333332,163.66666666666666,500.0,55.333333333333336,38.333333333333336,1049.6666666666667,640.3333333333334,0.249,0.3333333333333333,0.42,0.7533333333333333
chicago white sox,4728.333333333333,4204.333333333333,992.6666666666666,193.0,10.666666666666666,147.66666666666666,410.6666666666667,57.0,30.0,1102.6666666666667,559.6666666666666,0.23666666666666666,0.312,0.3956666666666666,0.7076666666666668
cincinnati reds,4746.0,4226.666666666667,997.6666666666666,190.0,14.333333333333334,148.33333333333334,436.3333333333333,39.0,28.666666666666668,1155.6666666666667,534.0,0.23500000000000001,0.311,0.39366666666666666,0.7046666666666667
cleveland guardians,4722.333333333333,4192.0,957.6666666666666,190.33333333333334,13.333333333333334,126.66666666666667,427.3333333333333,43.333333333333336,34.666666666666664,1056.6666666666667,502.3333333333333,0.22866666666666668,0.3053333333333333,0.37033333333333335,0.6756666666666667
colorado rockies,4732.0,4268.0,1051.0,215.0,26.333333333333332,134.66666666666666,358.3333333333333,54.666666666666664,34.333333333333336,1144.3333333333333,542.3333333333334,0.24766666666666667,0.313,0.40599999999999997,0.719
detroit tigers,4773.0,4251.333333333333,1029.3333333333333,190.66666666666666,27.333333333333332,153.33333333333334,423.6666666666667,47.0,40.0,1113.3333333333333,568.0,0.24166666666666667,0.31466666666666665,0.40700000000000003,0.7216666666666667
houston astros,4803.0,4298.0,1053.3333333333333,189.66666666666666,9.333333333333334,161.33333333333334,399.6666666666667,58.333333333333336,30.0,1037.6666666666667,565.3333333333334,0.244,0.3156666666666667,0.4076666666666666,0.7233333333333333
kansas city royals,4763.333333333333,4277.0,1053.3333333333333,231.33333333333334,15.333333333333334,127.0,375.6666666666667,50.333333333333336,37.666666666666664,957.3333333333334,523.0,0.24633333333333332,0.31233333333333335,0.39633333333333337,0.7086666666666667
los angeles angels,4742.666666666667,4231.333333333333,987.0,181.33333333333334,13.0,152.66666666666666,396.0,72.33333333333333,26.333333333333332,1227.0,533.6666666666666,0.2343333333333333,0.3093333333333333,0.38966666666666666,0.699
los angeles dodgers,4854.333333333333,4275.0,1101.3333333333333,209.0,14.333333333333334,175.33333333333334,474.6666666666667,45.333333333333336,44.0,1027.0,649.6666666666666,0.25833333333333336,0.3363333333333334,0.43566666666666665,0.7719999999999999
miami marlins,4804.0,4282.333333333333,1072.6666666666667,210.66666666666666,26.333333333333332,127.33333333333333,406.0,58.0,38.666666666666664,1015.0,558.3333333333334,0.25066666666666665,0.322,0.40233333333333327,0.7243333333333334
milwaukee brewers,4871.0,4278.666666666667,1097.0,221.0,19.333333333333332,120.66666666666667,483.3333333333333,41.666666666666664,35.333333333333336,1006.0,632.6666666666666,0.256,0.3353333333333333,0.401,0.7363333333333334
minnesota twins,4793.666666666667,4279.333333333333,1035.6666666666667,201.66666666666666,18.666666666666668,148.33333333333334,405.6666666666667,68.0,33.333333333333336,1053.3333333333333,571.3333333333334,0.24266666666666667,0.316,0.4023333333333334,0.7183333333333333
new york mets,4810.0,4278.333333333333,1027.0,177.33333333333334,15.0,160.66666666666666,423.0,54.333333333333336,35.666666666666664,1060.3333333333333,557.3333333333334,0.23833333333333337,0.312,0.397,0.7090000000000001
new york yankees,4801.666666666667,4239.0,1020.3333333333334,195.0,16.0,193.33333333333334,481.0,34.333333333333336,35.333333333333336,1151.6666666666667,620.3333333333334,0.23900000000000002,0.31866666666666665,0.427,0.7456666666666667
philadelphia phillies,4762.666666666667,4275.666666666667,1050.6666666666667,188.0,20.0,162.66666666666666,388.0,51.333333333333336,36.0,1089.6666666666667,574.6666666666666,0.24333333333333332,0.3113333333333333,0.4103333333333334,0.7216666666666667
pittsburgh pirates,4880.0,4343.0,1076.0,198.33333333333334,15.0,131.0,441.3333333333333,56.0,28.0,1166.6666666666667,571.0,0.24966666666666668,0.3256666666666667,0.39599999999999996,0.7216666666666667
san diego padres,4722.333333333333,4197.333333333333,1013.6666666666666,192.0,12.666666666666666,129.33333333333334,416.6666666666667,46.0,33.666666666666664,985.0,536.6666666666666,0.23933333333333331,0.3136666666666667,0.38533333333333336,0.699
san francisco giants,4754.666666666667,4273.666666666667,1051.0,208.33333333333334,24.0,139.66666666666666,374.0,46.666666666666664,38.666666666666664,1029.3333333333333,542.3333333333334,0.24766666666666667,0.311,0.4066666666666667,0.7176666666666667
seattle mariners,4801.333333333333,4259.333333333333,1007.0,168.0,9.0,165.33333333333334,419.3333333333333,75.66666666666667,31.333333333333332,1110.6666666666667,548.6666666666666,0.23466666666666666,0.31266666666666665,0.39266666666666666,0.7053333333333333
st. louis cardinals,4770.333333333333,4243.666666666667,1025.0,186.0,10.333333333333334,124.66666666666667,392.0,75.33333333333333,36.666666666666664,999.0,547.0,0.241,0.314,0.37833333333333335,0.6923333333333334
tampa bay rays,4720.333333333333,4222.666666666667,1078.6666666666667,185.33333333333334,16.666666666666668,133.33333333333334,395.3333333333333,42.666666666666664,33.666666666666664,984.3333333333334,558.6666666666666,0.25633333333333336,0.32433333333333336,0.4023333333333334,0.7266666666666666
texas rangers,4736.666666666667,4239.666666666667,1020.3333333333334,191.0,16.333333333333332,141.66666666666666,394.6666666666667,56.333333333333336,29.333333333333332,1059.0,532.0,0.24133333333333332,0.3133333333333333,0.39566666666666667,0.709
