team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5611.333333333333,4971.333333333333,1222.3333333333333,249.0,36.0,163.33333333333334,492.3333333333333,59.666666666666664,50.666666666666664,1121.3333333333333,682.3333333333334,0.24566666666666667,0.31833333333333336,0.4076666666666667,0.726
athletics,5601.666666666667,5017.666666666667,1248.3333333333333,244.0,14.0,183.66666666666666,476.6666666666667,57.333333333333336,28.333333333333332,1267.3333333333333,651.6666666666666,0.24833333333333332,0.3193333333333333,0.4116666666666667,0.731
atlanta braves,5556.0,4991.333333333333,1234.3333333333333,230.33333333333334,12.333333333333334,182.0,463.0,50.333333333333336,38.0,1217.0,676.6666666666666,0.24766666666666667,0.31466666666666665,0.4083333333333334,0.723
baltimore orioles,5538.666666666667,4918.666666666667,1156.3333333333333,220.33333333333334,19.0,176.33333333333334,510.0,60.333333333333336,35.666666666666664,1344.3333333333333,649.0,0.235,0.313,0.3953333333333333,0.7083333333333334
boston red sox,5610.666666666667,4989.333333333333,1256.0,280.0,24.0,157.33333333333334,471.3333333333333,78.66666666666667,44.333333333333336,1223.6666666666667,680.0,0.25133333333333335,0.3233333333333333,0.4116666666666666,0.735
chicago cubs,5746.666666666667,5053.0,1268.3333333333333,247.0,24.333333333333332,205.66666666666666,578.6666666666666,62.666666666666664,43.666666666666664,1217.6666666666667,765.0,0.251,0.3333333333333333,0.43133333333333335,0.7646666666666667
chicago white sox,5534.333333333333,4905.666666666667,1153.3333333333333,227.66666666666666,12.666666666666666,175.66666666666666,500.0,69.0,32.0,1296.0,655.6666666666666,0.2353333333333333,0.3133333333333333,0.395,0.7083333333333334
cincinnati reds,5531.333333333333,4920.666666666667,1153.6666666666667,214.66666666666666,15.666666666666666,179.66666666666666,508.3333333333333,48.333333333333336,38.0,1357.6666666666667,626.0,0.2336666666666667,0.3096666666666667,0.39433333333333337,0.7040000000000001
cleveland guardians,5477.666666666667,4861.333333333333,1131.0,221.66666666666666,14.666666666666666,142.66666666666666,496.6666666666667,50.0,42.666666666666664,1195.3333333333333,589.6666666666666,0.2333333333333333,0.308,0.37233333333333335,0.6803333333333335
colorado rockies,5530.0,4976.0,1229.6666666666667,253.66666666666666,31.0,156.0,430.3333333333333,62.0,43.0,1323.6666666666667,635.6666666666666,0.24766666666666667,0.313,0.4053333333333333,0.7183333333333334
detroit tigers,5549.0,4942.0,1192.0,226.0,30.666666666666668,170.66666666666666,493.0,59.666666666666664,42.0,1282.6666666666667,659.3333333333334,0.241,0.3153333333333333,0.4023333333333334,0.7176666666666667
