team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5329.333333333333,4714.666666666667,1165.0,241.66666666666666,34.666666666666664,156.0,472.3333333333333,58.333333333333336,48.0,1065.3333333333333,655.6666666666666,0.24633333333333332,0.32033333333333336,0.4103333333333334,0.7306666666666667
athletics,5316.333333333333,4764.333333333333,1177.0,231.33333333333334,12.666666666666666,175.0,453.3333333333333,52.0,26.333333333333332,1199.3333333333333,615.6666666666666,0.24633333333333332,0.3173333333333333,0.4096666666666667,0.727
atlanta braves,5284.0,4744.666666666667,1165.6666666666667,218.33333333333334,12.333333333333334,174.66666666666666,441.6666666666667,49.0,36.666666666666664,1154.3333333333333,647.3333333333334,0.24566666666666667,0.3133333333333333,0.4076666666666666,0.721
baltimore orioles,5254.0,4660.666666666667,1097.6666666666667,207.0,18.333333333333332,168.33333333333334,488.0,57.0,35.0,1277.6666666666667,611.6666666666666,0.23566666666666666,0.31433333333333335,0.3960000000000001,0.7103333333333333
boston red sox,5300.666666666667,4712.666666666667,1188.0,262.6666666666667,21.333333333333332,150.0,445.3333333333333,74.0,43.666666666666664,1164.3333333333333,649.3333333333334,0.252,0.324,0.41100000000000003,0.735
chicago cubs,5444.666666666667,4787.666666666667,1191.0,233.0,23.0,186.33333333333334,548.6666666666666,58.666666666666664,41.0,1166.3333333333333,705.0,0.24833333333333332,0.3313333333333333,0.42333333333333334,0.7546666666666667
chicago white sox,5248.333333333333,4663.0,1098.0,217.0,11.333333333333334,169.0,461.3333333333333,65.66666666666667,31.333333333333332,1230.6666666666667,623.0,0.2353333333333333,0.312,0.39699999999999996,0.709
cincinnati reds,5241.333333333333,4665.333333333333,1085.6666666666667,204.66666666666666,15.0,165.66666666666666,483.0,44.333333333333336,33.333333333333336,1290.3333333333333,587.3333333333334,0.2316666666666667,0.30833333333333335,0.38966666666666666,0.698
cleveland guardians,5219.666666666667,4629.333333333333,1069.6666666666667,210.33333333333334,13.333333333333334,137.33333333333334,477.3333333333333,48.0,38.666666666666664,1148.6666666666667,558.3333333333334,0.23133333333333336,0.308,0.371,0.6789999999999999
colorado rockies,5217.333333333333,4698.0,1159.6666666666667,240.33333333333334,29.666666666666668,148.0,401.6666666666667,58.0,41.666666666666664,1248.3333333333333,607.0,0.24766666666666667,0.313,0.4066666666666667,0.7196666666666666
detroit tigers,5281.666666666667,4700.0,1146.6666666666667,212.0,29.333333333333332,167.33333333333334,475.6666666666667,53.666666666666664,41.333333333333336,1214.0,638.6666666666666,0.24366666666666667,0.318,0.4076666666666667,0.7256666666666667
houston astros,5278.333333333333,4718.666666666667,1158.6666666666667,209.66666666666666,12.666666666666666,174.0,442.3333333333333,64.33333333333333,34.666666666666664,1132.3333333333333,620.0,0.24533333333333332,0.31633333333333336,0.40700000000000003,0.7233333333333333
kansas city royals,5247.333333333333,4711.0,1160.0,252.0,19.333333333333332,141.0,415.0,53.666666666666664,41.0,1044.0,581.0,0.24633333333333332,0.31233333333333335,0.39766666666666667,0.71
los angeles angels,5222.666666666667,4665.333333333333,1079.6666666666667,198.0,13.0,160.66666666666666,431.3333333333333,77.0,27.666666666666668,1354.3333333333333,578.3333333333334,0.23166666666666666,0.306,0.38166666666666665,0.6876666666666668
los angeles dodgers,5349.666666666667,4729.666666666667,1212.6666666666667,226.33333333333334,16.333333333333332,192.66666666666666,510.6666666666667,48.0,46.0,1127.0,705.0,0.257,0.33233333333333337,0.433,0.7653333333333334
miami marlins,5280.0,4703.0,1174.6666666666667,225.33333333333334,28.333333333333332,138.66666666666666,452.6666666666667,64.0,40.666666666666664,1117.6666666666667,611.6666666666666,0.24933333333333332,0.322,0.3983333333333334,0.7203333333333334
milwaukee brewers,5409.0,4744.0,1210.3333333333333,239.0,19.333333333333332,134.66666666666666,546.0,45.666666666666664,39.333333333333336,1144.6666666666667,698.0,0.25466666666666665,0.3353333333333333,0.3983333333333334,0.7336666666666667
minnesota twins,5271.0,4705.333333333333,1141.0,223.0,19.333333333333332,161.66666666666666,445.0,76.0,35.333333333333336,1152.0,622.0,0.24266666666666667,0.316,0.40166666666666667,0.7176666666666667
new york mets,5282.666666666667,4703.666666666667,1131.0,194.66666666666666,17.666666666666668,178.66666666666666,464.3333333333333,57.0,38.333333333333336,1172.3333333333333,612.0,0.23966666666666667,0.31266666666666665,0.401,0.7136666666666667
new york yankees,5252.333333333333,4640.333333333333,1103.6666666666667,211.0,17.333333333333332,208.66666666666666,522.3333333333334,39.0,38.0,1274.3333333333333,661.6666666666666,0.23700000000000002,0.316,0.423,0.739
philadelphia phillies,5288.0,4720.333333333333,1171.3333333333333,212.66666666666666,22.0,174.0,453.3333333333333,55.333333333333336,43.333333333333336,1169.6666666666667,646.6666666666666,0.24733333333333332,0.318,0.4116666666666667,0.7296666666666667
pittsburgh pirates,5372.0,4779.666666666667,1177.3333333333333,215.66666666666666,15.666666666666666,143.0,485.3333333333333,64.0,30.666666666666668,1288.6666666666667,627.6666666666666,0.247,0.323,0.38999999999999996,0.7130000000000001
san diego padres,5223.666666666667,4636.666666666667,1129.6666666666667,209.33333333333334,13.333333333333334,146.66666666666666,465.3333333333333,53.333333333333336,38.333333333333336,1085.0,600.0,0.24266666666666667,0.317,0.38933333333333336,0.7063333333333333
