team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,4502.0,3996.0,973.0,202.33333333333334,27.333333333333332,132.0,389.6666666666667,48.333333333333336,39.333333333333336,917.3333333333334,547.0,0.24166666666666667,0.3136666666666667,0.401,0.7146666666666667
athletics,4554.333333333333,4073.0,1012.3333333333334,199.33333333333334,10.666666666666666,154.33333333333334,399.3333333333333,43.333333333333336,22.333333333333332,1042.6666666666667,538.3333333333334,0.24766666666666667,0.3213333333333333,0.4136666666666667,0.735
atlanta braves,4514.0,4040.0,998.3333333333334,184.33333333333334,11.0,147.33333333333334,387.0,45.666666666666664,32.666666666666664,976.3333333333334,562.0,0.24766666666666667,0.3173333333333333,0.409,0.7263333333333333
baltimore orioles,4502.0,3998.6666666666665,945.0,181.66666666666666,14.333333333333334,142.33333333333334,415.3333333333333,45.666666666666664,31.666666666666668,1091.0,528.3333333333334,0.2363333333333333,0.315,0.3960000000000001,0.711
boston red sox,4495.333333333333,4016.6666666666665,1000.0,222.66666666666666,19.333333333333332,124.0,368.6666666666667,60.0,31.666666666666668,1004.3333333333334,533.3333333333334,0.24733333333333332,0.318,0.403,0.721
chicago cubs,4623.333333333333,4058.3333333333335,1000.3333333333334,193.66666666666666,20.333333333333332,155.66666666666666,468.0,51.333333333333336,37.666666666666664,977.6666666666666,592.3333333333334,0.24566666666666667,0.33066666666666666,0.4166666666666667,0.7473333333333333
chicago white sox,4443.0,3953.0,936.6666666666666,179.66666666666666,9.333333333333334,141.66666666666666,384.0,53.0,28.0,1035.3333333333333,526.3333333333334,0.238,0.3133333333333333,0.399,0.7123333333333334
cincinnati reds,4475.333333333333,3984.6666666666665,945.0,183.33333333333334,14.333333333333334,139.0,411.0,37.0,28.0,1080.3333333333333,508.6666666666667,0.2356666666666667,0.3116666666666667,0.39566666666666667,0.7073333333333333
cleveland guardians,4441.666666666667,3942.6666666666665,899.0,180.33333333333334,13.333333333333334,118.66666666666667,403.3333333333333,40.666666666666664,31.333333333333332,1003.3333333333334,475.0,0.22866666666666668,0.3053333333333333,0.37033333333333335,0.6756666666666667
colorado rockies,4510.0,4065.3333333333335,1005.0,206.33333333333334,25.666666666666668,128.0,343.0,52.666666666666664,33.0,1089.0,517.6666666666666,0.249,0.315,0.4086666666666667,0.7236666666666668
detroit tigers,4486.333333333333,3992.6666666666665,960.0,177.33333333333334,24.666666666666668,144.0,401.6666666666667,45.666666666666664,35.333333333333336,1056.0,530.0,0.239,0.314,0.4036666666666667,0.7176666666666667
houston astros,4549.666666666667,4070.6666666666665,998.0,184.33333333333334,8.666666666666666,149.33333333333334,379.0,53.0,30.0,977.0,530.6666666666666,0.244,0.3156666666666667,0.40633333333333327,0.722
kansas city royals,4493.333333333333,4035.0,998.0,219.33333333333334,14.666666666666666,119.66666666666667,356.3333333333333,47.0,36.333333333333336,898.6666666666666,499.6666666666667,0.24766666666666667,0.31433333333333335,0.3983333333333334,0.7126666666666667
los angeles angels,4492.0,4014.0,934.3333333333334,172.0,11.666666666666666,148.66666666666666,372.6666666666667,66.33333333333333,24.333333333333332,1169.6666666666667,511.6666666666667,0.2343333333333333,0.30866666666666664,0.39166666666666666,0.7003333333333334
los angeles dodgers,4575.666666666667,4023.6666666666665,1034.0,194.33333333333334,13.0,166.66666666666666,454.0,41.333333333333336,41.333333333333336,962.3333333333334,613.6666666666666,0.25833333333333336,0.337,0.435,0.7719999999999999
miami marlins,4536.0,4042.3333333333335,1016.6666666666666,202.0,25.666666666666668,118.0,384.6666666666667,54.666666666666664,38.0,949.0,533.6666666666666,0.25133333333333335,0.324,0.4036666666666666,0.7276666666666666
milwaukee brewers,4629.0,4063.3333333333335,1039.6666666666667,208.33333333333334,15.333333333333334,115.33333333333333,462.6666666666667,39.0,32.666666666666664,960.0,601.3333333333334,0.25533333333333336,0.336,0.399,0.735
minnesota twins,4520.333333333333,4034.6666666666665,982.3333333333334,191.0,15.333333333333334,145.66666666666666,383.0,64.66666666666667,30.666666666666668,999.3333333333334,544.6666666666666,0.24466666666666667,0.318,0.409,0.727
new york mets,4528.666666666667,4033.6666666666665,967.0,168.0,14.333333333333334,152.0,392.3333333333333,51.666666666666664,33.0,985.6666666666666,524.0,0.2376666666666667,0.31,0.39566666666666667,0.7056666666666667
new york yankees,4502.333333333333,3966.3333333333335,964.3333333333334,181.66666666666666,16.0,186.0,459.0,31.0,34.666666666666664,1071.0,591.6666666666666,0.24166666666666667,0.322,0.43366666666666664,0.7556666666666666
philadelphia phillies,4522.0,4059.0,999.3333333333334,177.33333333333334,18.0,155.33333333333334,371.3333333333333,47.333333333333336,32.666666666666664,1025.6666666666667,546.6666666666666,0.24333333333333332,0.3113333333333333,0.4096666666666667,0.721
pittsburgh pirates,4599.333333333333,4085.0,1016.6666666666666,187.66666666666666,14.333333333333334,124.33333333333333,422.0,54.0,27.333333333333332,1094.6666666666667,545.0,0.25233333333333335,0.329,0.4013333333333333,0.7303333333333333
san diego padres,4431.666666666667,3944.0,938.3333333333334,181.33333333333334,12.0,118.0,389.3333333333333,41.333333333333336,30.333333333333332,930.3333333333334,491.3333333333333,0.23466666666666666,0.30833333333333335,0.37733333333333335,0.6856666666666666
san francisco giants,4479.333333333333,4033.0,993.0,199.0,23.333333333333332,131.0,348.6666666666667,42.666666666666664,36.0,969.3333333333334,505.0,0.249,0.31033333333333335,0.408,0.7183333333333333
seattle mariners,4528.0,4008.6666666666665,942.3333333333334,158.66666666666666,7.666666666666667,156.66666666666666,402.0,72.33333333333333,29.333333333333332,1050.6666666666667,519.3333333333334,0.23266666666666666,0.31266666666666665,0.38999999999999996,0.7026666666666667
