team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5171.333333333333,4577.333333333333,1128.3333333333333,233.0,34.0,150.66666666666666,455.6666666666667,57.0,46.666666666666664,1035.3333333333333,633.0,0.24566666666666667,0.319,0.40900000000000003,0.7280000000000001
athletics,5144.333333333333,4611.0,1139.6666666666667,226.66666666666666,12.666666666666666,169.66666666666666,436.0,51.333333333333336,26.333333333333332,1172.6666666666667,599.0,0.24633333333333332,0.3173333333333333,0.4103333333333334,0.7276666666666666
atlanta braves,5117.333333333333,4590.0,1132.3333333333333,209.66666666666666,12.333333333333334,172.66666666666666,431.0,49.0,36.0,1113.6666666666667,635.3333333333334,0.247,0.3153333333333333,0.4116666666666666,0.727
baltimore orioles,5078.0,4501.333333333333,1061.6666666666667,201.0,18.333333333333332,160.33333333333334,475.3333333333333,54.333333333333336,34.333333333333336,1231.0,591.6666666666666,0.23566666666666666,0.315,0.3953333333333333,0.7103333333333333
boston red sox,5141.333333333333,4573.333333333333,1146.0,253.33333333333334,20.0,143.33333333333334,430.0,71.33333333333333,42.333333333333336,1137.6666666666667,623.3333333333334,0.25,0.322,0.40700000000000003,0.729
chicago cubs,5289.333333333333,4649.0,1157.6666666666667,226.33333333333334,23.0,178.33333333333334,534.0,58.0,40.333333333333336,1131.0,689.0,0.249,0.332,0.422,0.754
chicago white sox,5071.0,4507.666666666667,1065.3333333333333,208.33333333333334,11.333333333333334,162.33333333333334,440.6666666666667,65.0,31.333333333333332,1189.3333333333333,604.3333333333334,0.23666666666666666,0.31266666666666665,0.39766666666666667,0.7103333333333334
cincinnati reds,5056.0,4496.666666666667,1053.0,200.0,15.0,161.0,467.6666666666667,43.666666666666664,32.666666666666664,1235.0,570.0,0.233,0.3096666666666667,0.393,0.7026666666666666
cleveland guardians,5069.0,4492.666666666667,1033.0,201.66666666666666,13.333333333333334,135.33333333333334,464.6666666666667,48.0,37.333333333333336,1120.0,539.6666666666666,0.2306666666666667,0.3073333333333333,0.371,0.6783333333333333
colorado rockies,5061.333333333333,4562.666666666667,1129.6666666666667,232.33333333333334,29.666666666666668,145.33333333333334,384.3333333333333,56.666666666666664,39.666666666666664,1209.6666666666667,587.0,0.249,0.313,0.4093333333333333,0.7223333333333333
