team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5467.333333333333,4837.333333333333,1191.6666666666667,245.0,36.0,159.33333333333334,483.6666666666667,59.0,50.0,1088.6666666666667,667.6666666666666,0.24566666666666667,0.319,0.40900000000000003,0.7280000000000001
athletics,5441.666666666667,4877.666666666667,1211.0,238.66666666666666,14.0,178.33333333333334,462.0,54.0,27.0,1234.0,634.3333333333334,0.24766666666666667,0.31866666666666665,0.4116666666666667,0.7303333333333333
atlanta braves,5407.333333333333,4856.0,1195.6666666666667,223.66666666666666,12.333333333333334,177.33333333333334,451.6666666666667,49.0,38.0,1183.0,658.0,0.24633333333333332,0.314,0.40700000000000003,0.721
baltimore orioles,5382.0,4780.0,1128.3333333333333,215.66666666666666,18.333333333333332,173.0,494.0,58.333333333333336,35.666666666666664,1307.6666666666667,631.6666666666666,0.2363333333333333,0.3136666666666667,0.39733333333333337,0.711
boston red sox,5434.666666666667,4830.0,1214.6666666666667,268.6666666666667,22.666666666666668,152.66666666666666,458.0,77.33333333333333,43.666666666666664,1188.3333333333333,662.0,0.25133333333333335,0.324,0.4103333333333334,0.7343333333333333
chicago cubs,5604.666666666667,4927.0,1228.3333333333333,241.66666666666666,23.666666666666668,193.66666666666666,564.6666666666666,61.333333333333336,43.0,1195.6666666666667,733.0,0.249,0.332,0.42533333333333334,0.7573333333333334
chicago white sox,5381.0,4775.0,1130.0,221.66666666666666,12.0,173.66666666666666,479.3333333333333,67.0,32.0,1264.0,643.0,0.23666666666666666,0.314,0.39833333333333326,0.7123333333333334
cincinnati reds,5406.666666666667,4810.0,1126.3333333333333,210.0,15.666666666666666,173.66666666666666,497.6666666666667,47.0,36.0,1326.3333333333333,610.6666666666666,0.2336666666666667,0.3096666666666667,0.393,0.7026666666666666
cleveland guardians,5359.0,4751.333333333333,1104.3333333333333,215.66666666666666,14.666666666666666,138.66666666666666,490.6666666666667,48.666666666666664,41.333333333333336,1172.0,576.3333333333334,0.23266666666666666,0.30866666666666664,0.37166666666666665,0.6803333333333335
colorado rockies,5377.333333333333,4836.666666666667,1191.6666666666667,246.33333333333334,29.666666666666668,154.0,420.3333333333333,60.666666666666664,41.666666666666664,1287.0,623.6666666666666,0.247,0.313,0.40599999999999997,0.719
