team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,6032.666666666667,5340.666666666667,1318.3333333333333,267.6666666666667,38.0,176.66666666666666,529.0,63.666666666666664,56.666666666666664,1210.6666666666667,730.3333333333334,0.247,0.319,0.4103333333333334,0.7293333333333333
athletics,6010.333333333333,5395.0,1335.6666666666667,256.6666666666667,16.0,199.66666666666666,504.0,60.666666666666664,28.333333333333332,1356.6666666666667,697.0,0.24766666666666667,0.3173333333333333,0.4123333333333334,0.7296666666666667
atlanta braves,5972.666666666667,5372.0,1325.0,245.0,14.333333333333334,195.33333333333334,493.0,53.0,41.333333333333336,1304.3333333333333,722.6666666666666,0.247,0.314,0.40633333333333327,0.7203333333333334
baltimore orioles,5964.666666666667,5302.666666666667,1241.6666666666667,236.33333333333334,19.666666666666668,191.66666666666666,543.3333333333334,65.66666666666667,38.333333333333336,1470.3333333333333,691.6666666666666,0.23433333333333337,0.311,0.3946666666666667,0.7056666666666667
boston red sox,6029.333333333333,5360.666666666667,1334.0,295.3333333333333,24.666666666666668,170.0,506.6666666666667,86.66666666666667,44.333333333333336,1328.3333333333333,715.3333333333334,0.24866666666666667,0.3213333333333333,0.4076666666666667,0.729
chicago cubs,6186.0,5431.0,1361.6666666666667,266.3333333333333,26.333333333333332,219.0,624.0,71.33333333333333,48.333333333333336,1299.6666666666667,822.3333333333334,0.25033333333333335,0.33266666666666667,0.43,0.7626666666666667
chicago white sox,5991.666666666667,5297.666666666667,1240.0,244.33333333333334,15.333333333333334,190.33333333333334,550.6666666666666,80.33333333333333,35.333333333333336,1424.0,713.6666666666666,0.23399999999999999,0.314,0.39366666666666666,0.7076666666666668
cincinnati reds,5937.333333333333,5292.0,1240.3333333333333,225.33333333333334,17.0,193.66666666666666,539.6666666666666,49.666666666666664,40.0,1466.3333333333333,669.3333333333334,0.23433333333333337,0.309,0.393,0.702
cleveland guardians,5928.333333333333,5263.333333333333,1233.0,243.0,15.333333333333334,157.33333333333334,532.6666666666666,58.666666666666664,44.666666666666664,1276.0,649.0,0.23466666666666666,0.3093333333333333,0.37566666666666665,0.6849999999999999
colorado rockies,5958.666666666667,5364.666666666667,1329.6666666666667,267.0,38.333333333333336,167.33333333333334,458.3333333333333,69.33333333333333,44.333333333333336,1422.3333333333333,685.0,0.24766666666666667,0.313,0.4053333333333333,0.7183333333333334
detroit tigers,6055.0,5379.333333333333,1306.0,250.66666666666666,34.0,183.33333333333334,550.3333333333334,65.66666666666667,46.0,1401.3333333333333,724.0,0.243,0.318,0.4043333333333334,0.7223333333333333
houston astros,5969.666666666667,5346.0,1302.0,235.0,16.666666666666668,202.0,495.0,72.33333333333333,37.333333333333336,1293.6666666666667,692.0,0.24333333333333332,0.31433333333333335,0.40700000000000003,0.7213333333333333
