team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5544.0,4908.0,1210.3333333333333,248.33333333333334,36.0,162.0,489.0,59.0,50.666666666666664,1104.6666666666667,680.3333333333334,0.24633333333333332,0.319,0.4096666666666667,0.7286666666666667
athletics,5495.666666666667,4925.0,1223.6666666666667,239.33333333333334,14.0,179.0,466.6666666666667,55.333333333333336,27.0,1243.3333333333333,638.3333333333334,0.24833333333333332,0.31866666666666665,0.41100000000000003,0.7296666666666667
atlanta braves,5458.0,4900.666666666667,1209.0,226.33333333333334,12.333333333333334,178.0,455.6666666666667,50.333333333333336,38.0,1190.3333333333333,663.3333333333334,0.247,0.31466666666666665,0.40700000000000003,0.7216666666666667
baltimore orioles,5436.0,4826.0,1137.0,217.66666666666666,18.333333333333332,173.66666666666666,501.3333333333333,59.0,35.666666666666664,1321.6666666666667,637.6666666666666,0.23566666666666666,0.3136666666666667,0.3960000000000001,0.7096666666666667
boston red sox,5512.666666666667,4898.666666666667,1228.6666666666667,272.0,23.333333333333332,154.0,466.0,78.66666666666667,43.666666666666664,1207.0,667.3333333333334,0.25066666666666665,0.3233333333333333,0.40900000000000003,0.7323333333333334
chicago cubs,5637.333333333333,4955.666666666667,1241.0,243.66666666666666,23.666666666666668,197.66666666666666,568.0,62.0,43.0,1198.3333333333333,744.3333333333334,0.25033333333333335,0.33266666666666667,0.4286666666666667,0.7613333333333333
chicago white sox,5433.0,4819.666666666667,1138.6666666666667,224.33333333333334,12.0,175.0,486.6666666666667,67.0,32.0,1275.3333333333333,649.6666666666666,0.236,0.314,0.39766666666666667,0.7116666666666666
cincinnati reds,5432.0,4832.0,1131.0,210.66666666666666,15.666666666666666,175.0,500.3333333333333,47.0,36.666666666666664,1333.6666666666667,614.0,0.2336666666666667,0.3096666666666667,0.393,0.7026666666666666
cleveland guardians,5402.333333333333,4792.666666666667,1111.6666666666667,217.0,14.666666666666666,139.33333333333334,492.0,49.333333333333336,41.333333333333336,1183.3333333333333,578.3333333333334,0.23266666666666666,0.308,0.37033333333333335,0.6783333333333333
colorado rockies,5432.666666666667,4885.333333333333,1206.3333333333333,247.66666666666666,29.666666666666668,154.0,424.3333333333333,62.0,43.0,1296.3333333333333,627.0,0.24766666666666667,0.3136666666666667,0.4053333333333333,0.719
detroit tigers,5444.333333333333,4847.333333333333,1172.6666666666667,220.0,30.666666666666668,169.33333333333334,485.6666666666667,57.0,42.0,1256.0,649.3333333333334,0.24166666666666667,0.316,0.4043333333333334,0.7203333333333334
houston astros,5457.0,4877.333333333333,1191.3333333333333,215.0,14.0,180.66666666666666,459.6666666666667,65.66666666666667,36.0,1175.6666666666667,640.6666666666666,0.244,0.3156666666666667,0.4056666666666667,0.7213333333333333
kansas city royals,5432.666666666667,4875.666666666667,1208.0,262.0,19.333333333333332,147.0,432.3333333333333,55.0,41.666666666666664,1082.6666666666667,609.6666666666666,0.24766666666666667,0.3136666666666667,0.4003333333333334,0.714
los angeles angels,5398.666666666667,4818.0,1110.3333333333333,206.0,13.666666666666666,164.0,444.0,82.33333333333333,29.666666666666668,1397.0,593.0,0.231,0.3053333333333333,0.38033333333333336,0.6856666666666666
los angeles dodgers,5527.666666666667,4882.333333333333,1248.0,231.66666666666666,17.0,193.33333333333334,530.6666666666666,52.0,46.0,1162.3333333333333,717.6666666666666,0.25566666666666665,0.33233333333333337,0.4283333333333333,0.7606666666666667
miami marlins,5479.333333333333,4873.0,1210.6666666666667,232.0,28.333333333333332,142.0,476.0,66.66666666666667,42.666666666666664,1163.6666666666667,628.3333333333334,0.248,0.3213333333333333,0.395,0.7163333333333334
milwaukee brewers,5594.333333333333,4908.666666666667,1259.6666666666667,246.33333333333334,20.666666666666668,138.66666666666666,561.3333333333334,47.666666666666664,42.0,1175.3333333333333,721.3333333333334,0.25666666666666665,0.336,0.39966666666666667,0.7356666666666666
minnesota twins,5445.666666666667,4865.333333333333,1181.6666666666667,231.0,19.333333333333332,168.33333333333334,455.0,78.0,37.333333333333336,1181.3333333333333,640.0,0.24333333333333332,0.3153333333333333,0.4023333333333334,0.7176666666666667
new york mets,5456.0,4865.666666666667,1172.3333333333333,201.33333333333334,18.333333333333332,183.33333333333334,475.0,57.0,38.333333333333336,1212.3333333333333,628.0,0.24033333333333332,0.31266666666666665,0.401,0.7136666666666667
new york yankees,5449.666666666667,4815.0,1146.3333333333333,217.66666666666666,18.0,214.0,540.3333333333334,41.666666666666664,40.0,1321.6666666666667,687.0,0.23700000000000002,0.31666666666666665,0.4216666666666667,0.7383333333333333
philadelphia phillies,5463.333333333333,4880.333333333333,1213.3333333333333,220.0,22.0,178.66666666666666,466.6666666666667,56.0,44.666666666666664,1202.3333333333333,670.6666666666666,0.248,0.318,0.41100000000000003,0.729
pittsburgh pirates,5546.666666666667,4936.333333333333,1207.3333333333333,218.33333333333334,16.333333333333332,145.66666666666666,500.0,66.66666666666667,30.666666666666668,1342.0,637.0,0.245,0.321,0.38533333333333336,0.7063333333333333
san diego padres,5406.333333333333,4797.333333333333,1164.3333333333333,216.0,14.0,150.66666666666666,486.0,53.333333333333336,38.333333333333336,1119.6666666666667,620.0,0.242,0.317,0.3873333333333333,0.7043333333333334
san francisco giants,5436.666666666667,4883.0,1183.6666666666667,229.66666666666666,26.0,159.0,431.3333333333333,54.0,42.666666666666664,1190.0,608.3333333333334,0.243,0.30833333333333335,0.3986666666666667,0.707
seattle mariners,5451.333333333333,4832.0,1130.3333333333333,184.0,11.666666666666666,184.0,486.6666666666667,83.0,33.333333333333336,1270.0,608.6666666666666,0.23266666666666666,0.312,0.38866666666666666,0.7006666666666668
st. louis cardinals,5483.666666666667,4880.333333333333,1181.0,216.66666666666666,12.333333333333334,144.66666666666666,451.3333333333333,86.0,42.0,1157.0,633.6666666666666,0.24166666666666667,0.31466666666666665,0.38033333333333336,0.695
tampa bay rays,5412.333333333333,4846.0,1246.0,207.33333333333334,18.666666666666668,154.0,445.3333333333333,48.0,39.0,1095.0,645.3333333333334,0.25766666666666665,0.3236666666666667,0.403,0.7266666666666666
texas rangers,5398.0,4823.666666666667,1151.6666666666667,212.33333333333334,19.0,159.66666666666666,456.6666666666667,63.666666666666664,31.333333333333332,1214.3333333333333,592.6666666666666,0.23866666666666667,0.3113333333333333,0.39033333333333337,0.7016666666666667
toronto blue jays,5467.333333333333,4913.666666666667,1243.6666666666667,244.0,9.666666666666666,150.33333333333334,425.3333333333333,54.333333333333336,43.666666666666664,1023.6666666666666,628.0,0.25233333333333335,0.3156666666666667,0.39633333333333337,0.7120000000000001
washington nationals,5551.333333333333,4965.333333333333,1221.0,244.66666666666666,28.0,180.33333333333334,469.6666666666667,62.333333333333336,33.333333333333336,1215.6666666666667,708.3333333333334,0.246,0.3173333333333333,0.4163333333333334,0.7336666666666667
