team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,4786.666666666667,4240.666666666667,1044.3333333333333,218.33333333333334,29.333333333333332,140.0,419.6666666666667,50.333333333333336,44.666666666666664,962.6666666666666,589.6666666666666,0.245,0.3176666666666667,0.40700000000000003,0.7246666666666667
athletics,4777.0,4273.0,1062.3333333333333,207.33333333333334,12.0,160.33333333333334,413.3333333333333,46.666666666666664,25.0,1086.6666666666667,560.3333333333334,0.24766666666666667,0.32,0.41300000000000003,0.733
atlanta braves,4740.666666666667,4243.333333333333,1049.0,193.0,11.666666666666666,156.66666666666666,406.3333333333333,45.666666666666664,34.0,1029.6666666666667,590.0,0.24766666666666667,0.31666666666666665,0.41033333333333327,0.727
baltimore orioles,4742.0,4206.0,994.3333333333334,192.33333333333334,15.0,148.33333333333334,440.0,51.0,33.0,1145.6666666666667,553.0,0.2363333333333333,0.3156666666666667,0.3953333333333333,0.711
boston red sox,4706.0,4202.0,1043.3333333333333,232.66666666666666,20.0,128.66666666666666,385.3333333333333,64.0,33.666666666666664,1053.6666666666667,558.6666666666666,0.24733333333333332,0.318,0.40166666666666667,0.7196666666666666
chicago cubs,4879.333333333333,4285.0,1069.6666666666667,207.66666666666666,22.333333333333332,163.0,493.3333333333333,54.666666666666664,38.333333333333336,1041.0,636.3333333333334,0.24966666666666668,0.334,0.42133333333333334,0.7553333333333333
chicago white sox,4670.333333333333,4154.333333333333,984.0,191.0,10.666666666666666,146.33333333333334,404.0,56.333333333333336,30.0,1087.3333333333333,554.3333333333334,0.2373333333333333,0.31266666666666665,0.39699999999999996,0.7096666666666667
cincinnati reds,4693.333333333333,4183.333333333333,987.6666666666666,187.33333333333334,14.333333333333334,148.33333333333334,427.6666666666667,38.333333333333336,28.666666666666668,1137.0,531.3333333333334,0.23500000000000001,0.31033333333333335,0.395,0.7053333333333333
cleveland guardians,4691.0,4166.0,949.6666666666666,189.0,13.333333333333334,126.0,423.3333333333333,43.333333333333336,33.333333333333336,1052.6666666666667,498.3333333333333,0.22866666666666668,0.30466666666666664,0.36966666666666664,0.6743333333333333
colorado rockies,4708.666666666667,4246.666666666667,1047.0,215.0,26.333333333333332,134.66666666666666,357.0,54.0,34.333333333333336,1135.0,541.6666666666666,0.24833333333333332,0.3136666666666667,0.4073333333333333,0.7210000000000001
