team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,6116.666666666667,5414.0,1341.0,269.6666666666667,40.666666666666664,181.33333333333334,537.6666666666666,65.0,57.333333333333336,1224.6666666666667,749.0,0.24766666666666667,0.32033333333333336,0.41300000000000003,0.7333333333333334
athletics,6088.333333333333,5465.0,1357.0,261.3333333333333,16.666666666666668,202.33333333333334,510.6666666666667,61.333333333333336,28.333333333333332,1374.0,709.0,0.24833333333333332,0.318,0.41300000000000003,0.731
atlanta braves,6046.0,5436.666666666667,1338.3333333333333,247.0,14.333333333333334,197.33333333333334,497.6666666666667,54.333333333333336,42.666666666666664,1317.6666666666667,728.6666666666666,0.24633333333333332,0.3133333333333333,0.4056666666666667,0.719
baltimore orioles,6059.333333333333,5387.333333333333,1262.3333333333333,240.33333333333334,19.666666666666668,196.33333333333334,552.0,66.33333333333333,39.0,1497.6666666666667,704.3333333333334,0.23433333333333337,0.311,0.3953333333333333,0.7063333333333333
boston red sox,6120.666666666667,5443.333333333333,1352.0,298.0,25.333333333333332,170.0,515.3333333333334,86.66666666666667,44.333333333333336,1352.3333333333333,720.0,0.248,0.32066666666666666,0.4056666666666667,0.7263333333333333
chicago cubs,6280.0,5515.666666666667,1380.3333333333333,269.6666666666667,27.0,219.66666666666666,632.0,72.66666666666667,48.333333333333336,1317.6666666666667,827.0,0.25033333333333335,0.332,0.428,0.7600000000000001
chicago white sox,6070.333333333333,5366.333333333333,1260.6666666666667,246.33333333333334,15.333333333333334,192.33333333333334,555.3333333333334,83.0,37.333333333333336,1440.6666666666667,726.3333333333334,0.23466666666666666,0.31466666666666665,0.39366666666666666,0.7083333333333334
cincinnati reds,6011.333333333333,5361.333333333333,1256.3333333333333,227.33333333333334,17.666666666666668,197.0,542.3333333333334,51.0,40.666666666666664,1488.3333333333333,678.6666666666666,0.23433333333333337,0.30833333333333335,0.39366666666666666,0.702
cleveland guardians,6005.666666666667,5328.0,1245.0,245.66666666666666,15.333333333333334,159.33333333333334,544.0,58.666666666666664,45.333333333333336,1289.3333333333333,657.6666666666666,0.23399999999999999,0.30866666666666664,0.375,0.6836666666666668
colorado rockies,6034.666666666667,5436.666666666667,1348.3333333333333,271.6666666666667,38.333333333333336,170.66666666666666,461.6666666666667,69.33333333333333,45.0,1438.3333333333333,693.0,0.24833333333333332,0.31233333333333335,0.40599999999999997,0.7183333333333334
detroit tigers,6102.333333333333,5419.333333333333,1318.0,252.66666666666666,34.666666666666664,184.66666666666666,557.6666666666666,65.66666666666667,46.0,1408.6666666666667,730.6666666666666,0.243,0.31866666666666665,0.4043333333333334,0.723
houston astros,6048.333333333333,5416.0,1318.6666666666667,237.66666666666666,17.333333333333332,207.33333333333334,502.3333333333333,72.33333333333333,38.666666666666664,1314.3333333333333,703.3333333333334,0.24333333333333332,0.3136666666666667,0.409,0.7226666666666667
kansas city royals,6010.0,5391.0,1331.3333333333333,288.0,20.0,165.0,483.6666666666667,60.333333333333336,44.333333333333336,1204.0,671.6666666666666,0.247,0.3136666666666667,0.39966666666666667,0.7133333333333333
los angeles angels,6007.333333333333,5356.666666666667,1238.3333333333333,229.33333333333334,15.666666666666666,177.33333333333334,496.0,95.66666666666667,32.333333333333336,1561.6666666666667,656.3333333333334,0.231,0.306,0.379,0.685
los angeles dodgers,6149.666666666667,5412.333333333333,1382.6666666666667,260.3333333333333,19.0,215.33333333333334,606.0,64.0,50.0,1284.3333333333333,803.0,0.25566666666666665,0.33433333333333337,0.4303333333333333,0.7646666666666667
miami marlins,6084.666666666667,5411.666666666667,1350.0,250.66666666666666,33.666666666666664,161.33333333333334,526.6666666666666,78.0,45.333333333333336,1298.3333333333333,707.6666666666666,0.24933333333333332,0.32266666666666666,0.39766666666666667,0.7203333333333334
milwaukee brewers,6228.333333333333,5462.666666666667,1410.3333333333333,272.3333333333333,23.333333333333332,156.66666666666666,629.3333333333334,51.0,46.666666666666664,1332.6666666666667,817.3333333333334,0.258,0.3373333333333333,0.4023333333333334,0.7396666666666666
minnesota twins,6055.666666666667,5413.333333333333,1311.0,250.33333333333334,23.333333333333332,187.0,498.3333333333333,90.0,42.0,1313.3333333333333,713.3333333333334,0.242,0.314,0.4003333333333334,0.7143333333333333
new york mets,6089.333333333333,5429.666666666667,1315.0,225.33333333333334,18.333333333333332,207.33333333333334,534.3333333333334,61.666666666666664,43.0,1339.0,714.0,0.24233333333333332,0.31466666666666665,0.405,0.7196666666666666
new york yankees,6076.333333333333,5377.0,1290.3333333333333,234.33333333333334,19.333333333333332,240.0,594.3333333333334,43.666666666666664,46.0,1474.3333333333333,775.6666666666666,0.24033333333333332,0.318,0.4243333333333333,0.7423333333333333
philadelphia phillies,6056.0,5405.666666666667,1330.0,248.0,23.333333333333332,190.66666666666666,522.6666666666666,60.0,50.0,1315.6666666666667,729.3333333333334,0.246,0.31666666666666665,0.4063333333333334,0.723
pittsburgh pirates,6128.666666666667,5451.0,1340.6666666666667,244.33333333333334,17.666666666666668,161.0,553.3333333333334,74.66666666666667,32.666666666666664,1466.0,701.0,0.24566666666666667,0.3216666666666667,0.38533333333333336,0.707
san diego padres,6019.666666666667,5346.666666666667,1316.3333333333333,238.66666666666666,20.666666666666668,170.66666666666666,532.6666666666666,59.333333333333336,46.333333333333336,1250.3333333333333,702.6666666666666,0.246,0.319,0.3946666666666667,0.7136666666666667
san francisco giants,6017.333333333333,5396.333333333333,1305.0,251.66666666666666,26.0,176.33333333333334,482.6666666666667,58.0,44.666666666666664,1337.3333333333333,678.3333333333334,0.24166666666666667,0.30833333333333335,0.3960000000000001,0.7043333333333334
seattle mariners,6070.0,5376.0,1267.6666666666667,211.33333333333334,15.0,200.0,546.0,92.33333333333333,37.333333333333336,1405.3333333333333,688.0,0.2353333333333333,0.31466666666666665,0.39199999999999996,0.7066666666666667
st. louis cardinals,6072.333333333333,5409.666666666667,1309.6666666666667,240.0,12.333333333333334,159.33333333333334,496.0,92.66666666666667,50.0,1295.6666666666667,705.6666666666666,0.24233333333333332,0.314,0.37966666666666665,0.6936666666666667
tampa bay rays,6029.666666666667,5400.0,1378.0,228.0,20.0,171.33333333333334,495.3333333333333,54.0,42.333333333333336,1217.6666666666667,718.6666666666666,0.255,0.3216666666666667,0.39966666666666667,0.7213333333333333
