team,pa,ab,hits,doubles,triples,hr,bb,hbp,sf,k,runs,avg,obp,slg,ops
arizona diamondbacks,5634.666666666667,4990.0,1223.6666666666667,249.66666666666666,36.0,164.0,497.0,59.666666666666664,50.666666666666664,1130.0,683.0,0.245,0.3176666666666667,0.40700000000000003,0.7246666666666667
athletics,5656.333333333333,5067.666666666667,1265.0,245.33333333333334,14.666666666666666,187.66666666666666,480.6666666666667,58.0,28.333333333333332,1280.6666666666667,661.0,0.24966666666666668,0.32,0.4143333333333334,0.7343333333333333
atlanta braves,5582.0,5014.666666666667,1239.6666666666667,232.33333333333334,12.333333333333334,182.66666666666666,465.6666666666667,50.333333333333336,38.0,1221.0,680.0,0.24766666666666667,0.31466666666666665,0.4083333333333334,0.723
baltimore orioles,5584.0,4960.666666666667,1165.0,220.33333333333334,19.0,178.33333333333334,512.0,61.0,36.333333333333336,1355.6666666666667,652.3333333333334,0.235,0.31233333333333335,0.3946666666666667,0.707
boston red sox,5661.333333333333,5034.0,1264.0,280.6666666666667,24.0,160.66666666666666,475.3333333333333,80.66666666666667,44.333333333333336,1237.6666666666667,684.6666666666666,0.25066666666666665,0.3233333333333333,0.4116666666666666,0.735
chicago cubs,5792.666666666667,5093.0,1276.3333333333333,248.33333333333334,24.333333333333332,207.0,583.3333333333334,62.666666666666664,44.333333333333336,1227.0,770.3333333333334,0.25033333333333335,0.33266666666666667,0.4306666666666667,0.7633333333333333
chicago white sox,5579.0,4947.666666666667,1162.0,227.66666666666666,12.666666666666666,177.66666666666666,502.6666666666667,69.0,32.0,1307.3333333333333,659.6666666666666,0.23466666666666666,0.31266666666666665,0.39433333333333337,0.707
cincinnati reds,5556.666666666667,4942.666666666667,1159.0,215.33333333333334,15.666666666666666,181.0,511.6666666666667,48.333333333333336,38.0,1365.0,630.6666666666666,0.23433333333333337,0.31033333333333335,0.39433333333333337,0.7046666666666667
cleveland guardians,5551.666666666667,4926.0,1146.3333333333333,225.66666666666666,14.666666666666666,144.66666666666666,503.3333333333333,52.0,43.333333333333336,1210.0,599.0,0.2333333333333333,0.308,0.37233333333333335,0.6803333333333335
colorado rockies,5557.333333333333,4998.666666666667,1236.3333333333333,254.33333333333334,32.333333333333336,157.33333333333334,433.0,62.0,43.666666666666664,1326.3333333333333,639.6666666666666,0.24766666666666667,0.3136666666666667,0.4066666666666667,0.7203333333333334
detroit tigers,5601.0,4991.333333333333,1205.3333333333333,227.33333333333334,30.666666666666668,171.33333333333334,495.6666666666667,59.666666666666664,42.0,1293.3333333333333,665.3333333333334,0.241,0.31466666666666665,0.40166666666666667,0.7163333333333334
houston astros,5599.666666666667,5005.333333333333,1220.0,221.0,15.333333333333334,184.66666666666666,470.3333333333333,69.0,36.666666666666664,1205.6666666666667,656.6666666666666,0.24333333333333332,0.315,0.40499999999999997,0.7200000000000001
kansas city royals,5554.0,4986.333333333333,1234.0,268.6666666666667,20.0,151.66666666666666,442.3333333333333,55.0,42.333333333333336,1103.3333333333333,622.3333333333334,0.24766666666666667,0.3136666666666667,0.401,0.7146666666666667
los angeles angels,5521.333333333333,4930.0,1135.0,210.66666666666666,14.333333333333334,165.33333333333334,451.3333333333333,85.0,29.666666666666668,1431.6666666666667,605.0,0.23033333333333336,0.30466666666666664,0.37833333333333335,0.6829999999999999
los angeles dodgers,5663.666666666667,4995.666666666667,1274.6666666666667,240.33333333333334,17.0,196.0,548.6666666666666,55.333333333333336,47.333333333333336,1190.3333333333333,736.3333333333334,0.25566666666666665,0.333,0.427,0.7600000000000001
miami marlins,5610.666666666667,4991.666666666667,1240.0,236.66666666666666,29.666666666666668,147.33333333333334,484.6666666666667,69.33333333333333,44.0,1193.6666666666667,647.0,0.248,0.3213333333333333,0.39633333333333337,0.7176666666666667
milwaukee brewers,5757.0,5052.666666666667,1299.6666666666667,255.0,22.0,142.66666666666666,577.3333333333334,49.666666666666664,42.0,1213.3333333333333,745.3333333333334,0.25733333333333336,0.33666666666666667,0.401,0.7376666666666667
minnesota twins,5584.333333333333,4984.666666666667,1213.6666666666667,237.66666666666666,20.0,174.33333333333334,469.6666666666667,81.33333333333333,38.666666666666664,1203.3333333333333,665.3333333333334,0.24333333333333332,0.31666666666666665,0.4043333333333334,0.721
new york mets,5582.666666666667,4980.333333333333,1199.6666666666667,206.66666666666666,18.333333333333332,190.0,485.6666666666667,58.333333333333336,38.333333333333336,1238.3333333333333,646.6666666666666,0.24033333333333332,0.31266666666666665,0.403,0.7156666666666666
