type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Pittsburgh Pirates ML,-132.5,0.1022,0.5448,0.647,True,0.7547,2026-07-12,Pittsburgh Pirates vs Milwaukee Brewers
Moneyline,Baltimore Orioles ML,-155.0,0.1425,0.5825,0.725,True,0.6452,2026-07-12,Baltimore Orioles vs Kansas City Royals
Total,UNDER 9.5,-108.5,0.1346,0.4947,0.6292,False,-1.0,2026-07-12,Baltimore Orioles vs Kansas City Royals
Moneyline,Chicago Cubs ML,-130.0,0.2024,0.5416,0.744,True,0.7692,2026-07-12,Cincinnati Reds vs Chicago Cubs
Total,UNDER 9.0,-110.0,0.1011,0.4968,0.5979,False,-1.0,2026-07-12,Cincinnati Reds vs Chicago Cubs
Moneyline,Boston Red Sox ML,-113.5,0.25,0.507,0.774,True,0.8811,2026-07-12,New York Mets vs Boston Red Sox
Run Line,Boston Red Sox +1.5,144.0,0.0751,0.3893,0.4644,False,-1.0,2026-07-12,New York Mets vs Boston Red Sox
Total,UNDER 8.0,-115.0,0.1528,0.5114,0.6643,False,-1.0,2026-07-12,Tampa Bay Rays vs Seattle Mariners
Moneyline,Detroit Tigers ML,-135.0,0.1833,0.5497,0.733,False,-1.0,2026-07-12,Detroit Tigers vs Philadelphia Phillies
Run Line,Detroit Tigers -1.5,169.5,0.0854,0.3544,0.4398,False,-1.0,2026-07-12,Detroit Tigers vs Philadelphia Phillies
Moneyline,Minnesota Twins ML,-135.0,0.2283,0.5497,0.778,True,0.7407,2026-07-12,Minnesota Twins vs Los Angeles Angels
Run Line,Minnesota Twins -1.5,153.5,0.091,0.3758,0.4668,True,1.535,2026-07-12,Minnesota Twins vs Los Angeles Angels
Total,UNDER 9.0,-1.0,0.2,0.0179,0.6148,True,10.0,2026-07-12,Minnesota Twins vs Los Angeles Angels
Moneyline,Chicago White Sox ML,-155.0,0.1982,0.5798,0.778,True,0.6452,2026-07-12,Chicago White Sox vs Athletics
Run Line,Chicago White Sox -1.5,141.0,0.0714,0.3954,0.4668,True,1.41,2026-07-12,Chicago White Sox vs Athletics
Total,UNDER 9.0,-115.0,0.1031,0.5091,0.6123,False,-1.0,2026-07-12,Chicago White Sox vs Athletics
Moneyline,Atlanta Braves ML,111.5,0.2185,0.4515,0.67,True,1.115,2026-07-12,St. Louis Cardinals vs Atlanta Braves
Moneyline,Arizona Diamondbacks ML,190.0,0.25,0.3296,0.706,True,1.9,2026-07-12,Los Angeles Dodgers vs Arizona Diamondbacks
Total,UNDER 9.5,-116.5,0.135,0.5135,0.6485,True,0.8584,2026-07-12,Los Angeles Dodgers vs Arizona Diamondbacks
Moneyline,Toronto Blue Jays ML,-128.0,0.1469,0.5351,0.682,False,-1.0,2026-07-12,San Diego Padres vs Toronto Blue Jays
Total,UNDER 8.5,100.0,0.1208,0.4783,0.599,False,-1.0,2026-07-12,San Diego Padres vs Toronto Blue Jays
