type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Chicago White Sox ML,-107.5,0.25,0.4946,0.781,True,0.9302,2026-05-30,Chicago White Sox vs Detroit Tigers
Moneyline,Washington Nationals ML,107.5,0.25,0.4623,0.759,True,1.075,2026-05-30,Washington Nationals vs San Diego Padres
Moneyline,Texas Rangers ML,-120.0,0.2493,0.5217,0.771,True,0.8333,2026-05-30,Texas Rangers vs Kansas City Royals
Moneyline,Toronto Blue Jays ML,-130.0,0.0638,0.5392,0.603,False,-1.0,2026-05-30,Baltimore Orioles vs Toronto Blue Jays
Total,UNDER 7.5,-110.0,0.0844,0.5,0.5844,False,-1.0,2026-05-30,Baltimore Orioles vs Toronto Blue Jays
Total,OVER  7.0,-110.0,0.1274,0.5,0.6274,True,0.9091,2026-05-30,Tampa Bay Rays vs Los Angeles Angels
Total,UNDER 9.0,-120.0,0.1783,0.5217,0.7,False,-1.0,2026-05-30,Houston Astros vs Milwaukee Brewers
Moneyline,Chicago Cubs ML,-130.5,0.0728,0.5432,0.616,True,0.7663,2026-05-30,St. Louis Cardinals vs Chicago Cubs
Total,UNDER 8.0,-112.0,0.1177,0.5049,0.6225,True,0.8929,2026-05-30,St. Louis Cardinals vs Chicago Cubs
Moneyline,Atlanta Braves ML,-130.0,0.2374,0.5416,0.779,True,0.7692,2026-05-30,Cincinnati Reds vs Atlanta Braves
Total,UNDER 9.5,-110.0,0.151,0.5,0.651,True,0.9091,2026-05-30,Cincinnati Reds vs Atlanta Braves
Total,UNDER 11.0,-105.5,0.1524,0.4897,0.6421,False,-1.0,2026-05-30,Colorado Rockies vs San Francisco Giants
Moneyline,New York Yankees ML,-158.0,0.2056,0.5874,0.793,False,-1.0,2026-05-30,Athletics vs New York Yankees
Total,UNDER 9.5,-105.5,0.1632,0.4903,0.6535,False,-1.0,2026-05-30,Athletics vs New York Yankees
Total,OVER  7.0,-1.0,0.2,0.0178,0.4095,False,-1.0,2026-05-30,Seattle Mariners vs Arizona Diamondbacks
Total,UNDER 8.5,-105.0,0.2,0.4892,0.7,True,0.9524,2026-05-30,Los Angeles Dodgers vs Philadelphia Phillies
