type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Cleveland Guardians ML,125.0,0.25,0.4255,0.765,True,1.25,2026-05-18,Detroit Tigers vs Cleveland Guardians
Moneyline,Tampa Bay Rays ML,-140.0,0.2132,0.5598,0.773,True,0.7143,2026-05-18,Tampa Bay Rays vs Baltimore Orioles
Run Line,Tampa Bay Rays -1.5,149.5,0.0786,0.3852,0.4638,True,1.495,2026-05-18,Tampa Bay Rays vs Baltimore Orioles
Moneyline,Philadelphia Phillies ML,-125.0,0.2395,0.5325,0.772,True,0.8,2026-05-18,Philadelphia Phillies vs Cincinnati Reds
Run Line,Philadelphia Phillies -1.5,150.0,0.0808,0.3824,0.4632,False,-1.0,2026-05-18,Philadelphia Phillies vs Cincinnati Reds
Total,UNDER 10.0,-106.5,0.1976,0.4909,0.6885,True,0.939,2026-05-18,Philadelphia Phillies vs Cincinnati Reds
Total,UNDER 8.5,-115.0,0.1892,0.5108,0.7,False,-1.0,2026-05-18,Miami Marlins vs Atlanta Braves
Total,UNDER 10.0,-105.0,0.086,0.4892,0.5752,False,-1.0,2026-05-18,Washington Nationals vs New York Mets
Total,UNDER 9.0,-115.0,0.1892,0.5108,0.7,False,-1.0,2026-05-18,New York Yankees vs Toronto Blue Jays
Total,UNDER 9.0,-105.0,0.2,0.4902,0.7,True,0.9524,2026-05-18,Kansas City Royals vs Boston Red Sox
Moneyline,Minnesota Twins ML,-115.0,0.2412,0.5108,0.752,True,0.8696,2026-05-18,Minnesota Twins vs Houston Astros
Total,UNDER 9.25,-115.0,0.137,0.5108,0.6478,True,0.8696,2026-05-18,Minnesota Twins vs Houston Astros
Moneyline,Milwaukee Brewers ML,135.0,0.25,0.4074,0.681,True,1.35,2026-05-18,Chicago Cubs vs Milwaukee Brewers
Total,UNDER 10.5,-113.5,0.1918,0.5082,0.7,False,-1.0,2026-05-18,Chicago Cubs vs Milwaukee Brewers
Moneyline,Texas Rangers ML,-139.0,0.2244,0.5556,0.78,False,-1.0,2026-05-18,Colorado Rockies vs Texas Rangers
Total,UNDER 9.25,-110.0,0.1335,0.5,0.6335,False,-1.0,2026-05-18,Colorado Rockies vs Texas Rangers
Moneyline,Athletics ML,-130.0,0.2353,0.5427,0.778,False,-1.0,2026-05-18,Los Angeles Angels vs Athletics
Total,UNDER 9.0,-110.0,0.1185,0.5,0.6185,True,0.9091,2026-05-18,Los Angeles Angels vs Athletics
Total,UNDER 7.25,-9.0,0.2,0.1321,0.6043,True,10.0,2026-05-18,San Diego Padres vs Los Angeles Dodgers
Moneyline,Arizona Diamondbacks ML,-135.5,0.224,0.553,0.777,True,0.738,2026-05-18,Arizona Diamondbacks vs San Francisco Giants
Run Line,Arizona Diamondbacks -1.5,145.0,0.0762,0.39,0.4662,True,1.45,2026-05-18,Arizona Diamondbacks vs San Francisco Giants
Total,UNDER 9.0,-105.0,0.1287,0.4892,0.6179,False,-1.0,2026-05-18,Arizona Diamondbacks vs San Francisco Giants
Moneyline,Seattle Mariners ML,-162.0,0.0937,0.5923,0.686,True,0.6173,2026-05-18,Seattle Mariners vs Chicago White Sox
