type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Detroit Tigers ML,-111.0,0.2221,0.5189,0.741,True,0.9009,2026-06-20,Detroit Tigers vs Chicago White Sox
Run Line,Detroit Tigers -1.5,166.0,0.0817,0.3629,0.4446,True,1.66,2026-06-20,Detroit Tigers vs Chicago White Sox
Total,UNDER 8.5,105.0,0.1351,0.4658,0.6009,True,1.05,2026-06-20,Detroit Tigers vs Chicago White Sox
Moneyline,New York Yankees ML,-196.0,0.1114,0.6496,0.761,False,-1.0,2026-06-20,New York Yankees vs Cincinnati Reds
Total,UNDER 9.5,-105.0,0.1375,0.506,0.6435,False,-1.0,2026-06-20,New York Yankees vs Cincinnati Reds
Moneyline,Chicago Cubs ML,-130.0,0.1286,0.5554,0.684,False,-1.0,2026-06-20,Chicago Cubs vs Toronto Blue Jays
Total,UNDER 9.5,-125.0,0.0768,0.5325,0.6093,False,-1.0,2026-06-20,Chicago Cubs vs Toronto Blue Jays
Moneyline,San Diego Padres ML,112.0,0.25,0.4637,0.778,True,1.12,2026-06-20,Texas Rangers vs San Diego Padres
Moneyline,Washington Nationals ML,109.0,0.25,0.4692,0.763,True,1.09,2026-06-20,Tampa Bay Rays vs Washington Nationals
Run Line,Washington Nationals +1.5,174.0,0.0983,0.3595,0.4578,False,-1.0,2026-06-20,Tampa Bay Rays vs Washington Nationals
Moneyline,Miami Marlins ML,-141.0,0.2125,0.5705,0.783,True,0.7092,2026-06-20,Miami Marlins vs San Francisco Giants
Run Line,Miami Marlins -1.5,147.0,0.073,0.3968,0.4698,True,1.47,2026-06-20,Miami Marlins vs San Francisco Giants
Total,UNDER 8.5,-113.0,0.0551,0.5246,0.5797,False,-1.0,2026-06-20,Miami Marlins vs San Francisco Giants
Moneyline,Milwaukee Brewers ML,120.0,0.25,0.4457,0.76,False,-1.0,2026-06-20,Atlanta Braves vs Milwaukee Brewers
Total,UNDER 8.5,-111.0,0.0814,0.5152,0.5965,False,-1.0,2026-06-20,Houston Astros vs Cleveland Guardians
Moneyline,Philadelphia Phillies ML,-186.0,0.0831,0.6389,0.722,True,0.5376,2026-06-20,Philadelphia Phillies vs New York Mets
Total,UNDER 10.5,-107.0,0.1045,0.4989,0.6034,True,0.9346,2026-06-20,Colorado Rockies vs Pittsburgh Pirates
Total,UNDER 8.5,-127.0,0.0993,0.5483,0.6476,True,0.7874,2026-06-20,Los Angeles Dodgers vs Baltimore Orioles
Moneyline,Boston Red Sox ML,110.0,0.182,0.47,0.652,True,1.1,2026-06-20,Seattle Mariners vs Boston Red Sox
