date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-07-29,Miami Marlins,Philadelphia Phillies,8,6,14,Miami Marlins,Philadelphia Phillies,27.1,72.9,False,72.9,8.55,5.449999999999999,False,LOW,7.25,OVER
2026-07-29,Pittsburgh Pirates,Arizona Diamondbacks,0,3,3,Arizona Diamondbacks,Arizona Diamondbacks,49.9,50.1,True,50.1,11.04,8.04,True,HIGH,8.5,UNDER
2026-07-29,Washington Nationals,Toronto Blue Jays,2,5,7,Toronto Blue Jays,Washington Nationals,73.7,26.3,False,73.7,9.33,2.33,False,HIGH,9.5,UNDER
2026-07-29,Detroit Tigers,Baltimore Orioles,9,10,19,Baltimore Orioles,Detroit Tigers,72.3,27.7,False,72.3,8.46,10.54,False,LOW,7.5,OVER
2026-07-29,New York Mets (DH-1),Atlanta Braves,3,2,5,New York Mets,New York Mets,72.0,28.0,True,72.0,9.48,4.48,False,HIGH,7.0,UNDER
2026-07-29,New York Mets (DH-2),Atlanta Braves,0,1,1,Atlanta Braves,New York Mets,69.3,30.7,False,69.3,9.68,8.68,False,HIGH,7.0,UNDER
2026-07-29,San Francisco Giants,Milwaukee Brewers,16,3,19,San Francisco Giants,Milwaukee Brewers,34.5,65.5,False,65.5,7.97,11.030000000000001,False,LOW,7.5,OVER
2026-07-29,San Diego Padres,Colorado Rockies,3,1,4,San Diego Padres,San Diego Padres,57.4,42.6,True,57.4,10.45,6.449999999999999,True,HIGH,8.5,UNDER
2026-07-29,Tampa Bay Rays,Texas Rangers,3,0,3,Tampa Bay Rays,Tampa Bay Rays,65.1,34.9,True,65.1,8.61,5.609999999999999,True,HIGH,7.5,UNDER
2026-07-29,Cincinnati Reds,Cleveland Guardians,1,6,7,Cleveland Guardians,Cincinnati Reds,55.1,44.9,False,55.1,7.75,0.75,False,HIGH,8.5,UNDER
2026-07-29,Minnesota Twins,Kansas City Royals,0,4,4,Kansas City Royals,Minnesota Twins,70.3,29.7,False,70.3,8.25,4.25,False,HIGH,9.0,UNDER
2026-07-29,Chicago White Sox,New York Yankees,6,5,11,Chicago White Sox,New York Yankees,45.1,54.9,False,54.9,7.4,3.5999999999999996,False,LOW,7.5,OVER
2026-07-29,St. Louis Cardinals,Chicago Cubs,3,2,5,St. Louis Cardinals,Chicago Cubs,23.0,77.0,False,77.0,8.98,3.9800000000000004,False,HIGH,7.5,UNDER
2026-07-29,Los Angeles Angels,Houston Astros,4,7,11,Houston Astros,Houston Astros,22.0,78.0,True,78.0,8.98,2.0199999999999996,True,LOW,9.5,OVER
2026-07-29,Athletics,Boston Red Sox,2,4,6,Boston Red Sox,Boston Red Sox,22.3,77.7,True,77.7,9.02,3.0199999999999996,True,HIGH,11.0,UNDER
2026-07-29,Los Angeles Dodgers,Seattle Mariners,4,2,6,Los Angeles Dodgers,Los Angeles Dodgers,52.6,47.4,True,52.6,8.6,2.5999999999999996,True,HIGH,9.5,UNDER
