date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-07-11,Pittsburgh Pirates (DH-1),Milwaukee Brewers,7,6,13,Pittsburgh Pirates,Milwaukee Brewers,49.9,50.1,False,50.1,10.49,2.51,False,LOW,9.0,OVER
2026-07-11,Pittsburgh Pirates (DH-2),Milwaukee Brewers,3,2,5,Pittsburgh Pirates,Milwaukee Brewers,36.8,63.2,False,63.2,9.99,4.99,False,HIGH,9.0,UNDER
2026-07-11,Minnesota Twins,Los Angeles Angels,5,3,8,Minnesota Twins,Minnesota Twins,77.7,22.3,True,77.7,9.03,1.0299999999999994,True,HIGH,9.0,UNDER
2026-07-11,Chicago White Sox,Athletics,1,0,1,Chicago White Sox,Chicago White Sox,77.1,22.9,True,77.1,9.03,8.03,False,HIGH,8.5,UNDER
2026-07-11,San Francisco Giants,Colorado Rockies,4,2,6,San Francisco Giants,Colorado Rockies,41.7,58.3,False,58.3,10.36,4.359999999999999,False,HIGH,8.5,UNDER
2026-07-11,Washington Nationals,New York Yankees,2,4,6,New York Yankees,New York Yankees,49.6,50.4,True,50.4,10.94,4.9399999999999995,True,HIGH,9.0,UNDER
2026-07-11,New York Mets,Boston Red Sox,0,4,4,Boston Red Sox,Boston Red Sox,23.2,76.8,True,76.8,8.97,4.970000000000001,True,HIGH,7.5,UNDER
2026-07-11,Tampa Bay Rays,Seattle Mariners,6,1,7,Tampa Bay Rays,Seattle Mariners,49.9,50.1,False,50.1,7.04,0.040000000000000036,False,HIGH,7.0,PUSH
2026-07-11,Miami Marlins,Cleveland Guardians,1,4,5,Cleveland Guardians,Miami Marlins,54.3,45.7,False,54.3,8.19,3.1899999999999995,False,HIGH,7.5,UNDER
2026-07-11,Detroit Tigers,Philadelphia Phillies,2,4,6,Philadelphia Phillies,Detroit Tigers,77.2,22.8,False,77.2,8.97,2.9700000000000006,False,HIGH,8.0,UNDER
2026-07-11,Baltimore Orioles,Kansas City Royals,6,1,7,Baltimore Orioles,Baltimore Orioles,56.8,43.2,True,56.8,10.55,3.5500000000000007,True,HIGH,9.0,UNDER
2026-07-11,Texas Rangers,Houston Astros,3,9,12,Houston Astros,Texas Rangers,51.1,48.9,False,51.1,10.96,1.0399999999999991,False,LOW,8.75,OVER
2026-07-11,Cincinnati Reds,Chicago Cubs,3,5,8,Chicago Cubs,Chicago Cubs,37.8,62.2,True,62.2,9.72,1.7200000000000006,True,HIGH,9.5,UNDER
2026-07-11,St. Louis Cardinals,Atlanta Braves,4,1,5,St. Louis Cardinals,St. Louis Cardinals,58.9,41.1,True,58.9,10.33,5.33,True,HIGH,8.5,UNDER
2026-07-11,San Diego Padres,Toronto Blue Jays,8,7,15,San Diego Padres,Toronto Blue Jays,36.4,63.6,False,63.6,10.01,4.99,False,LOW,8.0,OVER
2026-07-11,Los Angeles Dodgers,Arizona Diamondbacks,2,9,11,Arizona Diamondbacks,Arizona Diamondbacks,30.8,69.2,True,69.2,8.64,2.3599999999999994,True,LOW,8.5,OVER
