date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-07-27,Texas Rangers,Seattle Mariners,7,3,10,Texas Rangers,Seattle Mariners,25.9,74.1,False,74.1,9.29,0.7100000000000009,False,LOW,8.0,OVER
2026-07-27,Detroit Tigers,Baltimore Orioles,5,8,13,Baltimore Orioles,Detroit Tigers,50.7,49.3,False,50.7,7.04,5.96,False,LOW,8.5,OVER
2026-07-27,Pittsburgh Pirates,Arizona Diamondbacks,3,2,5,Pittsburgh Pirates,Pittsburgh Pirates,50.1,49.9,True,50.1,10.95,5.949999999999999,False,HIGH,9.5,UNDER
2026-07-27,Miami Marlins,Philadelphia Phillies,8,7,15,Miami Marlins,Philadelphia Phillies,26.7,73.3,False,73.3,8.54,6.460000000000001,False,LOW,7.5,OVER
2026-07-27,Washington Nationals,Toronto Blue Jays,2,3,5,Toronto Blue Jays,Washington Nationals,78.0,22.0,False,78.0,9.01,4.01,False,HIGH,10.0,UNDER
2026-07-27,New York Mets,Atlanta Braves,14,3,17,New York Mets,Atlanta Braves,42.1,57.9,False,57.9,7.82,9.18,False,LOW,8.5,OVER
2026-07-27,Chicago White Sox,New York Yankees,5,9,14,New York Yankees,Chicago White Sox,64.1,35.9,False,64.1,7.88,6.12,False,LOW,8.5,OVER
2026-07-27,St. Louis Cardinals,Chicago Cubs,3,7,10,Chicago Cubs,Chicago Cubs,22.3,77.7,True,77.7,8.98,1.0199999999999996,True,LOW,9.5,OVER
2026-07-27,Los Angeles Angels,Houston Astros,4,6,10,Houston Astros,Houston Astros,31.3,68.7,True,68.7,8.37,1.6300000000000008,True,LOW,8.5,OVER
2026-07-27,Athletics,Boston Red Sox,2,4,6,Boston Red Sox,Boston Red Sox,21.7,78.3,True,78.3,8.96,2.960000000000001,True,HIGH,10.0,UNDER
2026-07-27,San Francisco Giants,Milwaukee Brewers,3,0,3,San Francisco Giants,San Francisco Giants,50.3,49.7,True,50.3,8.34,5.34,True,HIGH,8.5,UNDER
2026-07-27,Cincinnati Reds,Cleveland Guardians,0,0,0,Cleveland Guardians,Cincinnati Reds,64.1,35.9,False,64.1,7.94,7.94,False,HIGH,,
