type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Cleveland Guardians ML,110.0,0.25,0.4573,0.777,True,1.1,2026-05-21,Detroit Tigers vs Cleveland Guardians
Moneyline,Pittsburgh Pirates ML,-120.0,0.1433,0.5217,0.665,True,0.8333,2026-05-21,St. Louis Cardinals vs Pittsburgh Pirates
Total,OVER  8.0,-103.5,0.0987,0.4854,0.5841,False,-1.0,2026-05-21,Washington Nationals vs New York Mets
Moneyline,Atlanta Braves ML,-136.5,0.2202,0.5538,0.774,True,0.7326,2026-05-21,Miami Marlins vs Atlanta Braves
Total,UNDER 8.5,-115.0,0.1892,0.5108,0.7,True,0.8696,2026-05-21,New York Yankees vs Toronto Blue Jays
Moneyline,Athletics ML,100.0,0.25,0.4783,0.778,True,1.0,2026-05-21,Los Angeles Angels vs Athletics
Run Line,Athletics +1.5,154.5,0.0923,0.3745,0.4668,False,-1.0,2026-05-21,Los Angeles Angels vs Athletics
Total,UNDER 8.5,-115.0,0.0664,0.5108,0.5773,True,0.8696,2026-05-21,Los Angeles Angels vs Athletics
Moneyline,Arizona Diamondbacks ML,-220.0,0.1179,0.6581,0.776,True,0.4545,2026-05-21,Arizona Diamondbacks vs Colorado Rockies
Total,UNDER 9.5,-115.0,0.1395,0.5108,0.6504,True,0.8696,2026-05-21,Arizona Diamondbacks vs Colorado Rockies
