type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Tampa Bay Rays ML,-145.5,0.2121,0.5659,0.778,False,-1.0,2026-07-09,Tampa Bay Rays vs New York Yankees
Moneyline,Chicago Cubs ML,109.0,0.1296,0.4584,0.588,False,-1.0,2026-07-09,Baltimore Orioles vs Chicago Cubs
Total,UNDER 9.75,-102.0,0.1035,0.4841,0.5876,True,0.9804,2026-07-09,Baltimore Orioles vs Chicago Cubs
Moneyline,Minnesota Twins ML,100.0,0.25,0.4764,0.754,False,-1.0,2026-07-09,Minnesota Twins vs Cleveland Guardians
Total,UNDER 8.5,-105.0,0.1012,0.4892,0.5903,True,0.9524,2026-07-09,Minnesota Twins vs Cleveland Guardians
Moneyline,Boston Red Sox ML,-105.0,0.25,0.4892,0.779,True,0.9524,2026-07-09,Chicago White Sox vs Boston Red Sox
Run Line,Boston Red Sox +1.5,150.5,0.0888,0.3786,0.4674,False,-1.0,2026-07-09,Chicago White Sox vs Boston Red Sox
Total,UNDER 9.0,-110.0,0.111,0.5,0.611,True,0.9091,2026-07-09,Chicago White Sox vs Boston Red Sox
Moneyline,Detroit Tigers ML,-131.0,0.2292,0.5418,0.771,True,0.7634,2026-07-09,Detroit Tigers vs Athletics
Run Line,Detroit Tigers -1.5,150.0,0.0813,0.3813,0.4626,True,1.5,2026-07-09,Detroit Tigers vs Athletics
Total,UNDER 9.0,-110.0,0.1192,0.4968,0.616,True,0.9091,2026-07-09,Detroit Tigers vs Athletics
Total,UNDER 8.0,-107.5,0.1126,0.4925,0.6051,False,-1.0,2026-07-09,Miami Marlins vs Seattle Mariners
Moneyline,Philadelphia Phillies ML,-179.0,0.0548,0.6112,0.666,True,0.5587,2026-07-09,Cincinnati Reds vs Philadelphia Phillies
Total,UNDER 9.5,-116.5,0.1664,0.5095,0.6759,True,0.8584,2026-07-09,Cincinnati Reds vs Philadelphia Phillies
Moneyline,Milwaukee Brewers ML,-127.5,0.2094,0.5346,0.744,True,0.7843,2026-07-09,St. Louis Cardinals vs Milwaukee Brewers
Total,UNDER 8.5,-115.0,0.0832,0.5103,0.5934,False,-1.0,2026-07-09,St. Louis Cardinals vs Milwaukee Brewers
Moneyline,Texas Rangers ML,-141.5,0.0688,0.5592,0.628,True,0.7067,2026-07-09,Texas Rangers vs Los Angeles Angels
Moneyline,Arizona Diamondbacks ML,109.0,0.25,0.4576,0.759,True,1.09,2026-07-09,San Diego Padres vs Arizona Diamondbacks
Total,UNDER 9.0,-115.0,0.1005,0.508,0.6085,True,0.8696,2026-07-09,San Diego Padres vs Arizona Diamondbacks
