type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Los Angeles Angels ML,115.0,0.25,0.447,0.776,False,-1.0,2026-03-28,Houston Astros vs Los Angeles Angels
Total,UNDER 8.5,100.0,0.0996,0.4783,0.5779,False,-1.0,2026-03-28,Houston Astros vs Los Angeles Angels
Moneyline,Atlanta Braves ML,-150.0,0.2035,0.5745,0.778,True,0.6667,2026-03-28,Atlanta Braves vs Kansas City Royals
Run Line,Atlanta Braves -1.5,140.0,0.0667,0.4001,0.4668,True,1.4,2026-03-28,Atlanta Braves vs Kansas City Royals
Total,UNDER 8.5,-115.0,0.0645,0.5108,0.5754,True,0.8696,2026-03-28,Atlanta Braves vs Kansas City Royals
Moneyline,New York Yankees ML,-132.5,0.2074,0.5466,0.754,True,0.7547,2026-03-28,San Francisco Giants vs New York Yankees
Total,UNDER 8.5,-115.0,0.0801,0.5108,0.5909,True,0.8696,2026-03-28,San Francisco Giants vs New York Yankees
Total,UNDER 8.25,-109.5,0.0907,0.4989,0.5896,True,0.9132,2026-03-28,San Diego Padres vs Detroit Tigers
Moneyline,Los Angeles Dodgers ML,-250.0,0.0951,0.6829,0.778,True,0.4,2026-03-28,Los Angeles Dodgers vs Arizona Diamondbacks
Total,UNDER 8.5,-105.0,0.0868,0.4892,0.576,True,0.9524,2026-03-28,Los Angeles Dodgers vs Arizona Diamondbacks
Total,UNDER 7.0,-115.0,0.079,0.5108,0.5899,False,-1.0,2026-03-28,Seattle Mariners vs Cleveland Guardians
Moneyline,Texas Rangers ML,135.0,0.25,0.4088,0.706,True,1.35,2026-03-29,Philadelphia Phillies vs Texas Rangers
Total,UNDER 8.0,-110.0,0.0815,0.5,0.5815,False,-1.0,2026-03-29,Philadelphia Phillies vs Texas Rangers
Moneyline,Atlanta Braves ML,-154.0,0.1978,0.5792,0.777,False,-1.0,2026-03-29,Atlanta Braves vs Kansas City Royals
Run Line,Atlanta Braves -1.5,140.0,0.0677,0.3985,0.4662,False,-1.0,2026-03-29,Atlanta Braves vs Kansas City Royals
Moneyline,Cincinnati Reds ML,114.5,0.25,0.4484,0.725,True,1.145,2026-03-29,Cincinnati Reds vs Boston Red Sox
Total,UNDER 8.5,-110.0,0.1078,0.5,0.6078,True,0.9091,2026-03-29,Cincinnati Reds vs Boston Red Sox
Moneyline,Pittsburgh Pirates ML,154.5,0.25,0.3768,0.646,True,1.545,2026-03-29,New York Mets vs Pittsburgh Pirates
Moneyline,Miami Marlins ML,-190.0,0.1463,0.6297,0.776,True,0.5263,2026-03-29,Miami Marlins vs Colorado Rockies
Moneyline,Los Angeles Angels ML,143.5,0.25,0.3948,0.695,False,-1.0,2026-03-29,Houston Astros vs Los Angeles Angels
Total,UNDER 9.0,-115.0,0.0666,0.5108,0.5774,False,-1.0,2026-03-29,Houston Astros vs Los Angeles Angels
Total,OVER  8.0,-112.5,0.0756,0.5054,0.581,True,0.8889,2026-03-29,Milwaukee Brewers vs Chicago White Sox
Moneyline,Chicago Cubs ML,-255.0,0.0886,0.6884,0.777,False,-1.0,2026-03-29,Chicago Cubs vs Washington Nationals
Total,OVER  9.5,-2.5,0.2,0.0432,0.349,False,-1.0,2026-03-29,Chicago Cubs vs Washington Nationals
Total,UNDER 7.5,-115.0,0.1041,0.5108,0.6149,False,-1.0,2026-03-29,Seattle Mariners vs Cleveland Guardians
Moneyline,Minnesota Twins ML,140.0,0.25,0.4001,0.676,False,-1.0,2026-03-30,Kansas City Royals vs Minnesota Twins
Total,UNDER 10.0,-105.0,0.1589,0.4892,0.648,True,0.9524,2026-03-30,Kansas City Royals vs Minnesota Twins
Total,UNDER 8.5,-107.5,0.158,0.4946,0.6526,True,0.9302,2026-03-30,Cincinnati Reds vs Pittsburgh Pirates
Moneyline,Washington Nationals ML,145.0,0.25,0.392,0.731,True,1.45,2026-03-30,Philadelphia Phillies vs Washington Nationals
Total,UNDER 9.0,-105.0,0.1032,0.4892,0.5923,False,-1.0,2026-03-30,Philadelphia Phillies vs Washington Nationals
Moneyline,Atlanta Braves ML,-128.0,0.1859,0.5381,0.724,True,0.7812,2026-03-30,Atlanta Braves vs Athletics
Run Line,Atlanta Braves -1.5,156.5,0.0613,0.3731,0.4344,True,1.565,2026-03-30,Atlanta Braves vs Athletics
Total,OVER  9.0,-1.0,0.2,0.0179,0.4108,False,-1.0,2026-03-30,Atlanta Braves vs Athletics
Moneyline,Chicago Cubs ML,-190.0,0.0992,0.6288,0.728,True,0.5263,2026-03-30,Chicago Cubs vs Los Angeles Angels
Total,UNDER 10.0,-105.0,0.2,0.4892,0.7,True,0.9524,2026-03-30,Chicago Cubs vs Los Angeles Angels
Moneyline,St. Louis Cardinals ML,129.5,0.25,0.4175,0.771,False,-1.0,2026-03-30,St. Louis Cardinals vs New York Mets
Total,UNDER 9.0,-115.0,0.1027,0.5108,0.6135,True,0.8696,2026-03-30,St. Louis Cardinals vs New York Mets
Moneyline,Houston Astros ML,111.0,0.1682,0.4548,0.623,True,1.11,2026-03-30,Houston Astros vs Boston Red Sox
Total,UNDER 8.5,-114.0,0.1911,0.5075,0.6986,True,0.8772,2026-03-30,San Diego Padres vs San Francisco Giants
Total,UNDER 8.5,-1.0,0.2,0.0178,0.6339,True,10.0,2026-03-30,Los Angeles Dodgers vs Cleveland Guardians
Total,UNDER 8.5,100.0,0.1083,0.4783,0.5866,False,-1.0,2026-03-31,Baltimore Orioles vs Texas Rangers
Total,UNDER 9.0,-106.5,0.1317,0.4924,0.6241,False,-1.0,2026-03-31,Cincinnati Reds vs Pittsburgh Pirates
Moneyline,Washington Nationals ML,158.0,0.25,0.3717,0.681,False,-1.0,2026-03-31,Philadelphia Phillies vs Washington Nationals
Total,UNDER 9.5,-110.0,0.1118,0.5,0.6118,True,0.9091,2026-03-31,Philadelphia Phillies vs Washington Nationals
Moneyline,Atlanta Braves ML,-155.0,0.151,0.583,0.734,False,-1.0,2026-03-31,Atlanta Braves vs Athletics
Total,UNDER 9.0,-105.0,0.1032,0.4892,0.5923,True,0.9524,2026-03-31,Atlanta Braves vs Athletics
Moneyline,Chicago Cubs ML,-141.0,0.1938,0.5622,0.756,False,-1.0,2026-03-31,Chicago Cubs vs Los Angeles Angels
Run Line,Chicago Cubs -1.5,154.0,0.0774,0.3762,0.4536,False,-1.0,2026-03-31,Chicago Cubs vs Los Angeles Angels
Moneyline,Milwaukee Brewers ML,-125.5,0.1141,0.5329,0.647,True,0.7968,2026-03-31,Milwaukee Brewers vs Tampa Bay Rays
Moneyline,St. Louis Cardinals ML,125.0,0.25,0.4255,0.775,True,1.25,2026-03-31,St. Louis Cardinals vs New York Mets
Total,UNDER 8.5,-115.0,0.0695,0.5108,0.5804,True,0.8696,2026-03-31,St. Louis Cardinals vs New York Mets
Moneyline,Houston Astros ML,-141.5,0.1859,0.5631,0.749,True,0.7067,2026-03-31,Houston Astros vs Boston Red Sox
Run Line,Houston Astros -1.5,156.5,0.0763,0.3731,0.4494,True,1.565,2026-03-31,Houston Astros vs Boston Red Sox
Total,UNDER 7.5,-1.0,0.2,0.0179,0.6261,False,-1.0,2026-03-31,San Diego Padres vs San Francisco Giants
Moneyline,New York Yankees ML,-117.5,0.2167,0.5193,0.736,True,0.8511,2026-03-31,Seattle Mariners vs New York Yankees
Run Line,New York Yankees +1.5,155.0,0.0663,0.3753,0.4416,True,1.55,2026-03-31,Seattle Mariners vs New York Yankees
Moneyline,Atlanta Braves ML,-231.0,0.0991,0.6689,0.768,True,0.4329,2026-04-01,Atlanta Braves vs Athletics
Total,UNDER 8.0,-105.0,0.0886,0.4892,0.5777,False,-1.0,2026-04-01,Baltimore Orioles vs Texas Rangers
Moneyline,Washington Nationals ML,228.0,0.25,0.2922,0.628,False,-1.0,2026-04-01,Philadelphia Phillies vs Washington Nationals
Total,OVER  7.5,-105.0,0.1331,0.4892,0.6222,True,0.9524,2026-04-01,Miami Marlins vs Chicago White Sox
Moneyline,St. Louis Cardinals ML,140.0,0.25,0.4006,0.776,True,1.4,2026-04-01,St. Louis Cardinals vs New York Mets
Total,OVER  7.0,-110.0,0.1342,0.5,0.6342,True,0.9091,2026-04-01,Milwaukee Brewers vs Tampa Bay Rays
Moneyline,Houston Astros ML,119.5,0.1726,0.4374,0.61,True,1.195,2026-04-01,Houston Astros vs Boston Red Sox
Moneyline,Chicago Cubs ML,-164.0,0.1855,0.5965,0.782,True,0.6098,2026-04-01,Chicago Cubs vs Los Angeles Angels
Run Line,Chicago Cubs -1.5,151.5,0.0882,0.381,0.4692,True,1.515,2026-04-01,Chicago Cubs vs Los Angeles Angels
Total,OVER  6.0,-109.0,0.1118,0.4978,0.6096,True,0.9174,2026-04-01,Chicago Cubs vs Los Angeles Angels
Total,OVER  7.5,-115.0,0.1046,0.5108,0.6154,False,-1.0,2026-04-01,Arizona Diamondbacks vs Detroit Tigers
Total,UNDER 8.0,-115.0,0.1484,0.5108,0.6593,False,-1.0,2026-04-01,San Diego Padres vs San Francisco Giants
Moneyline,New York Yankees ML,100.0,0.25,0.4783,0.776,True,1.0,2026-04-01,Seattle Mariners vs New York Yankees
Run Line,New York Yankees +1.5,169.5,0.1134,0.3522,0.4656,True,1.695,2026-04-01,Seattle Mariners vs New York Yankees
Moneyline,Minnesota Twins ML,-115.0,0.1872,0.5108,0.698,False,-1.0,2026-04-01,Kansas City Royals vs Minnesota Twins
Moneyline,Los Angeles Dodgers ML,-300.0,0.0507,0.7183,0.769,False,-1.0,2026-04-01,Los Angeles Dodgers vs Cleveland Guardians
Moneyline,Minnesota Twins ML,130.0,0.25,0.417,0.68,True,1.3,2026-04-02,Kansas City Royals vs Minnesota Twins
Total,UNDER 9.5,-114.5,0.0958,0.5097,0.6056,True,0.8734,2026-04-02,Kansas City Royals vs Minnesota Twins
Moneyline,Atlanta Braves ML,-112.5,0.1166,0.5054,0.622,True,0.8889,2026-04-02,Arizona Diamondbacks vs Atlanta Braves
Total,UNDER 8.0,-107.5,0.1684,0.4946,0.663,False,-1.0,2026-04-02,San Francisco Giants vs New York Mets
Moneyline,Los Angeles Dodgers ML,-285.0,0.0618,0.7092,0.771,True,0.3509,2026-04-03,Washington Nationals vs Los Angeles Dodgers
Total,UNDER 9.5,-105.0,0.1625,0.4892,0.6516,False,-1.0,2026-04-03,Washington Nationals vs Los Angeles Dodgers
Moneyline,New York Yankees ML,-165.0,0.1774,0.5986,0.776,True,0.6061,2026-04-03,New York Yankees vs Miami Marlins
Run Line,New York Yankees -1.5,135.0,0.0591,0.4065,0.4656,True,1.35,2026-04-03,New York Yankees vs Miami Marlins
Moneyline,San Diego Padres ML,105.0,0.1435,0.4675,0.611,False,-1.0,2026-04-03,Boston Red Sox vs San Diego Padres
Total,UNDER 8.5,-115.0,0.1473,0.5108,0.6582,True,0.8696,2026-04-03,Boston Red Sox vs San Diego Padres
Total,OVER  7.5,-115.0,0.1015,0.5108,0.6123,True,0.8696,2026-04-03,Chicago White Sox vs Toronto Blue Jays
Moneyline,Cincinnati Reds ML,140.0,0.2074,0.4006,0.608,True,1.4,2026-04-03,Texas Rangers vs Cincinnati Reds
Total,UNDER 8.0,-105.0,0.1359,0.4892,0.625,False,-1.0,2026-04-03,Texas Rangers vs Cincinnati Reds
Moneyline,Chicago Cubs ML,-111.0,0.25,0.505,0.78,False,-1.0,2026-04-03,Cleveland Guardians vs Chicago Cubs
Run Line,Chicago Cubs +1.5,151.5,0.0875,0.3805,0.468,False,-1.0,2026-04-03,Cleveland Guardians vs Chicago Cubs
Total,OVER  7.5,-110.0,0.1166,0.5,0.6166,True,0.9091,2026-04-03,Minnesota Twins vs Tampa Bay Rays
Moneyline,Colorado Rockies ML,155.0,0.25,0.3744,0.751,False,-1.0,2026-04-03,Colorado Rockies vs Philadelphia Phillies
Total,UNDER 10.0,-105.0,0.1919,0.4892,0.681,False,-1.0,2026-04-03,Colorado Rockies vs Philadelphia Phillies
Moneyline,Pittsburgh Pirates ML,100.0,0.1667,0.4783,0.645,True,1.0,2026-04-03,Pittsburgh Pirates vs Baltimore Orioles
Total,UNDER 8.0,-115.0,0.1466,0.5108,0.6574,True,0.8696,2026-04-03,Los Angeles Angels vs Seattle Mariners
Moneyline,Atlanta Braves ML,-112.5,0.1306,0.5054,0.636,True,0.8889,2026-04-03,Arizona Diamondbacks vs Atlanta Braves
Total,UNDER 7.5,-105.0,0.1357,0.4892,0.6249,False,-1.0,2026-04-03,San Francisco Giants vs New York Mets
Moneyline,Milwaukee Brewers ML,-119.0,0.2442,0.5208,0.765,True,0.8403,2026-04-04,Kansas City Royals vs Milwaukee Brewers
Run Line,Milwaukee Brewers +1.5,140.5,0.0613,0.3977,0.459,True,1.405,2026-04-04,Kansas City Royals vs Milwaukee Brewers
Total,UNDER 9.0,-105.0,0.1262,0.4892,0.6154,True,0.9524,2026-04-04,Kansas City Royals vs Milwaukee Brewers
Moneyline,Milwaukee Brewers ML,-119.0,0.25,0.5208,0.779,False,-1.0,2026-04-04,Kansas City Royals vs Milwaukee Brewers
Run Line,Milwaukee Brewers +1.5,140.5,0.0697,0.3977,0.4674,False,-1.0,2026-04-04,Kansas City Royals vs Milwaukee Brewers
Total,UNDER 9.0,-105.0,0.125,0.4892,0.6141,False,-1.0,2026-04-04,Kansas City Royals vs Milwaukee Brewers
Moneyline,Los Angeles Dodgers ML,-305.5,0.0513,0.7207,0.772,True,0.3273,2026-04-04,Washington Nationals vs Los Angeles Dodgers
Total,UNDER 9.5,-105.0,0.1618,0.4892,0.651,False,-1.0,2026-04-04,Washington Nationals vs Los Angeles Dodgers
Moneyline,Pittsburgh Pirates ML,-116.5,0.1763,0.5147,0.691,True,0.8584,2026-04-04,Pittsburgh Pirates vs Baltimore Orioles
Total,UNDER 8.5,-115.0,0.0845,0.5108,0.5953,True,0.8696,2026-04-04,Pittsburgh Pirates vs Baltimore Orioles
Moneyline,San Diego Padres ML,122.5,0.2187,0.4303,0.649,True,1.225,2026-04-04,Boston Red Sox vs San Diego Padres
Moneyline,Cincinnati Reds ML,119.5,0.1766,0.4374,0.614,True,1.195,2026-04-04,Texas Rangers vs Cincinnati Reds
Total,UNDER 8.5,-110.0,0.155,0.4995,0.6544,True,0.9091,2026-04-04,Texas Rangers vs Cincinnati Reds
Moneyline,New York Yankees ML,-197.5,0.1347,0.6363,0.771,True,0.5063,2026-04-04,New York Yankees vs Miami Marlins
Total,OVER  7.5,-111.0,0.1195,0.5022,0.6216,True,0.9009,2026-04-04,Minnesota Twins vs Tampa Bay Rays
Moneyline,Atlanta Braves ML,-105.0,0.1738,0.4902,0.664,False,-1.0,2026-04-04,Arizona Diamondbacks vs Atlanta Braves
Total,UNDER 9.5,-110.0,0.1049,0.5,0.6049,True,0.9091,2026-04-04,Arizona Diamondbacks vs Atlanta Braves
Moneyline,Colorado Rockies ML,195.5,0.25,0.3241,0.723,False,-1.0,2026-04-04,Colorado Rockies vs Philadelphia Phillies
Total,UNDER 10.5,-115.0,0.1892,0.5108,0.7,True,0.8696,2026-04-04,Colorado Rockies vs Philadelphia Phillies
Total,UNDER 7.5,-105.0,0.1388,0.4892,0.628,False,-1.0,2026-04-04,San Francisco Giants vs New York Mets
Moneyline,Los Angeles Angels ML,135.0,0.2166,0.4074,0.624,True,1.35,2026-04-04,Los Angeles Angels vs Seattle Mariners
Total,UNDER 9.5,-115.0,0.1909,0.5091,0.7,True,0.8696,2026-04-04,Los Angeles Angels vs Seattle Mariners
Moneyline,Chicago Cubs ML,-135.0,0.223,0.552,0.775,True,0.7407,2026-04-05,Cleveland Guardians vs Chicago Cubs
Moneyline,Chicago Cubs ML,-135.0,0.225,0.552,0.777,False,-1.0,2026-04-05,Cleveland Guardians vs Chicago Cubs
Moneyline,Los Angeles Dodgers ML,-173.5,0.167,0.608,0.775,True,0.5764,2026-04-05,Washington Nationals vs Los Angeles Dodgers
Total,UNDER 9.0,-120.0,0.0918,0.5217,0.6135,False,-1.0,2026-04-05,Washington Nationals vs Los Angeles Dodgers
Moneyline,Pittsburgh Pirates ML,-125.0,0.1811,0.5319,0.713,True,0.8,2026-04-05,Pittsburgh Pirates vs Baltimore Orioles
Moneyline,San Diego Padres ML,130.0,0.1853,0.4167,0.602,True,1.3,2026-04-05,Boston Red Sox vs San Diego Padres
Total,UNDER 9.5,-120.0,0.1783,0.5217,0.7,False,-1.0,2026-04-05,Boston Red Sox vs San Diego Padres
Moneyline,New York Yankees ML,-292.5,0.06,0.714,0.774,False,-1.0,2026-04-05,New York Yankees vs Miami Marlins
Total,UNDER 8.5,-106.5,0.0882,0.4909,0.5791,False,-1.0,2026-04-05,New York Yankees vs Miami Marlins
Total,OVER  8.0,-108.5,0.0886,0.4968,0.5854,False,-1.0,2026-04-05,Minnesota Twins vs Tampa Bay Rays
Total,OVER  8.0,-105.0,0.0975,0.4892,0.5866,False,-1.0,2026-04-05,Chicago White Sox vs Toronto Blue Jays
Moneyline,Milwaukee Brewers ML,101.0,0.25,0.477,0.778,True,1.01,2026-04-05,Kansas City Royals vs Milwaukee Brewers
Moneyline,Cincinnati Reds ML,105.0,0.1485,0.4675,0.616,True,1.05,2026-04-05,Texas Rangers vs Cincinnati Reds
Total,OVER  7.5,-1.0,0.2,0.0178,0.4156,False,-1.0,2026-04-05,Texas Rangers vs Cincinnati Reds
Moneyline,Colorado Rockies ML,130.0,0.25,0.417,0.781,True,1.3,2026-04-05,Colorado Rockies vs Philadelphia Phillies
Total,UNDER 11.0,-103.5,0.2,0.4849,0.7,True,0.9662,2026-04-05,Colorado Rockies vs Philadelphia Phillies
Total,UNDER 7.0,100.0,0.1073,0.4783,0.5855,False,-1.0,2026-04-05,San Francisco Giants vs New York Mets
Moneyline,Los Angeles Angels ML,141.5,0.2203,0.3967,0.617,True,1.415,2026-04-05,Los Angeles Angels vs Seattle Mariners
Total,UNDER 9.0,-2.0,0.2,0.0348,0.6926,False,-1.0,2026-04-05,Los Angeles Angels vs Seattle Mariners
Moneyline,Atlanta Braves ML,-106.5,0.1695,0.4935,0.663,False,-1.0,2026-04-05,Arizona Diamondbacks vs Atlanta Braves
Moneyline,Chicago Cubs ML,104.5,0.25,0.4681,0.753,False,-1.0,2026-04-06,Tampa Bay Rays vs Chicago Cubs
Moneyline,Cleveland Guardians ML,-116.5,0.25,0.5141,0.786,False,-1.0,2026-04-06,Cleveland Guardians vs Kansas City Royals
Total,UNDER 8.5,-110.0,0.165,0.5,0.665,True,0.9091,2026-04-06,Pittsburgh Pirates vs San Diego Padres
Total,OVER  8.0,-115.0,0.0739,0.5108,0.5847,True,0.8696,2026-04-06,Washington Nationals vs St. Louis Cardinals
Moneyline,Milwaukee Brewers ML,-130.0,0.2188,0.5422,0.761,True,0.7692,2026-04-06,Boston Red Sox vs Milwaukee Brewers
Moneyline,Los Angeles Dodgers ML,-125.0,0.2445,0.5325,0.777,True,0.8,2026-04-06,Toronto Blue Jays vs Los Angeles Dodgers
Total,UNDER 9.0,-115.0,0.1008,0.5108,0.6116,False,-1.0,2026-04-06,Toronto Blue Jays vs Los Angeles Dodgers
Total,OVER  7.0,-115.0,0.1178,0.5108,0.6286,True,0.8696,2026-04-06,Minnesota Twins vs Detroit Tigers
Total,UNDER 8.0,-112.5,0.1582,0.5054,0.6636,True,0.8889,2026-04-06,Texas Rangers vs Seattle Mariners
Total,UNDER 10.5,-110.0,0.104,0.5,0.604,False,-1.0,2026-04-06,Colorado Rockies vs Houston Astros
Moneyline,Atlanta Braves ML,-176.5,0.1661,0.6119,0.778,False,-1.0,2026-04-06,Los Angeles Angels vs Atlanta Braves
Total,UNDER 8.0,-105.0,0.1726,0.4892,0.6618,False,-1.0,2026-04-06,San Francisco Giants vs Philadelphia Phillies
Moneyline,Cleveland Guardians ML,-125.0,0.2241,0.5319,0.756,True,0.8,2026-04-07,Cleveland Guardians vs Kansas City Royals
Total,OVER  6.0,-106.5,0.1321,0.4924,0.6246,False,-1.0,2026-04-07,Cleveland Guardians vs Kansas City Royals
Total,OVER  6.5,-120.0,0.173,0.5217,0.6948,False,-1.0,2026-04-07,Chicago White Sox vs Baltimore Orioles
Moneyline,Arizona Diamondbacks ML,130.0,0.25,0.417,0.702,False,-1.0,2026-04-07,New York Mets vs Arizona Diamondbacks
Moneyline,Chicago Cubs ML,100.0,0.25,0.4783,0.741,True,1.0,2026-04-07,Tampa Bay Rays vs Chicago Cubs
Total,OVER  7.5,100.0,0.1457,0.4759,0.6216,True,1.0,2026-04-07,Washington Nationals vs St. Louis Cardinals
Moneyline,Milwaukee Brewers ML,135.0,0.2001,0.4079,0.608,False,-1.0,2026-04-07,Boston Red Sox vs Milwaukee Brewers
Moneyline,New York Yankees ML,-270.5,0.0754,0.6996,0.775,True,0.3697,2026-04-07,New York Yankees vs Athletics
Moneyline,Los Angeles Dodgers ML,-155.0,0.194,0.583,0.777,True,0.6452,2026-04-07,Toronto Blue Jays vs Los Angeles Dodgers
Moneyline,Detroit Tigers ML,-170.0,0.0902,0.6018,0.692,False,-1.0,2026-04-07,Minnesota Twins vs Detroit Tigers
Total,OVER  6.5,-120.0,0.0902,0.5217,0.612,False,-1.0,2026-04-07,Minnesota Twins vs Detroit Tigers
Total,UNDER 8.0,-115.0,0.154,0.5108,0.6649,True,0.8696,2026-04-07,Texas Rangers vs Seattle Mariners
Total,UNDER 11.0,-115.0,0.1313,0.5108,0.6421,True,0.8696,2026-04-07,Colorado Rockies vs Houston Astros
Moneyline,Atlanta Braves ML,-130.0,0.1743,0.5427,0.717,True,0.7692,2026-04-07,Los Angeles Angels vs Atlanta Braves
Total,UNDER 7.5,-120.0,0.1044,0.5217,0.6261,True,0.8333,2026-04-07,San Francisco Giants vs Philadelphia Phillies
Total,UNDER 7.0,-105.0,0.092,0.4892,0.5812,False,-1.0,2026-04-08,Pittsburgh Pirates vs San Diego Padres
Moneyline,Cleveland Guardians ML,115.0,0.25,0.447,0.729,True,1.15,2026-04-08,Cleveland Guardians vs Kansas City Royals
Moneyline,Milwaukee Brewers ML,118.5,0.2364,0.4396,0.676,False,-1.0,2026-04-08,Boston Red Sox vs Milwaukee Brewers
Total,OVER  7.5,-108.0,0.1315,0.4951,0.6266,True,0.9259,2026-04-08,Chicago White Sox vs Baltimore Orioles
Total,UNDER 7.5,-115.0,0.1153,0.5108,0.6261,True,0.8696,2026-04-08,Texas Rangers vs Seattle Mariners
Moneyline,Los Angeles Dodgers ML,-158.0,0.1885,0.5885,0.777,False,-1.0,2026-04-08,Toronto Blue Jays vs Los Angeles Dodgers
Total,UNDER 11.0,-110.0,0.144,0.5,0.644,True,0.9091,2026-04-08,Colorado Rockies vs Houston Astros
Total,UNDER 8.5,-115.0,0.189,0.5108,0.6999,True,0.8696,2026-04-08,San Francisco Giants vs Philadelphia Phillies
Moneyline,St. Louis Cardinals ML,-125.0,0.0941,0.5319,0.626,True,0.8,2026-04-08,Washington Nationals vs St. Louis Cardinals
Moneyline,Atlanta Braves ML,-125.0,0.1775,0.5325,0.71,True,0.8,2026-04-08,Los Angeles Angels vs Atlanta Braves
Moneyline,Arizona Diamondbacks ML,110.0,0.25,0.4573,0.779,True,1.1,2026-04-08,New York Mets vs Arizona Diamondbacks
Moneyline,Chicago Cubs ML,-105.0,0.25,0.4917,0.769,True,0.9524,2026-04-08,Tampa Bay Rays vs Chicago Cubs
Run Line,Chicago Cubs +1.5,156.5,0.0879,0.3735,0.4614,True,1.565,2026-04-08,Tampa Bay Rays vs Chicago Cubs
Moneyline,New York Yankees ML,-203.5,0.1394,0.6416,0.781,False,-1.0,2026-04-08,New York Yankees vs Athletics
Total,UNDER 8.25,-112.0,0.0851,0.5027,0.5878,False,-1.0,2026-04-09,Miami Marlins vs Cincinnati Reds
Moneyline,New York Yankees ML,-197.0,0.1418,0.6352,0.777,False,-1.0,2026-04-09,New York Yankees vs Athletics
Moneyline,Arizona Diamondbacks ML,155.0,0.25,0.3757,0.724,True,1.55,2026-04-09,New York Mets vs Arizona Diamondbacks
Moneyline,Chicago White Sox ML,150.0,0.221,0.384,0.605,True,1.5,2026-04-09,Kansas City Royals vs Chicago White Sox
Total,OVER  7.5,-2.5,0.2,0.0432,0.4212,True,10.0,2026-04-09,San Diego Padres vs Colorado Rockies
