date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-08-15,Detroit Tigers,Chicago White Sox,3,4,7,Chicago White Sox,Detroit Tigers,76.9,23.1,False,76.9,8.99,1.9900000000000002,False,HIGH,8.0,UNDER
2026-08-15,Chicago Cubs,St. Louis Cardinals,4,8,12,St. Louis Cardinals,Chicago Cubs,73.5,26.5,False,73.5,8.65,3.3499999999999996,False,LOW,9.0,OVER
2026-08-15,Toronto Blue Jays,New York Yankees,4,1,5,Toronto Blue Jays,Toronto Blue Jays,50.3,49.7,True,50.3,7.0,2.0,True,HIGH,7.0,UNDER
2026-08-15,San Francisco Giants,Colorado Rockies,7,1,8,San Francisco Giants,San Francisco Giants,63.2,36.8,True,63.2,7.79,0.20999999999999996,True,LOW,7.5,OVER
2026-08-15,New York Mets,Washington Nationals,5,4,9,New York Mets,New York Mets,60.3,39.7,True,60.3,10.33,1.33,False,HIGH,7.5,OVER
2026-08-15,Tampa Bay Rays,Baltimore Orioles,3,4,7,Baltimore Orioles,Tampa Bay Rays,76.8,23.2,False,76.8,8.99,1.9900000000000002,False,HIGH,7.5,UNDER
2026-08-15,Cincinnati Reds,Miami Marlins,4,8,12,Miami Marlins,Miami Marlins,38.8,61.2,True,61.2,7.65,4.35,True,LOW,9.0,OVER
2026-08-15,Cleveland Guardians,San Diego Padres,6,1,7,Cleveland Guardians,San Diego Padres,23.2,76.8,False,76.8,9.04,2.039999999999999,False,HIGH,8.5,UNDER
2026-08-15,Houston Astros,Seattle Mariners,5,10,15,Seattle Mariners,Houston Astros,76.2,23.8,False,76.2,8.81,6.1899999999999995,False,LOW,8.5,OVER
2026-08-15,Minnesota Twins,Philadelphia Phillies,1,9,10,Philadelphia Phillies,Philadelphia Phillies,22.7,77.3,True,77.3,8.93,1.0700000000000003,True,LOW,8.0,OVER
2026-08-15,Pittsburgh Pirates,Boston Red Sox,0,4,4,Boston Red Sox,Boston Red Sox,24.8,75.2,True,75.2,9.07,5.07,True,HIGH,7.5,UNDER
2026-08-15,Atlanta Braves,Arizona Diamondbacks,3,10,13,Arizona Diamondbacks,Arizona Diamondbacks,49.6,50.4,True,50.4,7.0,6.0,True,LOW,9.0,OVER
2026-08-15,Los Angeles Dodgers,Milwaukee Brewers,1,4,5,Milwaukee Brewers,Los Angeles Dodgers,50.5,49.5,False,50.5,7.0,2.0,False,HIGH,7.5,UNDER
2026-08-15,Los Angeles Angels,Kansas City Royals,1,0,1,Los Angeles Angels,Los Angeles Angels,51.0,49.0,True,51.0,7.12,6.12,False,HIGH,7.5,UNDER
2026-08-15,Athletics,Texas Rangers,3,5,8,Texas Rangers,Texas Rangers,39.4,60.6,True,60.6,8.36,0.35999999999999943,True,HIGH,9.5,UNDER
