date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-05-31,Baltimore Orioles,Toronto Blue Jays,9,5,14,Baltimore Orioles,Baltimore Orioles,55.1,44.9,True,55.1,9.4,4.6,True,LOW,7.5,OVER
2026-05-31,Washington Nationals,San Diego Padres,4,2,6,Washington Nationals,Washington Nationals,68.7,31.3,True,68.7,8.21,2.210000000000001,True,HIGH,9.5,UNDER
2026-05-31,Pittsburgh Pirates,Minnesota Twins,9,3,12,Pittsburgh Pirates,Pittsburgh Pirates,65.8,34.2,True,65.8,9.81,2.1899999999999995,True,LOW,7.5,OVER
2026-05-31,Cleveland Guardians,Boston Red Sox,4,9,13,Boston Red Sox,Boston Red Sox,33.6,66.4,True,66.4,8.1,4.9,True,LOW,6.5,OVER
2026-05-31,Tampa Bay Rays,Los Angeles Angels,5,2,7,Tampa Bay Rays,Los Angeles Angels,35.8,64.2,False,64.2,9.93,2.9299999999999997,False,HIGH,8.5,UNDER
2026-05-31,Cincinnati Reds,Atlanta Braves,6,4,10,Cincinnati Reds,Atlanta Braves,32.8,67.2,False,67.2,9.7,0.3000000000000007,False,LOW,8.5,OVER
2026-05-31,New York Mets,Miami Marlins,10,1,11,New York Mets,New York Mets,72.7,27.3,True,72.7,8.57,2.4299999999999997,True,LOW,7.5,OVER
2026-05-31,Chicago White Sox,Detroit Tigers,2,1,3,Chicago White Sox,Chicago White Sox,78.1,21.9,True,78.1,9.05,6.050000000000001,False,HIGH,7.5,UNDER
2026-05-31,Houston Astros,Milwaukee Brewers,0,2,2,Milwaukee Brewers,Houston Astros,51.1,48.9,False,51.1,6.98,4.98,False,HIGH,7.5,UNDER
2026-05-31,Texas Rangers,Kansas City Royals,6,3,9,Texas Rangers,Texas Rangers,77.8,22.2,True,77.8,8.98,0.019999999999999574,True,LOW,7.5,OVER
2026-05-31,Colorado Rockies,San Francisco Giants,6,19,25,San Francisco Giants,San Francisco Giants,49.9,50.1,True,50.1,10.98,14.02,True,LOW,11.5,OVER
2026-05-31,Athletics,New York Yankees,8,13,21,New York Yankees,New York Yankees,21.8,78.2,True,78.2,9.04,11.96,True,LOW,9.5,OVER
2026-05-31,Seattle Mariners,Arizona Diamondbacks,3,2,5,Seattle Mariners,Seattle Mariners,50.8,49.2,True,50.8,7.14,2.1399999999999997,False,HIGH,7.5,UNDER
2026-05-31,Los Angeles Dodgers,Philadelphia Phillies,9,1,10,Los Angeles Dodgers,Los Angeles Dodgers,66.2,33.8,True,66.2,7.97,2.0300000000000002,True,LOW,8.5,OVER
2026-05-31,St. Louis Cardinals,Chicago Cubs,5,1,6,St. Louis Cardinals,Chicago Cubs,46.7,53.3,False,53.3,7.31,1.3099999999999996,False,HIGH,8.5,UNDER
