type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Run Line,St. Louis Cardinals +1.5,-132.0,0.1047,0.5396,0.6443,False,-1.0,2026-08-14,Chicago Cubs vs St. Louis Cardinals
Total,UNDER 8.0,-115.0,0.2,0.5108,0.7675,True,0.8696,2026-08-14,Cincinnati Reds vs Miami Marlins
Moneyline,Boston Red Sox ML,-120.0,0.25,0.5217,0.777,False,-1.0,2026-08-14,Pittsburgh Pirates vs Boston Red Sox
Moneyline,Detroit Tigers ML,-140.0,0.2285,0.5575,0.786,False,-1.0,2026-08-14,Detroit Tigers vs Chicago White Sox
Total,UNDER 8.5,-115.0,0.1632,0.5074,0.6706,False,-1.0,2026-08-14,Detroit Tigers vs Chicago White Sox
Moneyline,San Diego Padres ML,103.0,0.25,0.4745,0.781,True,1.03,2026-08-14,Cleveland Guardians vs San Diego Padres
Moneyline,Tampa Bay Rays ML,-165.0,0.1809,0.5991,0.78,False,-1.0,2026-08-14,Tampa Bay Rays vs Baltimore Orioles
Run Line,Arizona Diamondbacks +1.5,-125.0,0.0718,0.5325,0.6043,True,0.8,2026-08-14,Atlanta Braves vs Arizona Diamondbacks
Total,UNDER 8.0,-110.0,0.2,0.5,0.8646,True,0.9091,2026-08-14,Atlanta Braves vs Arizona Diamondbacks
Total,UNDER 7.5,-105.0,0.2,0.4852,0.7619,True,0.9524,2026-08-14,Toronto Blue Jays vs New York Yankees
Total,UNDER 8.0,-107.0,0.2,0.4915,0.8232,False,-1.0,2026-08-14,Houston Astros vs Seattle Mariners
Run Line,Los Angeles Angels +1.5,-190.0,0.1446,0.6237,0.7683,True,0.5263,2026-08-14,Los Angeles Angels vs Kansas City Royals
Total,UNDER 8.5,-112.0,0.2,0.5021,0.8678,False,-1.0,2026-08-14,Los Angeles Angels vs Kansas City Royals
Moneyline,Texas Rangers ML,-117.0,0.074,0.525,0.599,False,-1.0,2026-08-14,Athletics vs Texas Rangers
Total,UNDER 9.5,-115.0,0.2,0.5085,0.8919,False,-1.0,2026-08-14,Athletics vs Texas Rangers
Run Line,Milwaukee Brewers +1.5,-145.0,0.182,0.5645,0.7465,False,-1.0,2026-08-14,Los Angeles Dodgers vs Milwaukee Brewers
Total,UNDER 7.5,-108.0,0.2,0.4926,0.773,True,0.9259,2026-08-14,Los Angeles Dodgers vs Milwaukee Brewers
Run Line,Colorado Rockies +1.5,-192.0,0.0973,0.6264,0.7237,True,0.5208,2026-08-14,San Francisco Giants vs Colorado Rockies
Total,UNDER 7.5,-112.0,0.2,0.5021,0.7077,True,0.8929,2026-08-14,San Francisco Giants vs Colorado Rockies
