Game,Bet,Odds,Book_Prob,Model_Prob,Edge,Rating,Type
Boston Red Sox vs Toronto Blue Jays,Boston Red Sox ML,-109,50.2%,77.7%,0.27477411743756397,Strong,Moneyline
Miami Marlins vs San Diego Padres,San Diego Padres ML,+115,44.8%,69.3%,0.24480999808465803,Strong,Moneyline
Chicago White Sox vs Houston Astros,Chicago White Sox ML,-123,53.1%,72.4%,0.1933254761654215,Strong,Moneyline
Tampa Bay Rays vs Cleveland Guardians,Tampa Bay Rays ML,-116,52.0%,70.2%,0.1816589092201102,Strong,Moneyline
Detroit Tigers vs Kansas City Royals,Detroit Tigers ML,-158,59.0%,75.8%,0.16797934212617194,Strong,Moneyline
New York Mets vs Los Angeles Dodgers,New York Mets +1.5,-135,55.3%,71.9%,0.1665641053216822,Strong,Run Line
Chicago White Sox vs Houston Astros,Chicago White Sox -1.5,+165,36.2%,51.0%,0.14733858768252056,Strong,Run Line
Tampa Bay Rays vs Cleveland Guardians,Tampa Bay Rays -1.5,+171,35.5%,49.5%,0.13988974288936024,Strong,Run Line
St. Louis Cardinals vs Cincinnati Reds,Cincinnati Reds ML,-104,49.0%,62.5%,0.1349548712503318,Strong,Moneyline
Philadelphia Phillies vs New York Yankees,Philadelphia Phillies +1.5,-159,59.1%,71.9%,0.12854718586655078,Strong,Run Line
Detroit Tigers vs Kansas City Royals,Detroit Tigers -1.5,+132,41.5%,53.8%,0.12274878425478292,Strong,Run Line
Baltimore Orioles vs Atlanta Braves,Baltimore Orioles +1.5,-177,61.4%,73.6%,0.12161754539177627,Strong,Run Line
Texas Rangers vs Seattle Mariners,Seattle Mariners ML,-112,50.9%,61.7%,0.10809052031361366,Good,Moneyline
San Francisco Giants vs Los Angeles Angels,Los Angeles Angels +1.5,-188,62.9%,71.9%,0.08990991044317065,Good,Run Line
Washington Nationals vs Arizona Diamondbacks,Arizona Diamondbacks +1.5,-165,59.9%,67.7%,0.07783201020387176,Lean,Run Line
