type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Total,UNDER 9.0,-110.0,0.2,0.5,0.7,True,0.9091,2026-06-26,Detroit Tigers vs Houston Astros
Moneyline,Baltimore Orioles ML,-141.5,0.2212,0.5598,0.781,True,0.7067,2026-06-26,Baltimore Orioles vs Washington Nationals
Run Line,Baltimore Orioles -1.5,144.0,0.0781,0.3905,0.4686,True,1.44,2026-06-26,Baltimore Orioles vs Washington Nationals
Total,UNDER 9.0,-105.5,0.1269,0.4897,0.6166,True,0.9479,2026-06-26,Baltimore Orioles vs Washington Nationals
Total,UNDER 7.5,-105.0,0.137,0.4892,0.6261,True,0.9524,2026-06-26,Cleveland Guardians vs Seattle Mariners
Moneyline,Tampa Bay Rays ML,-136.5,0.2268,0.5532,0.78,True,0.7326,2026-06-26,Tampa Bay Rays vs Arizona Diamondbacks
Run Line,Tampa Bay Rays -1.5,152.0,0.0906,0.3774,0.468,True,1.52,2026-06-26,Tampa Bay Rays vs Arizona Diamondbacks
Total,UNDER 8.5,-110.0,0.0785,0.5,0.5785,True,0.9091,2026-06-26,Tampa Bay Rays vs Arizona Diamondbacks
Moneyline,Philadelphia Phillies ML,-158.5,0.1749,0.5851,0.76,True,0.6309,2026-06-26,New York Mets vs Philadelphia Phillies
Moneyline,Boston Red Sox ML,-123.5,0.0638,0.5262,0.59,True,0.8097,2026-06-26,Boston Red Sox vs New York Yankees
Run Line,Boston Red Sox -0.0,-24.0,0.1274,0.2266,0.354,True,4.1667,2026-06-26,Boston Red Sox vs New York Yankees
Total,UNDER 8.5,-2.0,0.2,0.0348,0.6719,True,10.0,2026-06-26,Boston Red Sox vs New York Yankees
Moneyline,Milwaukee Brewers ML,-250.0,0.0716,0.6854,0.757,True,0.4,2026-06-26,Milwaukee Brewers vs Chicago Cubs
Moneyline,Miami Marlins ML,-112.5,0.2253,0.5037,0.729,True,0.8889,2026-06-26,St. Louis Cardinals vs Miami Marlins
Run Line,Miami Marlins +1.5,150.0,0.0559,0.3815,0.4374,True,1.5,2026-06-26,St. Louis Cardinals vs Miami Marlins
Moneyline,San Diego Padres ML,124.5,0.1786,0.4264,0.605,True,1.245,2026-06-26,San Diego Padres vs Los Angeles Dodgers
Total,UNDER 7.5,-105.0,0.1027,0.4892,0.5919,False,-1.0,2026-06-26,San Diego Padres vs Los Angeles Dodgers
Moneyline,San Francisco Giants ML,104.5,0.2359,0.4681,0.704,False,-1.0,2026-06-26,San Francisco Giants vs Atlanta Braves
Total,UNDER 8.5,-110.0,0.1134,0.5,0.6134,True,0.9091,2026-06-26,San Francisco Giants vs Atlanta Braves
