type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Total,UNDER 7.5,-105.0,0.1058,0.4892,0.595,True,0.9524,2026-04-28,Cleveland Guardians vs Tampa Bay Rays
Moneyline,Cincinnati Reds ML,-192.5,0.1449,0.6311,0.776,True,0.5195,2026-04-28,Cincinnati Reds vs Colorado Rockies
Total,UNDER 8.5,-115.0,0.0652,0.5108,0.576,False,-1.0,2026-04-28,Cincinnati Reds vs Colorado Rockies
Total,UNDER 8.0,-109.0,0.1571,0.4978,0.6549,True,0.9174,2026-04-28,Philadelphia Phillies vs San Francisco Giants
Total,UNDER 7.5,-105.0,0.136,0.4877,0.6236,True,0.9524,2026-04-28,Toronto Blue Jays vs Boston Red Sox
Total,UNDER 8.0,-104.5,0.107,0.4876,0.5945,False,-1.0,2026-04-28,New York Mets vs Washington Nationals
Moneyline,Atlanta Braves ML,-124.5,0.098,0.532,0.63,True,0.8032,2026-04-28,Atlanta Braves vs Detroit Tigers
Moneyline,Seattle Mariners ML,-130.0,0.2353,0.5427,0.778,True,0.7692,2026-04-28,Minnesota Twins vs Seattle Mariners
Moneyline,Chicago White Sox ML,110.0,0.2467,0.4573,0.704,True,1.1,2026-04-28,Chicago White Sox vs Los Angeles Angels
Total,OVER  8.0,-111.0,0.0838,0.5022,0.586,True,0.9009,2026-04-28,Milwaukee Brewers vs Arizona Diamondbacks
Moneyline,New York Yankees ML,-120.0,0.1753,0.5217,0.697,True,0.8333,2026-04-28,Texas Rangers vs New York Yankees
Total,UNDER 9.5,-120.0,0.0683,0.5217,0.59,True,0.8333,2026-04-28,Athletics vs Kansas City Royals
