date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-05-03,Minnesota Twins,Toronto Blue Jays,4,3,7,Minnesota Twins,Toronto Blue Jays,24.5,75.5,False,75.5,8.68,1.6799999999999997,False,HIGH,8.5,UNDER
2026-05-03,Boston Red Sox,Houston Astros,1,3,4,Houston Astros,Boston Red Sox,75.1,24.9,False,75.1,8.72,4.720000000000001,False,HIGH,8.5,UNDER
2026-05-03,Pittsburgh Pirates,Cincinnati Reds,1,0,1,Pittsburgh Pirates,Pittsburgh Pirates,74.1,25.9,True,74.1,9.29,8.29,False,HIGH,7.5,UNDER
2026-05-03,New York Yankees,Baltimore Orioles,11,3,14,New York Yankees,New York Yankees,77.0,23.0,True,77.0,8.99,5.01,True,LOW,8.5,OVER
2026-05-03,Washington Nationals,Milwaukee Brewers,3,2,5,Washington Nationals,Milwaukee Brewers,23.2,76.8,False,76.8,9.04,4.039999999999999,False,HIGH,8.5,UNDER
2026-05-03,Tampa Bay Rays,San Francisco Giants,2,1,3,Tampa Bay Rays,Tampa Bay Rays,56.1,43.9,True,56.1,7.36,4.36,False,HIGH,8.5,UNDER
2026-05-03,Miami Marlins,Philadelphia Phillies,2,7,9,Philadelphia Phillies,Philadelphia Phillies,45.9,54.1,True,54.1,7.26,1.7400000000000002,True,LOW,8.5,OVER
2026-05-03,St. Louis Cardinals,Los Angeles Dodgers,1,4,5,Los Angeles Dodgers,Los Angeles Dodgers,25.8,74.2,True,74.2,8.71,3.710000000000001,True,HIGH,9.5,UNDER
2026-05-03,Chicago Cubs,Arizona Diamondbacks,8,4,12,Chicago Cubs,Chicago Cubs,60.1,39.9,True,60.1,10.24,1.7599999999999998,True,LOW,11.5,OVER
2026-05-03,Colorado Rockies,Atlanta Braves,6,11,17,Atlanta Braves,Atlanta Braves,39.1,60.9,True,60.9,10.24,6.76,True,LOW,9.5,OVER
2026-05-03,Athletics,Cleveland Guardians,7,1,8,Athletics,Athletics,57.2,42.8,True,57.2,7.48,0.5199999999999996,True,LOW,9.5,UNDER
2026-05-03,Los Angeles Angels,New York Mets,1,5,6,New York Mets,New York Mets,35.2,64.8,True,64.8,9.64,3.6400000000000006,True,HIGH,8.5,UNDER
2026-05-03,Seattle Mariners,Kansas City Royals,1,4,5,Kansas City Royals,Kansas City Royals,34.0,66.0,True,66.0,9.88,4.880000000000001,True,HIGH,7.5,UNDER
2026-05-03,San Diego Padres,Chicago White Sox,4,3,7,San Diego Padres,Chicago White Sox,25.7,74.3,False,74.3,8.77,1.7699999999999996,False,HIGH,8.5,UNDER
2026-05-03,Detroit Tigers,Texas Rangers,7,1,8,Detroit Tigers,Detroit Tigers,54.8,45.2,True,54.8,7.29,0.71,True,LOW,8.5,UNDER
