date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-08-17,Cincinnati Reds (DH-1),St. Louis Cardinals,1,2,3,St. Louis Cardinals,St. Louis Cardinals,22.9,77.1,True,77.1,8.96,5.960000000000001,False,HIGH,9.0,UNDER
2026-08-17,Cincinnati Reds (DH-2),St. Louis Cardinals,6,5,11,Cincinnati Reds,St. Louis Cardinals,21.8,78.2,False,78.2,9.0,2.0,False,LOW,9.0,OVER
2026-08-17,Tampa Bay Rays,Baltimore Orioles,7,6,13,Tampa Bay Rays,Tampa Bay Rays,77.6,22.4,True,77.6,9.01,3.99,False,LOW,7.5,OVER
2026-08-17,Philadelphia Phillies,Miami Marlins,6,5,11,Philadelphia Phillies,Philadelphia Phillies,60.8,39.2,True,60.8,8.8,2.1999999999999993,False,LOW,8.5,OVER
2026-08-17,Pittsburgh Pirates,Detroit Tigers,5,8,13,Detroit Tigers,Detroit Tigers,24.7,75.3,True,75.3,9.11,3.8900000000000006,True,LOW,8.5,OVER
2026-08-17,Boston Red Sox,Arizona Diamondbacks,11,1,12,Boston Red Sox,Boston Red Sox,54.9,45.1,True,54.9,7.44,4.56,True,LOW,9.0,OVER
2026-08-17,New York Mets,San Diego Padres,2,1,3,New York Mets,San Diego Padres,41.6,58.4,False,58.4,8.15,5.15,False,HIGH,7.5,UNDER
2026-08-17,Kansas City Royals,Athletics,9,5,14,Kansas City Royals,Kansas City Royals,58.7,41.3,True,58.7,10.36,3.6400000000000006,True,LOW,8.5,OVER
2026-08-17,Minnesota Twins,Atlanta Braves,4,2,6,Minnesota Twins,Atlanta Braves,23.8,76.2,False,76.2,8.87,2.869999999999999,False,HIGH,9.0,UNDER
2026-08-17,Chicago Cubs,Chicago White Sox,7,5,12,Chicago Cubs,Chicago White Sox,49.6,50.4,False,50.4,11.0,1.0,False,LOW,8.0,OVER
2026-08-17,Colorado Rockies,Los Angeles Dodgers,5,11,16,Los Angeles Dodgers,Los Angeles Dodgers,34.1,65.9,True,65.9,8.55,7.449999999999999,True,LOW,11.0,OVER
