type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Seattle Mariners ML,-130.0,0.0546,0.5554,0.61,True,0.7692,2026-06-23,Pittsburgh Pirates vs Seattle Mariners
Total,UNDER 8.5,105.0,0.1863,0.475,0.6613,True,1.05,2026-06-23,Pittsburgh Pirates vs Seattle Mariners
Moneyline,Kansas City Royals ML,169.0,0.25,0.3646,0.698,True,1.69,2026-06-23,Tampa Bay Rays vs Kansas City Royals
Moneyline,Miami Marlins ML,-153.0,0.1779,0.5931,0.771,True,0.6536,2026-06-23,Miami Marlins vs Texas Rangers
Total,UNDER 8.5,-104.0,0.0779,0.5012,0.5791,False,-1.0,2026-06-23,Miami Marlins vs Texas Rangers
Total,UNDER 8.0,-109.0,0.1518,0.5118,0.6636,True,0.9174,2026-06-23,Detroit Tigers vs New York Yankees
Moneyline,Chicago Cubs ML,-107.0,0.1714,0.5096,0.681,True,0.9346,2026-06-23,New York Mets vs Chicago Cubs
Total,UNDER 9.5,-115.0,0.1758,0.5242,0.7,True,0.8696,2026-06-23,Cincinnati Reds vs Milwaukee Brewers
Total,UNDER 7.5,-127.0,0.0837,0.5449,0.6286,True,0.7874,2026-06-23,Chicago White Sox vs Cleveland Guardians
Total,UNDER 10.5,103.0,0.1741,0.4847,0.6588,True,1.03,2026-06-23,Colorado Rockies vs Boston Red Sox
Total,UNDER 8.5,115.0,0.1368,0.4498,0.5866,True,1.15,2026-06-23,Los Angeles Angels vs Baltimore Orioles
Moneyline,San Diego Padres ML,-105.0,0.2416,0.5024,0.744,True,0.9524,2026-06-23,San Diego Padres vs Atlanta Braves
Total,UNDER 8.5,-112.0,0.076,0.5187,0.5947,False,-1.0,2026-06-23,San Diego Padres vs Atlanta Braves
