type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Total,UNDER 8.5,-112.0,0.1681,0.515,0.6831,False,-1.0,2026-06-16,Philadelphia Phillies vs Miami Marlins
Moneyline,Washington Nationals ML,-135.0,0.1723,0.5627,0.735,True,0.7407,2026-06-16,Washington Nationals vs Kansas City Royals
Total,UNDER 7.5,-111.0,0.0872,0.509,0.5962,True,0.9009,2026-06-16,Boston Red Sox vs Toronto Blue Jays
Moneyline,New York Yankees ML,-141.0,0.2013,0.5747,0.776,True,0.7092,2026-06-16,New York Yankees vs Chicago White Sox
Run Line,New York Yankees -1.5,151.0,0.0737,0.3919,0.4656,True,1.51,2026-06-16,New York Yankees vs Chicago White Sox
Moneyline,Cincinnati Reds ML,101.0,0.25,0.4861,0.757,True,1.01,2026-06-16,Cincinnati Reds vs New York Mets
Total,UNDER 9.5,101.0,0.1614,0.4809,0.6423,True,1.01,2026-06-16,Cincinnati Reds vs New York Mets
Moneyline,Milwaukee Brewers ML,-147.0,0.1749,0.5851,0.76,True,0.6803,2026-06-16,Milwaukee Brewers vs Cleveland Guardians
Total,UNDER 8.5,-117.0,0.0628,0.525,0.5878,True,0.8547,2026-06-16,Milwaukee Brewers vs Cleveland Guardians
Moneyline,St. Louis Cardinals ML,-113.0,0.2158,0.5222,0.738,True,0.885,2026-06-16,St. Louis Cardinals vs San Diego Padres
Total,UNDER 8.5,-111.0,0.0894,0.5102,0.5997,True,0.9009,2026-06-16,St. Louis Cardinals vs San Diego Padres
Moneyline,Minnesota Twins ML,115.0,0.1507,0.4593,0.61,True,1.15,2026-06-16,Texas Rangers vs Minnesota Twins
Moneyline,Detroit Tigers ML,149.0,0.25,0.3955,0.772,False,-1.0,2026-06-16,Houston Astros vs Detroit Tigers
Total,UNDER 8.5,-105.0,0.0792,0.5012,0.5804,True,0.9524,2026-06-16,Houston Astros vs Detroit Tigers
Moneyline,Los Angeles Angels ML,-108.0,0.25,0.5094,0.77,True,0.9259,2026-06-16,Arizona Diamondbacks vs Los Angeles Angels
Run Line,Los Angeles Angels +1.5,151.0,0.0729,0.3891,0.462,True,1.51,2026-06-16,Arizona Diamondbacks vs Los Angeles Angels
Total,UNDER 8.5,104.0,0.099,0.4782,0.5773,True,1.04,2026-06-16,Arizona Diamondbacks vs Los Angeles Angels
Total,UNDER 10.5,104.0,0.1221,0.4813,0.6034,False,-1.0,2026-06-16,Athletics vs Pittsburgh Pirates
Moneyline,Seattle Mariners ML,-139.0,0.138,0.569,0.707,True,0.7194,2026-06-16,Seattle Mariners vs Baltimore Orioles
Moneyline,Los Angeles Dodgers ML,-137.0,0.1097,0.5653,0.675,True,0.7299,2026-06-16,Los Angeles Dodgers vs Tampa Bay Rays
Total,UNDER 8.5,-120.0,0.0967,0.5279,0.6246,True,0.8333,2026-06-16,Los Angeles Dodgers vs Tampa Bay Rays
