type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Milwaukee Brewers ML,-145.0,0.0653,0.5667,0.632,False,-1.0,2026-07-11,Pittsburgh Pirates vs Milwaukee Brewers
Moneyline,Minnesota Twins ML,-185.0,0.1573,0.6197,0.777,True,0.5405,2026-07-11,Minnesota Twins vs Los Angeles Angels
Total,UNDER 9.0,-110.0,0.1129,0.5,0.6129,True,0.9091,2026-07-11,Minnesota Twins vs Los Angeles Angels
Moneyline,Chicago White Sox ML,-130.0,0.2336,0.5374,0.771,True,0.7692,2026-07-11,Chicago White Sox vs Athletics
Run Line,Chicago White Sox -1.5,152.5,0.0859,0.3767,0.4626,False,-1.0,2026-07-11,Chicago White Sox vs Athletics
Total,UNDER 8.5,-105.0,0.0862,0.4892,0.5754,True,0.9524,2026-07-11,Chicago White Sox vs Athletics
Moneyline,Colorado Rockies ML,122.5,0.1531,0.4299,0.583,False,-1.0,2026-07-11,San Francisco Giants vs Colorado Rockies
Moneyline,Boston Red Sox ML,118.5,0.25,0.4361,0.768,True,1.185,2026-07-11,New York Mets vs Boston Red Sox
Total,UNDER 7.0,100.0,0.1085,0.4783,0.5868,False,-1.0,2026-07-11,Tampa Bay Rays vs Seattle Mariners
Moneyline,Detroit Tigers ML,119.0,0.25,0.4366,0.772,False,-1.0,2026-07-11,Detroit Tigers vs Philadelphia Phillies
Moneyline,Chicago Cubs ML,-102.0,0.1394,0.4826,0.622,True,0.9804,2026-07-11,Cincinnati Reds vs Chicago Cubs
Total,UNDER 9.5,-107.5,0.1154,0.492,0.6074,True,0.9302,2026-07-11,Cincinnati Reds vs Chicago Cubs
Moneyline,St. Louis Cardinals ML,-111.0,0.0868,0.5022,0.589,True,0.9009,2026-07-11,St. Louis Cardinals vs Atlanta Braves
Moneyline,Toronto Blue Jays ML,-110.0,0.1365,0.4995,0.636,False,-1.0,2026-07-11,San Diego Padres vs Toronto Blue Jays
Moneyline,Arizona Diamondbacks ML,250.0,0.25,0.2729,0.692,True,2.5,2026-07-11,Los Angeles Dodgers vs Arizona Diamondbacks
Total,UNDER 8.5,-110.0,0.1018,0.4979,0.5997,False,-1.0,2026-07-11,Los Angeles Dodgers vs Arizona Diamondbacks
