type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,St. Louis Cardinals ML,133.0,0.25,0.4203,0.691,False,-1.0,2026-06-11,New York Mets vs St. Louis Cardinals
Total,UNDER 8.5,105.0,0.1601,0.4675,0.6277,False,-1.0,2026-06-11,New York Mets vs St. Louis Cardinals
Moneyline,Detroit Tigers ML,-122.0,0.2326,0.5404,0.773,True,0.8197,2026-06-11,Detroit Tigers vs Minnesota Twins
Run Line,Detroit Tigers -1.5,161.0,0.087,0.3768,0.4638,True,1.61,2026-06-11,Detroit Tigers vs Minnesota Twins
Total,UNDER 9.5,-104.0,0.1558,0.4977,0.6535,False,-1.0,2026-06-11,Detroit Tigers vs Minnesota Twins
Moneyline,Miami Marlins ML,-122.0,0.2376,0.5404,0.778,True,0.8197,2026-06-11,Miami Marlins vs Arizona Diamondbacks
Run Line,Miami Marlins -1.5,167.0,0.1005,0.3663,0.4668,True,1.67,2026-06-11,Miami Marlins vs Arizona Diamondbacks
Total,UNDER 8.5,-107.0,0.0733,0.5071,0.5804,True,0.9346,2026-06-11,Miami Marlins vs Arizona Diamondbacks
Total,UNDER 10.5,-113.0,0.1839,0.5161,0.7,True,0.885,2026-06-11,Kansas City Royals vs Texas Rangers
Total,UNDER 11.5,-111.0,0.1632,0.5139,0.6771,False,-1.0,2026-06-11,Colorado Rockies vs Chicago Cubs
