type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Miami Marlins ML,102.5,0.25,0.4719,0.724,True,1.025,2026-06-24,Miami Marlins vs Texas Rangers
Moneyline,Chicago Cubs ML,-114.5,0.1527,0.5103,0.663,True,0.8734,2026-06-24,New York Mets vs Chicago Cubs
Total,UNDER 8.0,-105.0,0.1738,0.4892,0.663,True,0.9524,2026-06-24,Chicago White Sox vs Cleveland Guardians
Total,UNDER 10.5,-105.5,0.1329,0.4897,0.6227,False,-1.0,2026-06-24,Colorado Rockies vs Boston Red Sox
Moneyline,Pittsburgh Pirates ML,-115.0,0.2142,0.5108,0.725,True,0.8696,2026-06-24,Pittsburgh Pirates vs Seattle Mariners
Moneyline,Kansas City Royals ML,127.0,0.2371,0.4199,0.657,False,-1.0,2026-06-24,Tampa Bay Rays vs Kansas City Royals
Total,UNDER 7.0,-108.0,0.0953,0.4877,0.583,True,0.9259,2026-06-24,Detroit Tigers vs New York Yankees
Moneyline,Houston Astros ML,118.5,0.2486,0.4364,0.685,True,1.185,2026-06-24,Toronto Blue Jays vs Houston Astros
Moneyline,Milwaukee Brewers ML,-133.0,0.1258,0.5452,0.671,True,0.7519,2026-06-24,Cincinnati Reds vs Milwaukee Brewers
Total,UNDER 9.5,-115.0,0.1892,0.5108,0.7,False,-1.0,2026-06-24,Cincinnati Reds vs Milwaukee Brewers
Moneyline,San Diego Padres ML,-102.5,0.25,0.4832,0.761,True,0.9756,2026-06-24,San Diego Padres vs Atlanta Braves
Moneyline,San Francisco Giants ML,-103.0,0.1002,0.4848,0.585,True,0.9709,2026-06-24,San Francisco Giants vs Athletics
