type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,San Diego Padres ML,-162.0,0.1721,0.5939,0.766,False,-1.0,2026-09-02,Cincinnati Reds vs San Diego Padres
Total,UNDER 9.5,-115.0,0.2,0.5108,0.7798,False,-1.0,2026-09-02,Cincinnati Reds vs San Diego Padres
Moneyline,Washington Nationals ML,118.0,0.2438,0.4402,0.684,False,-1.0,2026-09-02,Washington Nationals vs Atlanta Braves
Total,UNDER 9.5,-116.5,0.2,0.5141,0.8528,True,0.8584,2026-09-02,Washington Nationals vs Atlanta Braves
Total,OVER  8.0,-103.5,0.0781,0.4854,0.5635,True,0.9662,2026-09-02,Texas Rangers vs Athletics
Moneyline,Baltimore Orioles ML,-180.0,0.1666,0.6164,0.783,False,-1.0,2026-09-02,Colorado Rockies vs Baltimore Orioles
Moneyline,Philadelphia Phillies ML,-130.0,0.1923,0.5427,0.735,False,-1.0,2026-09-02,Arizona Diamondbacks vs Philadelphia Phillies
Total,UNDER 8.5,-1.5,0.2,0.0265,0.7087,True,10.0,2026-09-02,Arizona Diamondbacks vs Philadelphia Phillies
Run Line,Boston Red Sox -1.5,145.0,0.1388,0.3908,0.5296,False,-1.0,2026-09-02,Boston Red Sox vs Seattle Mariners
Moneyline,San Francisco Giants ML,130.0,0.18,0.417,0.597,True,1.3,2026-09-02,Pittsburgh Pirates vs San Francisco Giants
Run Line,San Francisco Giants +1.5,-161.0,0.1684,0.5918,0.7602,True,0.6211,2026-09-02,Pittsburgh Pirates vs San Francisco Giants
Total,UNDER 9.0,-114.0,0.2,0.5092,0.7864,False,-1.0,2026-09-02,Pittsburgh Pirates vs San Francisco Giants
Run Line,Tampa Bay Rays -1.5,115.0,0.1121,0.4455,0.5575,False,-1.0,2026-09-02,Tampa Bay Rays vs New York Mets
Total,UNDER 8.0,-110.0,0.2,0.5,0.842,False,-1.0,2026-09-02,Tampa Bay Rays vs New York Mets
Moneyline,Cleveland Guardians ML,110.0,0.2298,0.4552,0.685,False,-1.0,2026-09-02,Cleveland Guardians vs Toronto Blue Jays
Moneyline,Minnesota Twins ML,-120.0,0.25,0.5217,0.779,False,-1.0,2026-09-02,Minnesota Twins vs Detroit Tigers
Moneyline,Kansas City Royals ML,-120.0,0.1575,0.5255,0.683,False,-1.0,2026-09-02,Kansas City Royals vs Miami Marlins
Total,UNDER 9.0,-115.0,0.2,0.5108,0.8504,False,-1.0,2026-09-02,Kansas City Royals vs Miami Marlins
Run Line,Chicago White Sox +1.5,-178.0,0.0706,0.6136,0.6842,False,-1.0,2026-09-02,Houston Astros vs Chicago White Sox
Run Line,New York Yankees -1.5,115.0,0.151,0.4455,0.5965,True,1.15,2026-09-02,Los Angeles Angels vs New York Yankees
