date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-09-22,New York Yankees (DH-1),Tampa Bay Rays,2,0,2,New York Yankees,Tampa Bay Rays,39.8,60.2,False,60.2,8.74,6.74,False,HIGH,6.0,UNDER
2026-09-22,New York Yankees (DH-2),Tampa Bay Rays,1,6,7,Tampa Bay Rays,Tampa Bay Rays,39.7,60.3,True,60.3,7.86,0.8600000000000003,True,HIGH,6.0,OVER
2026-09-22,Detroit Tigers,Washington Nationals,1,3,4,Washington Nationals,Detroit Tigers,62.6,37.4,False,62.6,10.03,6.029999999999999,False,HIGH,8.0,UNDER
2026-09-22,Pittsburgh Pirates,St. Louis Cardinals,2,0,2,Pittsburgh Pirates,Pittsburgh Pirates,73.6,26.4,True,73.6,8.74,6.74,True,HIGH,7.0,UNDER
2026-09-22,Philadelphia Phillies,Milwaukee Brewers,6,4,10,Philadelphia Phillies,Milwaukee Brewers,22.6,77.4,False,77.4,8.96,1.0399999999999991,False,LOW,7.0,OVER
2026-09-22,Boston Red Sox,Cleveland Guardians,2,3,5,Cleveland Guardians,Cleveland Guardians,44.8,55.2,True,55.2,7.33,2.33,False,HIGH,6.0,UNDER
2026-09-22,Atlanta Braves,Cincinnati Reds,0,4,4,Cincinnati Reds,Atlanta Braves,77.4,22.6,False,77.4,9.02,5.02,False,HIGH,9.5,UNDER
2026-09-22,Kansas City Royals,Chicago White Sox,11,14,25,Chicago White Sox,Chicago White Sox,24.5,75.5,True,75.5,8.97,16.03,True,LOW,7.75,OVER
2026-09-22,Chicago Cubs,Miami Marlins,2,8,10,Miami Marlins,Chicago Cubs,70.0,30.0,False,70.0,9.53,0.47000000000000064,False,LOW,6.5,OVER
2026-09-22,Texas Rangers,New York Mets,3,6,9,New York Mets,Texas Rangers,60.0,40.0,False,60.0,9.86,0.8599999999999994,False,HIGH,8.5,OVER
2026-09-22,Colorado Rockies,Arizona Diamondbacks,2,7,9,Arizona Diamondbacks,Arizona Diamondbacks,24.2,75.8,True,75.8,9.04,0.03999999999999915,True,HIGH,11.0,UNDER
2026-09-22,Athletics,Los Angeles Angels,9,7,16,Athletics,Los Angeles Angels,39.5,60.5,False,60.5,7.88,8.120000000000001,False,LOW,9.5,OVER
2026-09-22,Seattle Mariners,Houston Astros,0,7,7,Houston Astros,Seattle Mariners,77.6,22.4,False,77.6,9.02,2.0199999999999996,False,HIGH,7.25,UNDER
2026-09-22,San Francisco Giants,Minnesota Twins,2,3,5,Minnesota Twins,San Francisco Giants,67.4,32.6,False,67.4,8.89,3.8900000000000006,False,HIGH,7.25,UNDER
2026-09-22,Los Angeles Dodgers,San Diego Padres,7,0,7,Los Angeles Dodgers,Los Angeles Dodgers,75.9,24.1,True,75.9,9.13,2.130000000000001,True,HIGH,8.5,UNDER
2026-09-22,Baltimore Orioles,Toronto Blue Jays,0,0,0,Toronto Blue Jays,Baltimore Orioles,52.0,48.0,False,52.0,7.56,7.56,False,HIGH,,
