type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Chicago White Sox ML,124.0,0.25,0.4269,0.779,True,1.24,2026-06-30,Baltimore Orioles vs Chicago White Sox
Total,UNDER 10.5,-110.5,0.1995,0.5005,0.7,False,-1.0,2026-06-30,Baltimore Orioles vs Chicago White Sox
Total,UNDER 7.5,-105.0,0.1195,0.4892,0.6087,True,0.9524,2026-06-30,Cleveland Guardians vs Texas Rangers
Moneyline,Detroit Tigers ML,-110.0,0.25,0.5,0.771,True,0.9091,2026-06-30,New York Yankees vs Detroit Tigers
Run Line,Detroit Tigers +1.5,145.5,0.0788,0.3838,0.4626,True,1.455,2026-06-30,New York Yankees vs Detroit Tigers
Moneyline,Toronto Blue Jays ML,-104.0,0.1235,0.4855,0.609,False,-1.0,2026-06-30,Toronto Blue Jays vs New York Mets
Total,UNDER 7.75,-111.0,0.0948,0.4984,0.5932,True,0.9009,2026-06-30,Toronto Blue Jays vs New York Mets
Moneyline,Boston Red Sox ML,-140.0,0.0536,0.5564,0.61,False,-1.0,2026-06-30,Boston Red Sox vs Washington Nationals
Total,UNDER 9.0,-107.5,0.1601,0.492,0.6521,False,-1.0,2026-06-30,Boston Red Sox vs Washington Nationals
Moneyline,St. Louis Cardinals ML,122.5,0.1574,0.4286,0.586,True,1.225,2026-06-30,Atlanta Braves vs St. Louis Cardinals
Total,UNDER 9.0,-103.0,0.1117,0.4843,0.5961,True,0.9709,2026-06-30,Atlanta Braves vs St. Louis Cardinals
Moneyline,Tampa Bay Rays ML,-115.0,0.25,0.5108,0.781,True,0.8696,2026-06-30,Kansas City Royals vs Tampa Bay Rays
Run Line,Tampa Bay Rays +1.5,137.5,0.0665,0.4021,0.4686,True,1.375,2026-06-30,Kansas City Royals vs Tampa Bay Rays
Total,UNDER 9.5,-104.5,0.1655,0.4886,0.6541,False,-1.0,2026-06-30,Kansas City Royals vs Tampa Bay Rays
Moneyline,Milwaukee Brewers ML,-171.0,0.1772,0.6038,0.781,True,0.5848,2026-06-30,Milwaukee Brewers vs Cincinnati Reds
Total,UNDER 9.5,-120.0,0.1336,0.5217,0.6554,True,0.8333,2026-06-30,Milwaukee Brewers vs Cincinnati Reds
Moneyline,Chicago Cubs ML,-147.0,0.1269,0.5681,0.695,True,0.6803,2026-06-30,Chicago Cubs vs San Diego Padres
Total,UNDER 11.0,-105.0,0.2,0.4867,0.7,False,-1.0,2026-06-30,Chicago Cubs vs San Diego Padres
Moneyline,Miami Marlins ML,-135.5,0.1269,0.5501,0.677,True,0.738,2026-06-30,Colorado Rockies vs Miami Marlins
Total,UNDER 11.0,-106.0,0.2,0.4903,0.7,False,-1.0,2026-06-30,Colorado Rockies vs Miami Marlins
Moneyline,Los Angeles Dodgers ML,-185.5,0.157,0.619,0.776,True,0.5391,2026-06-30,Athletics vs Los Angeles Dodgers
Total,UNDER 11.0,-105.0,0.2,0.4892,0.7,False,-1.0,2026-06-30,Athletics vs Los Angeles Dodgers
Moneyline,San Francisco Giants ML,-105.0,0.0958,0.4892,0.585,False,-1.0,2026-06-30,Arizona Diamondbacks vs San Francisco Giants
Total,UNDER 9.0,-119.0,0.1642,0.5165,0.6807,False,-1.0,2026-06-30,Arizona Diamondbacks vs San Francisco Giants
