type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Seattle Mariners ML,-122.0,0.1813,0.5267,0.708,True,0.8197,2026-06-09,Baltimore Orioles vs Seattle Mariners
Total,UNDER 8.5,-103.0,0.094,0.4838,0.5779,False,-1.0,2026-06-09,Baltimore Orioles vs Seattle Mariners
Moneyline,Los Angeles Dodgers ML,101.0,0.2135,0.4765,0.69,True,1.01,2026-06-09,Pittsburgh Pirates vs Los Angeles Dodgers
Moneyline,Boston Red Sox ML,-121.0,0.2058,0.5252,0.731,False,-1.0,2026-06-09,Tampa Bay Rays vs Boston Red Sox
Moneyline,Detroit Tigers ML,-130.0,0.0643,0.5427,0.607,True,0.7692,2026-06-09,Detroit Tigers vs Minnesota Twins
Moneyline,Miami Marlins ML,-145.0,0.2085,0.5645,0.773,True,0.6897,2026-06-09,Miami Marlins vs Arizona Diamondbacks
Run Line,Miami Marlins -1.5,151.0,0.0832,0.3806,0.4638,True,1.51,2026-06-09,Miami Marlins vs Arizona Diamondbacks
Moneyline,New York Yankees ML,-125.0,0.2335,0.5325,0.766,True,0.8,2026-06-09,Cleveland Guardians vs New York Yankees
Total,UNDER 8.5,-102.5,0.0962,0.4823,0.5785,True,0.9756,2026-06-09,Cleveland Guardians vs New York Yankees
Moneyline,Philadelphia Phillies ML,-113.0,0.2029,0.5071,0.71,False,-1.0,2026-06-09,Toronto Blue Jays vs Philadelphia Phillies
Run Line,Philadelphia Phillies +1.5,158.0,0.0549,0.3711,0.426,False,-1.0,2026-06-09,Toronto Blue Jays vs Philadelphia Phillies
Total,UNDER 8.0,-116.5,0.1364,0.5123,0.6487,True,0.8584,2026-06-09,New York Mets vs St. Louis Cardinals
Moneyline,Texas Rangers ML,-125.0,0.1135,0.5325,0.646,False,-1.0,2026-06-09,Kansas City Royals vs Texas Rangers
Total,UNDER 9.5,-105.0,0.2,0.4892,0.7,True,0.9524,2026-06-09,Kansas City Royals vs Texas Rangers
Total,UNDER 12.5,-110.0,0.2,0.5,0.7,True,0.9091,2026-06-09,Colorado Rockies vs Chicago Cubs
Total,UNDER 13.5,-110.0,0.2,0.5,0.7,True,0.9091,2026-06-09,Athletics vs Milwaukee Brewers
