type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Cincinnati Reds ML,-105.0,0.1508,0.4892,0.64,True,0.9524,2026-04-24,Cincinnati Reds vs Detroit Tigers
Moneyline,Baltimore Orioles ML,-125.0,0.2415,0.5325,0.774,True,0.8,2026-04-24,Baltimore Orioles vs Boston Red Sox
Run Line,Baltimore Orioles -1.5,161.0,0.0998,0.3646,0.4644,True,1.61,2026-04-24,Baltimore Orioles vs Boston Red Sox
Total,UNDER 8.5,-104.5,0.0895,0.4871,0.5766,False,-1.0,2026-04-24,Baltimore Orioles vs Boston Red Sox
Total,OVER  7.5,-5.0,0.2,0.0817,0.3782,False,-1.0,2026-04-24,New York Mets vs Colorado Rockies
Total,OVER  7.5,100.0,0.1465,0.4783,0.6247,True,1.0,2026-04-24,Tampa Bay Rays vs Minnesota Twins
Moneyline,Atlanta Braves ML,-165.0,0.1694,0.5986,0.768,True,0.6061,2026-04-24,Atlanta Braves vs Philadelphia Phillies
Total,UNDER 9.0,-111.0,0.1145,0.5022,0.6166,True,0.9009,2026-04-24,Atlanta Braves vs Philadelphia Phillies
Moneyline,Los Angeles Angels ML,-110.0,0.25,0.5,0.779,False,-1.0,2026-04-24,Kansas City Royals vs Los Angeles Angels
Run Line,Los Angeles Angels +1.5,151.5,0.0866,0.3808,0.4674,False,-1.0,2026-04-24,Kansas City Royals vs Los Angeles Angels
Total,UNDER 8.5,-115.0,0.0677,0.5108,0.5785,False,-1.0,2026-04-24,Kansas City Royals vs Los Angeles Angels
Moneyline,New York Yankees ML,-155.5,0.1887,0.5833,0.772,True,0.6431,2026-04-24,Houston Astros vs New York Yankees
Total,UNDER 9.0,-105.0,0.1256,0.4892,0.6148,False,-1.0,2026-04-24,Houston Astros vs New York Yankees
Total,UNDER 8.0,-110.0,0.1113,0.5,0.6113,True,0.9091,2026-04-24,St. Louis Cardinals vs Seattle Mariners
Total,UNDER 9.0,-105.0,0.2,0.4892,0.7,False,-1.0,2026-04-24,Los Angeles Dodgers vs Chicago Cubs
Moneyline,Miami Marlins ML,-115.0,0.0752,0.5108,0.586,True,0.8696,2026-04-24,San Francisco Giants vs Miami Marlins
Total,UNDER 7.5,-109.0,0.1003,0.4978,0.5981,False,-1.0,2026-04-24,San Francisco Giants vs Miami Marlins
