date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-06-19,Chicago Cubs,Toronto Blue Jays,16,2,18,Chicago Cubs,Chicago Cubs,77.9,22.1,True,77.9,9.01,8.99,True,LOW,7.0,OVER
2026-06-19,Detroit Tigers,Chicago White Sox,4,3,7,Detroit Tigers,Detroit Tigers,77.4,22.6,True,77.4,9.05,2.0500000000000007,False,HIGH,8.0,UNDER
2026-06-19,New York Yankees,Cincinnati Reds,5,0,5,New York Yankees,New York Yankees,77.1,22.9,True,77.1,8.99,3.99,True,HIGH,9.0,UNDER
2026-06-19,Tampa Bay Rays,Washington Nationals,5,2,7,Tampa Bay Rays,Washington Nationals,32.6,67.4,False,67.4,8.74,1.7400000000000002,False,HIGH,8.5,UNDER
2026-06-19,Miami Marlins,San Francisco Giants,4,3,7,Miami Marlins,Miami Marlins,69.2,30.8,True,69.2,9.58,2.58,False,HIGH,8.0,UNDER
2026-06-19,Atlanta Braves,Milwaukee Brewers,3,2,5,Atlanta Braves,Milwaukee Brewers,23.0,77.0,False,77.0,9.01,4.01,False,HIGH,7.5,UNDER
2026-06-19,Texas Rangers,San Diego Padres,9,7,16,Texas Rangers,San Diego Padres,33.9,66.1,False,66.1,8.01,7.99,False,LOW,7.0,OVER
2026-06-19,Houston Astros,Cleveland Guardians,9,3,12,Houston Astros,Houston Astros,77.3,22.7,True,77.3,8.99,3.01,True,LOW,8.5,OVER
2026-06-19,Kansas City Royals,St. Louis Cardinals,6,5,11,Kansas City Royals,Kansas City Royals,50.6,49.4,True,50.6,11.02,0.019999999999999574,False,HIGH,9.0,OVER
2026-06-19,Colorado Rockies,Pittsburgh Pirates,4,3,7,Colorado Rockies,Pittsburgh Pirates,49.9,50.1,False,50.1,10.98,3.9800000000000004,False,HIGH,11.5,UNDER
2026-06-19,Athletics,Los Angeles Angels,12,11,23,Athletics,Los Angeles Angels,49.7,50.3,False,50.3,11.0,12.0,False,LOW,10.0,OVER
2026-06-19,Arizona Diamondbacks,Minnesota Twins,9,5,14,Arizona Diamondbacks,Arizona Diamondbacks,50.3,49.7,True,50.3,10.98,3.0199999999999996,True,LOW,8.5,OVER
2026-06-19,Los Angeles Dodgers,Baltimore Orioles,6,5,11,Los Angeles Dodgers,Los Angeles Dodgers,72.8,27.2,True,72.8,9.37,1.6300000000000008,False,LOW,9.25,OVER
2026-06-19,Seattle Mariners,Boston Red Sox,2,6,8,Boston Red Sox,Boston Red Sox,43.9,56.1,True,56.1,7.42,0.5800000000000001,True,LOW,6.5,OVER
