type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Miami Marlins ML,135.0,0.25,0.4088,0.772,True,1.35,2026-06-14,Pittsburgh Pirates vs Miami Marlins
Moneyline,Baltimore Orioles ML,-136.0,0.0796,0.5534,0.633,False,-1.0,2026-06-14,Baltimore Orioles vs San Diego Padres
Total,UNDER 10.5,-115.0,0.1504,0.5108,0.6613,True,0.8696,2026-06-14,Baltimore Orioles vs San Diego Padres
Moneyline,Washington Nationals ML,110.0,0.2126,0.4564,0.669,True,1.1,2026-06-14,Washington Nationals vs Seattle Mariners
Total,UNDER 10.5,-115.0,0.166,0.5108,0.6768,False,-1.0,2026-06-14,Washington Nationals vs Seattle Mariners
Moneyline,New York Yankees ML,-135.0,0.2285,0.5485,0.777,True,0.7407,2026-06-14,Toronto Blue Jays vs New York Yankees
Total,UNDER 8.5,-115.0,0.0664,0.5108,0.5773,False,-1.0,2026-06-14,Toronto Blue Jays vs New York Yankees
Moneyline,Arizona Diamondbacks ML,-115.0,0.1116,0.5114,0.623,True,0.8696,2026-06-14,Cincinnati Reds vs Arizona Diamondbacks
Total,UNDER 10.0,-110.0,0.2,0.5,0.7,True,0.9091,2026-06-14,Cincinnati Reds vs Arizona Diamondbacks
Total,UNDER 8.5,-108.5,0.1901,0.4973,0.6874,False,-1.0,2026-06-14,New York Mets vs Atlanta Braves
Moneyline,St. Louis Cardinals ML,-110.0,0.113,0.5,0.613,False,-1.0,2026-06-14,Minnesota Twins vs St. Louis Cardinals
Total,UNDER 9.5,-115.0,0.0667,0.5108,0.5776,True,0.8696,2026-06-14,Minnesota Twins vs St. Louis Cardinals
Moneyline,Milwaukee Brewers ML,110.0,0.1247,0.4573,0.582,True,1.1,2026-06-14,Milwaukee Brewers vs Philadelphia Phillies
Total,UNDER 6.5,-12.5,0.1751,0.1687,0.3438,True,8.0,2026-06-14,Milwaukee Brewers vs Philadelphia Phillies
Total,UNDER 14.0,-110.0,0.2,0.5,0.7,False,-1.0,2026-06-14,Athletics vs Colorado Rockies
Moneyline,San Francisco Giants ML,-135.0,0.1564,0.5526,0.709,True,0.7407,2026-06-14,San Francisco Giants vs Chicago Cubs
Moneyline,Los Angeles Angels ML,104.5,0.25,0.4681,0.738,False,-1.0,2026-06-14,Los Angeles Angels vs Tampa Bay Rays
Total,UNDER 9.0,-110.0,0.0979,0.5,0.5979,False,-1.0,2026-06-14,Los Angeles Angels vs Tampa Bay Rays
Total,OVER  9.5,-1.0,0.2,0.0178,0.3,True,10.0,2026-06-14,Boston Red Sox vs Texas Rangers
