date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-08-04,Baltimore Orioles,Los Angeles Angels,3,1,4,Baltimore Orioles,Baltimore Orioles,56.9,43.1,True,56.9,9.0,5.0,True,HIGH,,
2026-08-04,Cleveland Guardians,New York Mets,2,6,8,New York Mets,New York Mets,49.4,50.6,True,50.6,7.05,0.9500000000000002,True,LOW,,
2026-08-04,Cincinnati Reds,Athletics,5,4,9,Cincinnati Reds,Cincinnati Reds,76.8,23.2,True,76.8,9.0,0.0,False,LOW,,
2026-08-04,Philadelphia Phillies,Washington Nationals,5,0,5,Philadelphia Phillies,Philadelphia Phillies,77.1,22.9,True,77.1,9.04,4.039999999999999,True,HIGH,,
2026-08-04,New York Yankees,St. Louis Cardinals,2,0,2,New York Yankees,New York Yankees,55.1,44.9,True,55.1,7.31,5.31,True,HIGH,,
2026-08-04,Boston Red Sox,Chicago White Sox,14,2,16,Boston Red Sox,Boston Red Sox,57.4,42.6,True,57.4,7.54,8.46,True,LOW,,
2026-08-04,Atlanta Braves,Miami Marlins,4,2,6,Atlanta Braves,Atlanta Braves,50.3,49.7,True,50.3,7.02,1.0199999999999996,True,HIGH,,
2026-08-04,Kansas City Royals,Minnesota Twins,8,2,10,Kansas City Royals,Minnesota Twins,39.9,60.1,False,60.1,7.55,2.45,False,LOW,,
2026-08-04,Milwaukee Brewers,Pittsburgh Pirates,4,2,6,Milwaukee Brewers,Milwaukee Brewers,73.6,26.4,True,73.6,8.64,2.6400000000000006,True,HIGH,,
2026-08-04,Chicago Cubs,Los Angeles Dodgers,5,1,6,Chicago Cubs,Chicago Cubs,77.0,23.0,True,77.0,9.02,3.0199999999999996,True,HIGH,,
2026-08-04,Texas Rangers,San Francisco Giants,5,4,9,Texas Rangers,San Francisco Giants,22.5,77.5,False,77.5,8.95,0.05000000000000071,False,LOW,,
2026-08-04,Houston Astros,Toronto Blue Jays,7,2,9,Houston Astros,Houston Astros,66.1,33.9,True,66.1,8.04,0.9600000000000009,True,LOW,,
2026-08-04,Colorado Rockies,Tampa Bay Rays,7,9,16,Tampa Bay Rays,Tampa Bay Rays,32.6,67.4,True,67.4,9.77,6.23,True,LOW,,
2026-08-04,Arizona Diamondbacks,San Diego Padres,4,9,13,San Diego Padres,San Diego Padres,38.6,61.4,True,61.4,10.21,2.789999999999999,True,LOW,,
2026-08-04,Seattle Mariners,Detroit Tigers,0,8,8,Detroit Tigers,Detroit Tigers,22.2,77.8,True,77.8,8.99,0.9900000000000002,True,HIGH,,
