date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-07-09,Pittsburgh Pirates,Atlanta Braves,5,10,15,Atlanta Braves,Atlanta Braves,49.9,50.1,True,50.1,11.06,3.9399999999999995,True,LOW,10.0,OVER
2026-07-09,New York Mets,Kansas City Royals,7,3,10,New York Mets,Kansas City Royals,49.9,50.1,False,50.1,10.96,0.9600000000000009,False,HIGH,9.0,OVER
2026-07-09,Tampa Bay Rays,New York Yankees,4,12,16,New York Yankees,Tampa Bay Rays,77.8,22.2,False,77.8,8.97,7.029999999999999,False,LOW,7.5,OVER
2026-07-09,Baltimore Orioles,Chicago Cubs,3,2,5,Baltimore Orioles,Chicago Cubs,41.2,58.8,False,58.8,10.34,5.34,False,HIGH,9.75,UNDER
2026-07-09,Minnesota Twins,Cleveland Guardians,2,5,7,Cleveland Guardians,Minnesota Twins,75.4,24.6,False,75.4,8.79,1.7899999999999991,False,HIGH,8.5,UNDER
2026-07-09,Chicago White Sox,Boston Red Sox,1,2,3,Boston Red Sox,Boston Red Sox,22.1,77.9,True,77.9,9.06,6.0600000000000005,False,HIGH,9.0,UNDER
2026-07-09,Detroit Tigers,Athletics,4,1,5,Detroit Tigers,Detroit Tigers,77.1,22.9,True,77.1,8.98,3.9800000000000004,True,HIGH,9.0,UNDER
2026-07-09,Miami Marlins,Seattle Mariners,8,4,12,Miami Marlins,Miami Marlins,50.8,49.2,True,50.8,7.95,4.05,True,LOW,8.0,OVER
2026-07-09,Cincinnati Reds,Philadelphia Phillies,0,1,1,Philadelphia Phillies,Philadelphia Phillies,33.4,66.6,True,66.6,8.62,7.619999999999999,False,HIGH,9.5,UNDER
2026-07-09,St. Louis Cardinals,Milwaukee Brewers,4,8,12,Milwaukee Brewers,Milwaukee Brewers,25.6,74.4,True,74.4,8.74,3.26,True,LOW,8.5,OVER
2026-07-09,Texas Rangers,Los Angeles Angels,7,6,13,Texas Rangers,Texas Rangers,62.8,37.2,True,62.8,9.51,3.49,False,LOW,7.5,OVER
2026-07-09,San Diego Padres,Arizona Diamondbacks,1,3,4,Arizona Diamondbacks,Arizona Diamondbacks,24.1,75.9,True,75.9,9.1,5.1,True,HIGH,9.0,UNDER
2026-07-09,San Francisco Giants,Colorado Rockies,8,2,10,San Francisco Giants,Colorado Rockies,50.0,50.0,False,50.0,11.03,1.0299999999999994,False,HIGH,9.0,OVER
