type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Milwaukee Brewers ML,-110.0,0.228,0.5,0.728,True,0.9091,2026-07-07,St. Louis Cardinals vs Milwaukee Brewers
Total,UNDER 8.5,-111.0,0.1073,0.5011,0.6084,True,0.9009,2026-07-07,St. Louis Cardinals vs Milwaukee Brewers
Moneyline,Milwaukee Brewers ML,-110.0,0.217,0.5,0.717,True,0.9091,2026-07-07,St. Louis Cardinals vs Milwaukee Brewers
Total,UNDER 8.5,-111.0,0.0768,0.5011,0.5779,False,-1.0,2026-07-07,St. Louis Cardinals vs Milwaukee Brewers
Moneyline,Chicago Cubs ML,-113.0,0.2356,0.5054,0.741,True,0.885,2026-07-07,Baltimore Orioles vs Chicago Cubs
Total,OVER  9.25,-10.0,0.2,0.1468,0.3839,False,-1.0,2026-07-07,Baltimore Orioles vs Chicago Cubs
Moneyline,Detroit Tigers ML,-227.0,0.1092,0.6658,0.775,True,0.4405,2026-07-07,Detroit Tigers vs Athletics
Moneyline,Seattle Mariners ML,105.0,0.1179,0.4671,0.585,False,-1.0,2026-07-07,Miami Marlins vs Seattle Mariners
Total,UNDER 8.0,-115.0,0.0825,0.5108,0.5933,False,-1.0,2026-07-07,Miami Marlins vs Seattle Mariners
Moneyline,Tampa Bay Rays ML,-138.0,0.2218,0.5532,0.775,True,0.7246,2026-07-07,Tampa Bay Rays vs New York Yankees
Run Line,Tampa Bay Rays -1.5,163.5,0.1022,0.3628,0.465,True,1.635,2026-07-07,Tampa Bay Rays vs New York Yankees
Moneyline,Philadelphia Phillies ML,-170.0,0.1412,0.6018,0.743,True,0.5882,2026-07-07,Cincinnati Reds vs Philadelphia Phillies
Total,UNDER 9.0,-115.0,0.0884,0.5108,0.5992,True,0.8696,2026-07-07,Cincinnati Reds vs Philadelphia Phillies
Moneyline,Minnesota Twins ML,-110.0,0.219,0.5,0.719,True,0.9091,2026-07-07,Minnesota Twins vs Cleveland Guardians
Moneyline,Boston Red Sox ML,-125.0,0.2425,0.5325,0.775,True,0.8,2026-07-07,Chicago White Sox vs Boston Red Sox
Run Line,Boston Red Sox +1.5,134.0,0.0557,0.4093,0.465,True,1.34,2026-07-07,Chicago White Sox vs Boston Red Sox
Total,UNDER 8.5,-114.5,0.0698,0.508,0.5779,False,-1.0,2026-07-07,Chicago White Sox vs Boston Red Sox
Moneyline,Texas Rangers ML,-165.0,0.181,0.594,0.775,True,0.6061,2026-07-07,Texas Rangers vs Los Angeles Angels
Run Line,Texas Rangers -1.5,135.5,0.0606,0.4044,0.465,True,1.355,2026-07-07,Texas Rangers vs Los Angeles Angels
Run Line,Arizona Diamondbacks +1.5,148.0,0.0844,0.3806,0.465,False,-1.0,2026-07-07,San Diego Padres vs Arizona Diamondbacks
Total,UNDER 9.0,-110.0,0.118,0.4973,0.6154,True,0.9091,2026-07-07,San Diego Padres vs Arizona Diamondbacks
Total,UNDER 8.0,-115.0,0.1011,0.5108,0.612,False,-1.0,2026-07-07,San Francisco Giants vs Toronto Blue Jays
