date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-05-16,Detroit Tigers,Toronto Blue Jays,1,2,3,Toronto Blue Jays,Toronto Blue Jays,33.9,66.1,True,66.1,8.05,5.050000000000001,False,HIGH,8.0,UNDER
2026-05-16,St. Louis Cardinals,Kansas City Royals,4,2,6,St. Louis Cardinals,St. Louis Cardinals,68.4,31.6,True,68.4,8.29,2.289999999999999,True,HIGH,9.0,UNDER
2026-05-16,Colorado Rockies,Arizona Diamondbacks,4,2,6,Colorado Rockies,Arizona Diamondbacks,26.1,73.9,False,73.9,9.28,3.2799999999999994,False,HIGH,11.5,UNDER
2026-05-16,Washington Nationals,Baltimore Orioles,13,3,16,Washington Nationals,Washington Nationals,68.4,31.6,True,68.4,9.77,6.23,True,LOW,10.0,OVER
2026-05-16,Pittsburgh Pirates,Philadelphia Phillies,0,6,6,Philadelphia Phillies,Philadelphia Phillies,28.9,71.1,True,71.1,9.44,3.4399999999999995,True,HIGH,8.5,UNDER
2026-05-16,Tampa Bay Rays,Miami Marlins,5,10,15,Miami Marlins,Tampa Bay Rays,76.5,23.5,False,76.5,8.98,6.02,False,LOW,7.75,OVER
2026-05-16,Cleveland Guardians,Cincinnati Reds,7,4,11,Cleveland Guardians,Cleveland Guardians,68.9,31.1,True,68.9,9.72,1.2799999999999994,True,LOW,8.5,OVER
2026-05-16,Houston Astros,Texas Rangers,4,1,5,Houston Astros,Texas Rangers,49.4,50.6,False,50.6,6.95,1.9500000000000002,False,HIGH,7.5,UNDER
2026-05-16,Chicago White Sox,Chicago Cubs,8,3,11,Chicago White Sox,Chicago White Sox,58.2,41.8,True,58.2,10.38,0.6199999999999992,True,LOW,8.5,OVER
2026-05-16,Minnesota Twins,Milwaukee Brewers,1,2,3,Milwaukee Brewers,Milwaukee Brewers,22.1,77.9,True,77.9,9.0,6.0,False,HIGH,8.5,UNDER
2026-05-16,Seattle Mariners,San Diego Padres,4,7,11,San Diego Padres,Seattle Mariners,51.0,49.0,False,51.0,7.0,4.0,False,LOW,7.0,OVER
2026-05-16,Atlanta Braves,Boston Red Sox,2,3,5,Boston Red Sox,Boston Red Sox,49.5,50.5,True,50.5,6.98,1.9800000000000004,False,HIGH,7.5,UNDER
2026-05-16,New York Mets,New York Yankees,6,3,9,New York Mets,New York Mets,56.5,43.5,True,56.5,7.39,1.6100000000000003,True,LOW,8.5,OVER
2026-05-16,Los Angeles Angels,Los Angeles Dodgers,2,15,17,Los Angeles Dodgers,Los Angeles Dodgers,22.9,77.1,True,77.1,8.94,8.06,True,LOW,8.5,OVER
2026-05-16,Athletics,San Francisco Giants,4,6,10,San Francisco Giants,Athletics,77.1,22.9,False,77.1,8.96,1.0399999999999991,False,LOW,9.5,OVER
