type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Boston Red Sox ML,128.0,0.2013,0.4207,0.622,True,1.28,2026-05-05,Detroit Tigers vs Boston Red Sox
Total,UNDER 8.5,-115.0,0.1442,0.5108,0.6551,False,-1.0,2026-05-05,Detroit Tigers vs Boston Red Sox
Moneyline,Philadelphia Phillies ML,-217.0,0.0853,0.6567,0.742,True,0.4608,2026-05-05,Philadelphia Phillies vs Athletics
Total,UNDER 9.0,100.0,0.1558,0.4783,0.634,False,-1.0,2026-05-05,Philadelphia Phillies vs Athletics
Total,UNDER 8.5,-110.0,0.1084,0.5,0.6084,False,-1.0,2026-05-05,Miami Marlins vs Baltimore Orioles
Moneyline,Minnesota Twins ML,-117.0,0.0646,0.5164,0.581,True,0.8547,2026-05-05,Washington Nationals vs Minnesota Twins
Total,UNDER 9.5,-110.0,0.0975,0.5,0.5975,False,-1.0,2026-05-05,Washington Nationals vs Minnesota Twins
Moneyline,New York Yankees ML,-134.5,0.2165,0.5505,0.767,True,0.7435,2026-05-05,New York Yankees vs Texas Rangers
Total,UNDER 9.0,-115.0,0.1064,0.5108,0.6172,False,-1.0,2026-05-05,New York Yankees vs Texas Rangers
Moneyline,Chicago Cubs ML,-166.0,0.0754,0.5996,0.675,True,0.6024,2026-05-05,Chicago Cubs vs Cincinnati Reds
Moneyline,Kansas City Royals ML,-105.0,0.25,0.4892,0.776,True,0.9524,2026-05-05,Kansas City Royals vs Cleveland Guardians
Moneyline,Los Angeles Dodgers ML,-220.0,0.1169,0.6581,0.775,False,-1.0,2026-05-05,Houston Astros vs Los Angeles Dodgers
Total,UNDER 8.5,-115.0,0.0664,0.5108,0.5773,True,0.8696,2026-05-05,Houston Astros vs Los Angeles Dodgers
Moneyline,Chicago White Sox ML,-105.0,0.25,0.4892,0.772,False,-1.0,2026-05-05,Los Angeles Angels vs Chicago White Sox
Run Line,Chicago White Sox +1.5,147.0,0.0802,0.383,0.4632,False,-1.0,2026-05-05,Los Angeles Angels vs Chicago White Sox
Total,UNDER 9.0,-115.0,0.102,0.5108,0.6129,True,0.8696,2026-05-05,Los Angeles Angels vs Chicago White Sox
Moneyline,Atlanta Braves ML,110.0,0.25,0.4573,0.722,True,1.1,2026-05-05,Seattle Mariners vs Atlanta Braves
