date,home,away,home_score,away_score,actual_total,actual_winner,model_pick,home_win_pct,away_win_pct,ml_correct,confidence,xTotal_Runs,runs_error,rl_cover,model_bias,ou_line,ou_result
2026-07-20,Cleveland Guardians,Minnesota Twins,13,4,17,Cleveland Guardians,Minnesota Twins,49.7,50.3,False,50.3,6.99,10.01,False,LOW,7.5,OVER
2026-07-20,New York Yankees,Pittsburgh Pirates,8,5,13,New York Yankees,Pittsburgh Pirates,29.4,70.6,False,70.6,8.42,4.58,False,LOW,8.0,OVER
2026-07-20,Toronto Blue Jays,Tampa Bay Rays,1,7,8,Tampa Bay Rays,Toronto Blue Jays,64.8,35.2,False,64.8,8.52,0.5199999999999996,False,HIGH,7.5,OVER
2026-07-20,Boston Red Sox,Baltimore Orioles,6,5,11,Boston Red Sox,Boston Red Sox,59.4,40.6,True,59.4,7.6,3.4000000000000004,False,LOW,8.75,OVER
2026-07-20,Philadelphia Phillies,Los Angeles Dodgers,10,7,17,Philadelphia Phillies,Los Angeles Dodgers,39.0,61.0,False,61.0,7.71,9.29,False,LOW,8.5,OVER
2026-07-20,Atlanta Braves,San Diego Padres,3,2,5,Atlanta Braves,San Diego Padres,49.9,50.1,False,50.1,11.03,6.029999999999999,False,HIGH,9.25,UNDER
2026-07-20,Kansas City Royals,San Francisco Giants,4,3,7,Kansas City Royals,San Francisco Giants,40.1,59.9,False,59.9,10.29,3.289999999999999,False,HIGH,10.0,UNDER
2026-07-20,Milwaukee Brewers,New York Mets,8,3,11,Milwaukee Brewers,Milwaukee Brewers,76.6,23.4,True,76.6,9.11,1.8900000000000006,True,LOW,7.5,OVER
2026-07-20,Chicago Cubs,Detroit Tigers,6,8,14,Detroit Tigers,Chicago Cubs,52.1,47.9,False,52.1,7.95,6.05,False,LOW,11.5,OVER
2026-07-20,Texas Rangers,Chicago White Sox,3,10,13,Chicago White Sox,Chicago White Sox,22.6,77.4,True,77.4,9.0,4.0,True,LOW,7.5,OVER
2026-07-20,Houston Astros,Miami Marlins,8,5,13,Houston Astros,Miami Marlins,27.1,72.9,False,72.9,8.64,4.359999999999999,False,LOW,9.0,OVER
2026-07-20,Colorado Rockies,Washington Nationals,3,7,10,Washington Nationals,Colorado Rockies,50.2,49.8,False,50.2,10.95,0.9499999999999993,False,HIGH,12.0,UNDER
2026-07-20,Arizona Diamondbacks,Athletics,2,5,7,Athletics,Arizona Diamondbacks,77.7,22.3,False,77.7,9.02,2.0199999999999996,False,HIGH,9.25,UNDER
2026-07-20,Seattle Mariners,Cincinnati Reds,8,0,8,Seattle Mariners,Cincinnati Reds,49.7,50.3,False,50.3,6.96,1.04,False,LOW,7.5,OVER
2026-07-20,Los Angeles Angels,St. Louis Cardinals,3,2,5,Los Angeles Angels,St. Louis Cardinals,42.6,57.4,False,57.4,8.53,3.5299999999999994,False,HIGH,9.0,UNDER
