type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Chicago White Sox ML,129.5,0.25,0.4175,0.705,False,-1.0,2026-07-01,Baltimore Orioles vs Chicago White Sox
Total,UNDER 10.0,-105.0,0.1695,0.4892,0.6586,True,0.9524,2026-07-01,Baltimore Orioles vs Chicago White Sox
Total,UNDER 7.5,-110.0,0.1193,0.5,0.6193,False,-1.0,2026-07-01,Cleveland Guardians vs Texas Rangers
Total,UNDER 9.5,-111.0,0.0944,0.5005,0.595,False,-1.0,2026-07-01,Boston Red Sox vs Washington Nationals
Moneyline,Detroit Tigers ML,110.0,0.25,0.4552,0.777,True,1.1,2026-07-01,New York Yankees vs Detroit Tigers
Total,UNDER 9.5,-110.5,0.1505,0.5005,0.651,True,0.905,2026-07-01,New York Yankees vs Detroit Tigers
Moneyline,Chicago Cubs ML,-127.5,0.242,0.534,0.776,True,0.7843,2026-07-01,Chicago Cubs vs San Diego Padres
Run Line,Chicago Cubs -1.5,142.5,0.0709,0.3947,0.4656,True,1.425,2026-07-01,Chicago Cubs vs San Diego Padres
Total,UNDER 12.0,-109.5,0.2,0.4979,0.7,False,-1.0,2026-07-01,Chicago Cubs vs San Diego Padres
Moneyline,Toronto Blue Jays ML,-116.5,0.1431,0.5129,0.656,True,0.8584,2026-07-01,Toronto Blue Jays vs New York Mets
Total,UNDER 8.5,-101.5,0.1583,0.4806,0.6389,False,-1.0,2026-07-01,Toronto Blue Jays vs New York Mets
Total,OVER  8.0,-114.5,0.0747,0.5069,0.5816,True,0.8734,2026-07-01,Philadelphia Phillies vs Pittsburgh Pirates
Total,UNDER 9.0,-1.0,0.2,0.0178,0.7,True,10.0,2026-07-01,Atlanta Braves vs St. Louis Cardinals
Moneyline,Tampa Bay Rays ML,-155.0,0.1984,0.5776,0.776,True,0.6452,2026-07-01,Kansas City Royals vs Tampa Bay Rays
Total,UNDER 10.5,-110.0,0.2,0.5,0.7,True,0.9091,2026-07-01,Kansas City Royals vs Tampa Bay Rays
Moneyline,Milwaukee Brewers ML,-161.0,0.1847,0.5913,0.776,True,0.6211,2026-07-01,Milwaukee Brewers vs Cincinnati Reds
Total,UNDER 9.0,-106.0,0.1257,0.4903,0.616,True,0.9434,2026-07-01,Milwaukee Brewers vs Cincinnati Reds
Moneyline,Miami Marlins ML,-145.0,0.1983,0.5667,0.765,False,-1.0,2026-07-01,Colorado Rockies vs Miami Marlins
Total,UNDER 11.0,-110.0,0.2,0.5,0.7,True,0.9091,2026-07-01,Colorado Rockies vs Miami Marlins
Total,UNDER 11.0,-115.0,0.1618,0.5108,0.6726,True,0.8696,2026-07-01,Athletics vs Los Angeles Dodgers
Total,UNDER 9.5,-115.0,0.1897,0.5103,0.7,False,-1.0,2026-07-01,Arizona Diamondbacks vs San Francisco Giants
